date,state,actuals.hospitalBeds.currentUsageCovid,actuals.newCases,metrics.infectionRate,metrics.vaccinationsCompletedRatio,actuals.newDeaths,metrics.weeklyNewCasesPer100k
2021-06-23,ID,90.0,152.0,0.95,0.354,0.0,33.5
2021-06-24,ID,96.0,89.0,0.96,0.354,3.0,33.6
2021-06-25,ID,95.0,83.0,0.97,0.355,2.0,34.9
2021-06-26,ID,81.0,0.0,0.98,0.356,0.0,34.0
2021-06-27,ID,98.0,0.0,0.99,0.358,0.0,33.0
2021-06-28,ID,94.0,133.0,1.01,0.359,0.0,32.1
2021-06-29,ID,98.0,76.0,1.02,0.36,4.0,29.8
2021-06-30,ID,94.0,97.0,1.04,0.36,3.0,26.7
2021-07-01,ID,97.0,92.0,1.06,0.361,2.0,26.9
2021-07-02,ID,77.0,83.0,1.08,0.362,4.0,26.9
2021-07-03,ID,75.0,0.0,1.1,0.362,0.0,28.0
2021-07-04,ID,118.0,0.0,1.12,0.363,0.0,29.1
2021-07-05,ID,78.0,0.0,1.14,0.363,0.0,30.3
2021-07-06,ID,74.0,257.0,1.16,0.364,1.0,29.6
2021-07-07,ID,82.0,124.0,1.18,0.364,3.0,31.1
2021-07-08,ID,87.0,145.0,1.2,0.365,1.0,34.1
2021-07-09,ID,97.0,135.0,1.21,0.365,2.0,37.0
2021-07-10,ID,111.0,0.0,1.22,0.366,0.0,38.9
2021-07-11,ID,111.0,0.0,1.23,0.366,0.0,40.9
2021-07-12,ID,112.0,297.0,1.24,0.367,0.0,42.8
2021-07-13,ID,120.0,180.0,1.25,0.367,0.0,49.3
2021-07-14,ID,123.0,180.0,1.25,0.368,0.0,52.4
2021-07-15,ID,126.0,206.0,1.26,0.368,5.0,55.8
2021-07-16,ID,133.0,162.0,1.26,0.368,2.0,57.4
2021-07-17,ID,125.0,0.0,1.26,0.369,0.0,58.4
2021-07-18,ID,132.0,0.0,1.26,0.369,0.0,59.5
2021-07-19,ID,127.0,354.0,1.27,0.369,4.0,60.5
2021-07-20,ID,127.0,244.0,1.27,0.369,1.0,64.1
2021-07-21,ID,117.0,328.0,1.27,0.37,2.0,72.4
2021-07-22,ID,125.0,232.0,1.28,0.37,1.0,73.9
2021-07-23,ID,137.0,213.0,1.28,0.371,3.0,76.7
2021-07-24,ID,135.0,0.0,1.29,0.371,0.0,81.5
2021-07-25,ID,153.0,0.0,1.29,0.372,0.0,86.4
2021-07-26,ID,151.0,613.0,1.29,0.372,5.0,91.2
2021-07-27,ID,165.0,317.0,1.29,0.372,0.0,95.3
2021-07-28,ID,171.0,359.0,1.29,0.372,3.0,97.0
2021-07-29,ID,170.0,439.0,1.28,0.373,4.0,108.6
2021-07-30,ID,170.0,530.0,1.28,0.373,2.0,126.4
2021-07-31,ID,179.0,0.0,1.27,0.374,0.0,131.8
2021-08-01,ID,184.0,0.0,1.26,0.375,0.0,137.3
2021-08-02,ID,185.0,907.0,1.25,0.375,5.0,142.8
2021-08-03,ID,194.0,642.0,1.24,0.375,6.0,161.0
2021-08-04,ID,210.0,635.0,1.23,0.375,1.0,176.4
2021-08-05,ID,217.0,743.0,1.22,0.376,4.0,193.4
2021-08-06,ID,227.0,679.0,1.2,0.376,3.0,201.8
2021-08-07,ID,249.0,0.0,1.19,0.377,0.0,202.4
2021-08-08,ID,261.0,0.0,1.18,0.377,0.0,203.1
2021-08-09,ID,274.0,942.0,1.17,0.378,8.0,203.7
2021-08-10,ID,297.0,754.0,1.15,0.378,2.0,210.0
2021-08-11,ID,331.0,736.0,1.14,0.378,10.0,215.7
2021-08-12,ID,338.0,752.0,1.13,0.379,0.0,216.2
2021-08-13,ID,351.0,783.0,1.13,0.379,9.0,222.0
2021-08-14,ID,347.0,0.0,1.12,0.38,0.0,229.7
2021-08-15,ID,361.0,0.0,1.11,0.381,0.0,237.3
2021-08-16,ID,382.0,1353.0,1.11,0.381,8.0,245.0
2021-08-17,ID,408.0,905.0,1.11,0.381,6.0,253.4
2021-08-18,ID,418.0,1217.0,1.1,0.382,20.0,280.3
2021-08-19,ID,424.0,796.0,1.1,0.383,1.0,282.8
2021-08-20,ID,411.0,616.0,1.11,0.383,2.0,273.5
2021-08-21,ID,412.0,0.0,1.11,0.384,0.0,268.7
2021-08-22,ID,415.0,0.0,1.11,0.385,0.0,264.0
2021-08-23,ID,437.0,1099.0,1.11,0.387,18.0,259.3
2021-08-24,ID,462.0,1004.0,1.11,0.387,7.0,264.8
2021-08-25,ID,461.0,1021.0,1.12,0.388,8.0,253.8
2021-08-26,ID,463.0,980.0,1.12,0.388,3.0,264.1
2021-08-27,ID,476.0,833.0,1.12,0.389,8.0,276.3
2021-08-28,ID,507.0,0.0,1.12,0.39,0.0,298.4
2021-08-29,ID,507.0,0.0,1.12,0.391,0.0,320.6
2021-08-30,ID,526.0,2287.0,1.12,0.392,5.0,342.7
2021-08-31,ID,548.0,1215.0,1.12,0.392,0.0,354.5
2021-09-01,ID,527.0,1168.0,1.12,0.393,8.0,362.8
2021-09-02,ID,521.0,1596.0,1.12,0.393,8.0,397.2
2021-09-03,ID,529.0,1377.0,1.12,0.395,0.0,427.7
2021-09-04,ID,563.0,0.0,1.11,0.395,0.0,420.8
2021-09-05,ID,580.0,0.0,1.11,0.396,0.0,413.9
2021-09-06,ID,569.0,0.0,1.1,0.397,0.0,407.1
2021-09-07,ID,583.0,2558.0,1.1,0.397,32.0,374.9
2021-09-08,ID,613.0,1517.0,1.09,0.397,15.0,394.4
2021-09-09,ID,615.0,1440.0,1.09,0.398,21.0,385.7
2021-09-10,ID,656.0,1574.0,1.08,0.399,18.0,396.7
2021-09-11,ID,659.0,0.0,1.08,0.4,0.0,396.6
2021-09-12,ID,665.0,1276.0,1.07,0.401,8.0,396.5
2021-09-13,ID,678.0,1453.0,1.06,0.402,13.0,442.0
2021-09-14,ID,674.0,1634.0,1.06,0.403,21.0,497.7
2021-09-15,ID,708.0,1317.0,1.05,0.404,53.0,486.5
2021-09-16,ID,736.0,1229.0,1.05,0.405,40.0,474.7
2021-09-17,ID,738.0,1733.0,1.04,0.406,13.0,483.6
2021-09-18,ID,737.0,754.0,1.04,0.407,23.0,490.1
2021-09-19,ID,730.0,299.0,1.03,0.408,0.0,471.1
2021-09-20,ID,762.0,1262.0,1.03,0.408,13.0,460.4
2021-09-21,ID,759.0,1808.0,1.02,0.409,13.0,470.2
2021-09-22,ID,778.0,1359.0,1.02,0.41,25.0,472.5
2021-09-23,ID,778.0,1335.0,1.02,0.411,33.0,478.4
2021-09-24,ID,793.0,1653.0,1.01,0.412,33.0,474.0
2021-09-25,ID,772.0,806.0,1.01,0.413,0.0,476.9
2021-09-26,ID,781.0,398.0,1.01,0.414,0.0,482.4
2021-09-27,ID,764.0,1417.0,1.01,0.414,37.0,491.1
2021-09-28,ID,776.0,1387.0,1.0,0.415,41.0,467.5
2021-09-29,ID,747.0,1649.0,1.0,0.415,26.0,483.8
2021-09-30,ID,754.0,1910.0,1.0,0.416,50.0,515.9
2021-10-01,ID,744.0,1775.0,0.99,0.417,28.0,522.8
2021-10-02,ID,751.0,909.0,0.99,0.418,30.0,528.5
2021-10-03,ID,727.0,339.0,0.99,0.419,0.0,525.2
2021-10-04,ID,725.0,1131.0,0.99,0.42,21.0,509.2
2021-10-05,ID,740.0,1814.0,0.98,0.42,8.0,533.1
2021-10-06,ID,713.0,1370.0,0.98,0.421,52.0,517.5
2021-10-07,ID,709.0,1340.0,0.98,0.422,24.0,485.6
2021-10-08,ID,691.0,1661.0,0.98,0.423,48.0,479.2
2021-10-09,ID,669.0,796.0,0.98,0.424,5.0,472.9
2021-10-10,ID,645.0,206.0,0.98,0.425,0.0,465.5
2021-10-11,ID,659.0,0.0,0.98,0.425,0.0,457.8
2021-10-12,ID,641.0,1990.0,0.98,0.425,45.0,412.0
2021-10-13,ID,615.0,2000.0,0.97,0.425,22.0,447.3
2021-10-14,ID,600.0,1914.0,0.97,0.426,30.0,479.4
2021-10-15,ID,582.0,1522.0,0.97,0.427,34.0,471.6
2021-10-16,ID,575.0,783.0,0.96,0.428,5.0,470.9
2021-10-17,ID,573.0,304.0,0.96,0.429,0.0,476.4
2021-10-18,ID,597.0,1290.0,0.95,0.429,40.0,492.9
2021-10-19,ID,593.0,1477.0,0.94,0.43,18.0,519.8
2021-10-20,ID,586.0,1550.0,0.93,0.43,35.0,494.7
2021-10-21,ID,586.0,1322.0,0.92,0.431,26.0,461.5
2021-10-22,ID,559.0,1481.0,0.91,0.432,26.0,459.2
2021-10-23,ID,551.0,723.0,0.9,0.433,10.0,455.9
2021-10-24,ID,559.0,241.0,0.89,0.434,0.0,452.4
2021-10-25,ID,544.0,1089.0,0.88,0.435,15.0,441.1
2021-10-26,ID,543.0,1344.0,0.87,0.435,45.0,433.7
2021-10-27,ID,527.0,1238.0,0.86,0.436,28.0,416.2
2021-10-28,ID,514.0,871.0,0.86,0.437,8.0,391.0
2021-10-29,ID,501.0,1075.0,0.85,0.438,25.0,368.3
2021-10-30,ID,478.0,380.0,0.85,0.438,4.0,349.1
2021-10-31,ID,466.0,64.0,0.85,0.439,0.0,339.2
2021-11-01,ID,459.0,1002.0,0.85,0.44,33.0,334.3
2021-11-02,ID,459.0,924.0,0.85,0.44,6.0,310.8
2021-11-03,ID,446.0,1239.0,0.85,0.44,23.0,310.8
2021-11-04,ID,431.0,666.0,0.85,0.441,29.0,299.4
2021-11-05,ID,440.0,797.0,0.86,0.442,15.0,283.8
2021-11-06,ID,427.0,349.0,0.86,0.442,2.0,282.1
2021-11-07,ID,429.0,0.0,0.86,0.443,0.0,302.0
2021-11-08,ID,405.0,841.0,0.87,0.443,32.0,269.5
2021-11-09,ID,389.0,764.0,0.87,0.444,3.0,260.5
2021-11-10,ID,379.0,725.0,0.87,0.444,22.0,231.8
2021-11-11,ID,358.0,0.0,0.87,0.445,0.0,0.0
2021-11-12,ID,341.0,0.0,0.87,0.445,5.0,0.0
2021-11-13,ID,301.0,844.0,0.87,0.445,27.0,248.7
2021-11-14,ID,308.0,273.0,0.87,0.446,10.0,237.1
2021-11-15,ID,356.0,672.0,0.86,0.446,7.0,256.8
2021-11-16,ID,356.0,663.0,0.86,0.447,35.0,248.9
2021-11-17,ID,349.0,650.0,0.86,0.447,14.0,243.0
2021-11-18,ID,338.0,554.0,0.86,0.448,25.0,238.7
2021-11-19,ID,319.0,630.0,0.86,0.448,18.0,239.8
2021-11-20,ID,306.0,272.0,0.86,0.449,2.0,207.8
2021-11-21,ID,318.0,0.0,0.87,0.45,0.0,210.2
2021-11-22,ID,313.0,632.0,0.87,0.45,16.0,190.3
2021-11-23,ID,314.0,635.0,0.88,0.45,21.0,188.7
2021-11-24,ID,315.0,571.0,0.89,0.451,8.0,184.3
2021-11-25,ID,317.0,0.0,0.9,0.451,0.0,164.3
2021-11-26,ID,317.0,392.0,0.91,0.451,0.0,140.0
2021-11-27,ID,313.0,238.0,0.92,0.451,8.0,138.1
2021-11-28,ID,318.0,0.0,0.93,0.451,0.0,133.0
2021-11-29,ID,303.0,448.0,0.94,0.452,22.0,127.8
2021-11-30,ID,289.0,635.0,0.95,0.452,8.0,127.8
2021-12-01,ID,293.0,716.0,0.96,0.453,20.0,135.9
2021-12-02,ID,286.0,594.0,0.97,0.453,0.0,158.2
2021-12-03,ID,293.0,28.0,0.97,0.454,3.0,148.8
2021-12-04,ID,305.0,687.0,0.97,0.454,18.0,173.9
2021-12-05,ID,312.0,0.0,0.97,0.455,0.0,173.8
2021-12-06,ID,315.0,445.0,0.97,0.455,7.0,173.7
2021-12-07,ID,309.0,696.0,0.96,0.455,18.0,177.2
2021-12-08,ID,312.0,651.0,0.96,0.456,6.0,173.5
2021-12-09,ID,318.0,488.0,0.95,0.456,12.0,167.6
2021-12-10,ID,315.0,370.0,0.95,0.457,15.0,186.7
2021-12-11,ID,311.0,171.0,0.94,0.457,1.0,157.9
2021-12-12,ID,303.0,0.0,0.94,0.458,0.0,159.2
2021-12-13,ID,304.0,494.0,0.94,0.458,4.0,160.6
2021-12-14,ID,302.0,405.0,0.95,0.458,17.0,144.3
2021-12-15,ID,305.0,452.0,0.95,0.458,8.0,133.2
2021-12-16,ID,288.0,380.0,0.97,0.459,4.0,127.1
2021-12-17,ID,283.0,389.0,0.98,0.459,5.0,128.2
2021-12-18,ID,262.0,155.0,1.0,0.46,0.0,127.3
2021-12-19,ID,253.0,0.0,1.02,0.46,0.0,128.2
2021-12-20,ID,253.0,527.0,1.05,0.46,0.0,129.2
2021-12-21,ID,240.0,422.0,1.08,0.46,14.0,130.1
2021-12-22,ID,240.0,357.0,1.11,0.461,15.0,124.8
2021-12-23,ID,243.0,486.0,1.15,0.461,5.0,130.7
2021-12-24,ID,227.0,0.0,1.18,0.462,0.0,122.8
2021-12-25,ID,214.0,0.0,1.21,0.462,0.0,128.0
2021-12-26,ID,235.0,0.0,1.24,0.462,0.0,127.1
2021-12-27,ID,247.0,991.0,1.27,0.462,34.0,126.2
2021-12-28,ID,248.0,1019.0,1.3,0.462,18.0,159.6
2021-12-29,ID,245.0,724.0,1.32,0.462,8.0,180.2
2021-12-30,ID,251.0,922.0,1.35,0.462,1.0,204.6
2021-12-31,ID,247.0,0.0,1.36,0.463,0.0,210.6
2022-01-01,ID,257.0,0.0,1.38,0.463,0.0,216.6
2022-01-02,ID,272.0,0.0,1.38,0.463,0.0,222.6
2022-01-03,ID,275.0,1420.0,1.39,0.463,7.0,228.6
2022-01-04,ID,291.0,1722.0,1.39,0.463,19.0,267.9
2022-01-05,ID,280.0,1451.0,1.39,0.464,5.0,308.6
2022-01-06,ID,285.0,1760.0,1.38,0.464,30.0,355.5
2022-01-07,ID,323.0,1327.0,1.38,0.464,12.0,409.9
2022-01-08,ID,345.0,387.0,1.37,0.464,2.0,411.7
2022-01-09,ID,353.0,0.0,1.35,0.465,0.0,434.2
2022-01-10,ID,357.0,1514.0,1.34,0.465,1.0,456.7
2022-01-11,ID,365.0,2316.0,1.33,0.465,5.0,489.9
2022-01-12,ID,387.0,2828.0,1.31,0.465,17.0,567.0
2022-01-13,ID,388.0,2357.0,1.3,0.466,3.0,600.4
2022-01-14,ID,381.0,3256.0,1.28,0.466,7.0,708.3
2022-01-15,ID,370.0,1165.0,1.26,0.466,4.0,751.8
2022-01-16,ID,395.0,0.0,1.24,0.467,0.0,782.2
2022-01-17,ID,421.0,0.0,1.22,0.467,0.0,812.5
2022-01-18,ID,461.0,3897.0,1.2,0.467,9.0,755.6
2022-01-19,ID,494.0,4220.0,1.18,0.476,10.0,833.5
2022-01-20,ID,497.0,3447.0,1.16,0.476,25.0,894.5
2022-01-21,ID,517.0,3756.0,1.14,0.476,6.0,922.5
2022-01-22,ID,519.0,1878.0,1.11,0.476,0.0,962.4
2022-01-23,ID,535.0,0.0,1.09,0.477,0.0,975.7
2022-01-24,ID,536.0,3073.0,1.06,0.477,9.0,988.9
2022-01-25,ID,567.0,3516.0,1.04,0.52,15.0,1113.0
2022-01-26,ID,592.0,4066.0,1.01,0.52,11.0,1104.4
2022-01-27,ID,601.0,3781.0,0.99,0.521,8.0,1123.1
2022-01-28,ID,585.0,3516.0,0.97,0.521,33.0,1109.6
2022-01-29,ID,605.0,1709.0,0.95,0.521,7.0,1100.2
2022-01-30,ID,618.0,0.0,0.93,0.522,0.0,1086.9
2022-01-31,ID,609.0,2598.0,0.92,0.522,16.0,1073.6
2022-02-01,ID,595.0,2170.0,0.9,0.523,4.0,998.3
2022-02-02,ID,599.0,2333.0,0.89,0.523,28.0,901.3
2022-02-03,ID,575.0,2479.0,0.88,0.523,13.0,828.5
2022-02-04,ID,564.0,2429.0,0.88,0.524,12.0,767.6
2022-02-05,ID,539.0,1338.0,0.88,0.524,1.0,746.9
2022-02-06,ID,517.0,0.0,0.88,0.524,0.0,730.1
2022-02-07,ID,537.0,2000.0,0.88,0.525,17.0,713.4
2022-02-08,ID,531.0,2316.0,0.88,0.525,1.0,721.6
2022-02-09,ID,524.0,2566.0,0.88,0.525,40.0,734.6
2022-02-10,ID,487.0,2363.0,0.89,0.526,1.0,728.1
2022-02-11,ID,462.0,1757.0,0.89,0.526,15.0,690.5
2022-02-12,ID,434.0,1079.0,0.9,0.526,0.0,676.0
2022-02-13,ID,442.0,0.0,0.9,0.526,0.0,662.2
2022-02-14,ID,436.0,1506.0,0.91,0.527,25.0,648.4
2022-02-15,ID,406.0,2179.0,0.91,0.527,38.0,640.7
2022-02-16,ID,380.0,2311.0,0.92,0.527,19.0,626.4
2022-02-17,ID,370.0,2029.0,0.92,0.528,20.0,607.8
2022-02-18,ID,368.0,2209.0,0.92,0.529,20.0,633.0
2022-02-19,ID,350.0,1138.0,0.92,0.529,2.0,636.4
2022-02-20,ID,343.0,0.0,0.92,0.529,0.0,638.2
2022-02-21,ID,332.0,0.0,0.92,0.529,0.0,640.0
2022-02-22,ID,308.0,2357.0,0.92,0.529,27.0,562.0
2022-02-23,ID,280.0,2310.0,0.91,0.53,12.0,562.0
2022-02-24,ID,269.0,2411.0,0.91,0.53,7.0,583.4
2022-02-25,ID,254.0,2049.0,0.9,0.531,8.0,574.4
2022-02-26,ID,248.0,0.0,0.89,0.531,0.0,557.8
2022-02-27,ID,243.0,0.0,0.88,0.531,0.0,561.0
2021-03-01,IL,1303.0,1285.0,0.96,0.0,24.0,98.7
2021-03-02,IL,1343.0,1653.0,0.96,0.0,44.0,98.2
2021-03-03,IL,1319.0,2100.0,0.96,0.0,50.0,99.1
2021-03-04,IL,1289.0,1779.0,0.97,0.0,49.0,97.6
2021-03-05,IL,1290.0,1503.0,0.97,0.078,44.0,88.8
2021-03-06,IL,1232.0,2478.0,0.97,0.083,56.0,94.6
2021-03-07,IL,1205.0,1040.0,0.98,0.088,12.0,93.4
2021-03-08,IL,1191.0,1248.0,0.98,0.091,6.0,93.1
2021-03-09,IL,1226.0,1685.0,0.99,0.092,19.0,93.4
2021-03-10,IL,1192.0,1669.0,1.0,0.095,28.0,90.0
2021-03-11,IL,1229.0,1710.0,1.01,0.098,55.0,89.4
2021-03-12,IL,1192.0,1775.0,1.02,0.105,41.0,91.6
2021-03-13,IL,1203.0,1593.0,1.03,0.115,25.0,84.6
2021-03-14,IL,1201.0,1455.0,1.04,0.115,18.0,87.9
2021-03-15,IL,1162.0,868.0,1.05,0.119,10.0,84.9
2021-03-16,IL,1195.0,1982.0,1.06,0.122,19.0,87.2
2021-03-17,IL,1192.0,1513.0,1.07,0.126,20.0,86.0
2021-03-18,IL,1218.0,2409.0,1.08,0.129,32.0,91.5
2021-03-19,IL,1221.0,2376.0,1.09,0.132,17.0,96.2
2021-03-20,IL,1212.0,1841.0,1.1,0.136,25.0,98.2
2021-03-21,IL,1251.0,1352.0,1.11,0.14,28.0,97.4
2021-03-22,IL,1299.0,1359.0,1.12,0.142,22.0,101.3
2021-03-23,IL,1286.0,1823.0,1.13,0.143,12.0,100.0
2021-03-24,IL,1342.0,2736.0,1.13,0.145,17.0,109.7
2021-03-25,IL,1358.0,2263.0,1.14,0.148,34.0,108.5
2021-03-26,IL,1419.0,3111.0,1.14,0.15,30.0,114.3
2021-03-27,IL,1431.0,2484.0,1.14,0.154,26.0,119.4
2021-03-28,IL,1418.0,2175.0,1.14,0.158,23.0,125.9
2021-03-29,IL,1436.0,1984.0,1.14,0.161,6.0,130.8
2021-03-30,IL,1477.0,2377.0,1.14,0.163,15.0,135.2
2021-03-31,IL,1517.0,2585.0,1.13,0.165,37.0,134.0
2021-04-01,IL,1498.0,3696.0,1.13,0.169,22.0,145.3
2021-04-02,IL,1499.0,3037.0,1.12,0.172,25.0,144.7
2021-04-03,IL,1547.0,2739.0,1.12,0.177,9.0,146.7
2021-04-04,IL,1642.0,2396.0,1.11,0.182,19.0,148.5
2021-04-05,IL,1649.0,2344.0,1.1,0.185,11.0,151.3
2021-04-06,IL,1776.0,2964.0,1.09,0.186,8.0,155.9
2021-04-07,IL,1855.0,3693.0,1.08,0.189,29.0,164.7
2021-04-08,IL,1856.0,3930.0,1.07,0.195,38.0,166.5
2021-04-09,IL,1904.0,3959.0,1.06,0.201,22.0,173.8
2021-04-10,IL,1864.0,3404.0,1.05,0.208,15.0,179.1
2021-04-11,IL,2005.0,2815.0,1.03,0.217,16.0,182.4
2021-04-12,IL,2003.0,2670.0,1.02,0.223,16.0,184.9
2021-04-13,IL,2109.0,3189.0,1.01,0.226,17.0,186.7
2021-04-14,IL,2164.0,3487.0,1.0,0.227,39.0,185.1
2021-04-15,IL,2108.0,3784.0,0.99,0.233,31.0,183.9
2021-04-16,IL,2188.0,3807.0,0.98,0.238,24.0,182.7
2021-04-17,IL,2172.0,2964.0,0.97,0.244,25.0,179.3
2021-04-18,IL,2210.0,2593.0,0.97,0.251,10.0,177.5
2021-04-19,IL,2223.0,2160.0,0.96,0.256,21.0,173.5
2021-04-20,IL,2183.0,2604.0,0.95,0.258,13.0,168.9
2021-04-21,IL,2186.0,2781.0,0.95,0.262,29.0,163.3
2021-04-22,IL,2151.0,3348.0,0.94,0.269,38.0,159.9
2021-04-23,IL,2122.0,3450.0,0.94,0.274,27.0,157.0
2021-04-24,IL,2130.0,2693.0,0.94,0.28,31.0,154.9
2021-04-25,IL,2154.0,1970.0,0.93,0.286,25.0,150.0
2021-04-26,IL,2124.0,2240.0,0.93,0.289,11.0,150.6
2021-04-27,IL,2144.0,2593.0,0.93,0.291,24.0,150.5
2021-04-28,IL,2137.0,2646.0,0.92,0.294,37.0,149.5
2021-04-29,IL,2064.0,3470.0,0.92,0.299,41.0,150.4
2021-04-30,IL,2064.0,3128.0,0.91,0.304,39.0,147.9
2021-05-01,IL,1991.0,2806.0,0.91,0.308,39.0,148.8
2021-05-02,IL,2019.0,1780.0,0.9,0.313,28.0,147.3
2021-05-03,IL,2073.0,2210.0,0.89,0.315,31.0,147.0
2021-05-04,IL,2073.0,2179.0,0.88,0.316,21.0,143.8
2021-05-05,IL,2097.0,2432.0,0.88,0.318,33.0,142.1
2021-05-06,IL,2102.0,2046.0,0.87,0.323,40.0,130.8
2021-05-07,IL,1999.0,3265.0,0.86,0.329,41.0,131.9
2021-05-08,IL,1889.0,1646.0,0.86,0.333,22.0,122.8
2021-05-09,IL,1950.0,1665.0,0.85,0.338,31.0,121.9
2021-05-10,IL,1919.0,1531.0,0.84,0.342,13.0,116.5
2021-05-11,IL,1919.0,1528.0,0.84,0.346,27.0,111.4
2021-05-12,IL,1827.0,1788.0,0.83,0.349,23.0,106.3
2021-05-13,IL,1747.0,2071.0,0.83,0.353,31.0,106.5
2021-05-14,IL,1643.0,1797.0,0.82,0.356,54.0,94.9
2021-05-15,IL,1598.0,1444.0,0.82,0.36,45.0,93.3
2021-05-16,IL,1558.0,1219.0,0.81,0.365,25.0,89.8
2021-05-17,IL,1553.0,1032.0,0.81,0.368,6.0,85.9
2021-05-18,IL,1568.0,1471.0,0.8,0.369,29.0,85.4
2021-05-19,IL,1571.0,1618.0,0.8,0.371,34.0,84.1
2021-05-20,IL,1513.0,1622.0,0.79,0.375,49.0,80.5
2021-05-21,IL,1516.0,1566.0,0.78,0.378,22.0,78.7
2021-05-22,IL,1475.0,1089.0,0.77,0.383,41.0,75.9
2021-05-23,IL,1451.0,919.0,0.77,0.386,25.0,73.5
2021-05-24,IL,1431.0,978.0,0.76,0.388,10.0,73.1
2021-05-25,IL,1413.0,812.0,0.75,0.389,18.0,67.9
2021-05-26,IL,1358.0,1117.0,0.74,0.391,28.0,63.9
2021-05-27,IL,1280.0,1017.0,0.73,0.393,44.0,59.2
2021-05-28,IL,1237.0,984.0,0.72,0.393,26.0,54.6
2021-05-29,IL,1161.0,767.0,0.71,0.397,39.0,52.0
2021-05-30,IL,1117.0,584.0,0.7,0.4,19.0,49.4
2021-05-31,IL,1084.0,519.0,0.7,0.401,38.0,45.8
2021-06-01,IL,1171.0,431.0,0.69,0.402,10.0,42.8
2021-06-02,IL,1031.0,466.0,0.68,0.402,8.0,37.6
2021-06-03,IL,988.0,709.0,0.68,0.404,24.0,35.2
2021-06-04,IL,942.0,633.0,0.68,0.405,17.0,32.4
2021-06-05,IL,839.0,525.0,0.68,0.407,32.0,30.5
2021-06-06,IL,846.0,334.0,0.68,0.407,38.0,28.5
2021-06-07,IL,825.0,264.0,0.68,0.412,20.0,26.5
2021-06-08,IL,810.0,377.0,0.68,0.413,14.0,26.1
2021-06-09,IL,859.0,403.0,0.69,0.415,27.0,25.6
2021-06-10,IL,777.0,410.0,0.69,0.417,17.0,23.2
2021-06-11,IL,739.0,402.0,0.7,0.418,22.0,21.4
2021-06-12,IL,694.0,239.0,0.71,0.42,17.0,19.2
2021-06-13,IL,673.0,280.0,0.73,0.422,12.0,18.7
2021-06-14,IL,654.0,123.0,0.74,0.429,9.0,17.6
2021-06-15,IL,637.0,220.0,0.76,0.431,15.0,16.4
2021-06-16,IL,589.0,385.0,0.78,0.431,26.0,16.2
2021-06-17,IL,565.0,245.0,0.81,0.437,21.0,14.9
2021-06-18,IL,553.0,98.0,0.83,0.439,14.0,12.5
2021-06-19,IL,507.0,0.0,0.86,0.441,0.0,12.6
2021-06-20,IL,503.0,0.0,0.89,0.442,0.0,12.3
2021-06-21,IL,502.0,728.0,0.91,0.444,26.0,13.2
2021-06-22,IL,536.0,179.0,0.94,0.445,8.0,12.9
2021-06-23,IL,519.0,321.0,0.97,0.446,8.0,12.4
2021-06-24,IL,483.0,228.0,1.0,0.447,22.0,12.3
2021-06-25,IL,521.0,265.0,1.03,0.448,7.0,13.6
2021-06-26,IL,494.0,0.0,1.06,0.45,0.0,13.6
2021-06-27,IL,512.0,0.0,1.08,0.455,0.0,13.6
2021-06-28,IL,482.0,725.0,1.11,0.46,28.0,13.6
2021-06-29,IL,515.0,263.0,1.13,0.461,2.0,14.2
2021-06-30,IL,469.0,421.0,1.15,0.462,7.0,15.0
2021-07-01,IL,480.0,407.0,1.18,0.463,13.0,16.4
2021-07-02,IL,460.0,336.0,1.2,0.464,9.0,17.0
2021-07-03,IL,441.0,0.0,1.21,0.465,0.0,17.3
2021-07-04,IL,436.0,0.0,1.23,0.466,0.0,17.6
2021-07-05,IL,466.0,0.0,1.25,0.467,0.0,17.9
2021-07-06,IL,521.0,1119.0,1.26,0.467,31.0,18.0
2021-07-07,IL,490.0,641.0,1.27,0.467,6.0,19.8
2021-07-08,IL,481.0,569.0,1.28,0.468,15.0,21.0
2021-07-09,IL,498.0,590.0,1.29,0.469,7.0,23.0
2021-07-10,IL,516.0,0.0,1.3,0.47,0.0,24.6
2021-07-11,IL,516.0,0.0,1.31,0.471,0.0,26.2
2021-07-12,IL,530.0,1450.0,1.32,0.472,26.0,27.9
2021-07-13,IL,539.0,544.0,1.32,0.473,15.0,29.9
2021-07-14,IL,556.0,1026.0,1.32,0.473,10.0,33.0
2021-07-15,IL,551.0,824.0,1.33,0.474,8.0,35.0
2021-07-16,IL,552.0,620.0,1.33,0.475,9.0,35.2
2021-07-17,IL,562.0,0.0,1.33,0.476,0.0,38.3
2021-07-18,IL,603.0,0.0,1.33,0.477,0.0,41.4
2021-07-19,IL,663.0,2619.0,1.33,0.477,21.0,44.5
2021-07-20,IL,670.0,709.0,1.33,0.478,6.0,45.8
2021-07-21,IL,685.0,1301.0,1.32,0.478,7.0,47.9
2021-07-22,IL,680.0,1886.0,1.32,0.479,6.0,56.3
2021-07-23,IL,726.0,1341.0,1.32,0.48,7.0,62.0
2021-07-24,IL,747.0,0.0,1.31,0.481,0.0,65.8
2021-07-25,IL,758.0,0.0,1.3,0.481,0.0,69.5
2021-07-26,IL,821.0,4053.0,1.3,0.482,14.0,73.3
2021-07-27,IL,896.0,1662.0,1.29,0.482,5.0,80.8
2021-07-28,IL,935.0,2161.0,1.28,0.482,7.0,87.6
