date,state,actuals.hospitalBeds.currentUsageCovid,actuals.newCases,metrics.infectionRate,metrics.vaccinationsCompletedRatio,actuals.newDeaths,metrics.weeklyNewCasesPer100k
2021-10-29,NM,463.0,1054.0,1.12,0.62,10.0,301.3
2021-10-30,NM,451.0,0.0,1.12,0.621,0.0,306.2
2021-10-31,NM,458.0,0.0,1.12,0.621,0.0,311.0
2021-11-01,NM,445.0,2626.0,1.12,0.622,12.0,315.9
2021-11-02,NM,482.0,674.0,1.12,0.622,12.0,315.3
2021-11-03,NM,509.0,1161.0,1.12,0.623,12.0,325.0
2021-11-04,NM,497.0,1612.0,1.12,0.623,16.0,339.9
2021-11-05,NM,492.0,1460.0,1.12,0.624,12.0,359.3
2021-11-06,NM,510.0,0.0,1.12,0.624,0.0,370.7
2021-11-07,NM,523.0,0.0,1.11,0.625,0.0,382.1
2021-11-08,NM,536.0,3344.0,1.11,0.625,11.0,393.5
2021-11-09,NM,555.0,1135.0,1.1,0.626,11.0,415.5
2021-11-10,NM,571.0,1336.0,1.09,0.626,13.0,423.8
2021-11-11,NM,591.0,0.0,1.08,0.627,0.0,430.9
2021-11-12,NM,612.0,3521.0,1.07,0.628,21.0,445.2
2021-11-13,NM,583.0,0.0,1.06,0.628,0.0,450.7
2021-11-14,NM,602.0,0.0,1.05,0.629,0.0,456.2
2021-11-15,NM,618.0,3689.0,1.03,0.629,22.0,461.7
2021-11-16,NM,632.0,1023.0,1.02,0.629,12.0,456.4
2021-11-17,NM,624.0,1523.0,1.01,0.63,12.0,465.3
2021-11-18,NM,615.0,1788.0,1.01,0.63,23.0,466.6
2021-11-19,NM,621.0,1836.0,1.0,0.631,25.0,470.2
2021-11-20,NM,654.0,0.0,1.0,0.632,0.0,469.4
2021-11-21,NM,680.0,0.0,1.0,0.632,0.0,468.7
2021-11-22,NM,693.0,3642.0,1.0,0.633,14.0,467.9
2021-11-23,NM,693.0,1164.0,1.0,0.633,12.0,474.7
2021-11-24,NM,673.0,1409.0,1.0,0.633,21.0,469.2
2021-11-25,NM,665.0,0.0,1.01,0.633,0.0,431.5
2021-11-26,NM,678.0,0.0,1.01,0.633,0.0,391.5
2021-11-27,NM,676.0,0.0,1.02,0.633,0.0,381.2
2021-11-28,NM,683.0,0.0,1.02,0.633,0.0,370.9
2021-11-29,NM,692.0,4987.0,1.02,0.635,45.0,360.5
2021-11-30,NM,704.0,1125.0,1.02,0.635,12.0,358.7
2021-12-01,NM,720.0,1825.0,1.02,0.636,12.0,378.5
2021-12-02,NM,742.0,2046.0,1.01,0.637,14.0,428.5
2021-12-03,NM,738.0,2385.0,1.01,0.639,14.0,494.7
2021-12-04,NM,732.0,0.0,1.0,0.64,0.0,507.4
2021-12-05,NM,743.0,0.0,0.98,0.641,0.0,520.1
2021-12-06,NM,746.0,3791.0,0.97,0.643,12.0,532.8
2021-12-07,NM,735.0,961.0,0.96,0.643,11.0,525.0
2021-12-08,NM,782.0,1441.0,0.94,0.645,15.0,506.7
2021-12-09,NM,785.0,1619.0,0.93,0.646,14.0,486.3
2021-12-10,NM,770.0,1436.0,0.92,0.647,13.0,441.0
2021-12-11,NM,746.0,10.0,0.91,0.648,0.0,381.3
2021-12-12,NM,753.0,0.0,0.9,0.65,0.0,379.7
2021-12-13,NM,765.0,2460.0,0.89,0.651,12.0,378.0
2021-12-14,NM,731.0,737.0,0.89,0.652,7.0,367.4
2021-12-15,NM,751.0,1349.0,0.89,0.653,25.0,363.0
2021-12-16,NM,691.0,1293.0,0.9,0.654,33.0,347.4
2021-12-17,NM,676.0,1170.0,0.91,0.655,28.0,334.7
2021-12-18,NM,652.0,3.0,0.93,0.656,0.0,334.4
2021-12-19,NM,653.0,0.0,0.95,0.656,0.0,349.8
2021-12-20,NM,628.0,3104.0,0.97,0.657,37.0,365.1
2021-12-21,NM,620.0,710.0,1.0,0.657,48.0,363.8
2021-12-22,NM,626.0,905.0,1.03,0.658,39.0,342.7
2021-12-23,NM,624.0,1140.0,1.06,0.659,44.0,335.4
2021-12-24,NM,619.0,0.0,1.09,0.66,0.0,315.5
2021-12-25,NM,578.0,0.0,1.13,0.66,0.0,351.3
2021-12-26,NM,561.0,0.0,1.17,0.66,0.0,313.2
2021-12-27,NM,556.0,3014.0,1.2,0.661,29.0,275.1
2021-12-28,NM,555.0,798.0,1.23,0.661,22.0,279.3
2021-12-29,NM,560.0,1370.0,1.27,0.662,33.0,301.5
2021-12-30,NM,550.0,2212.0,1.3,0.662,26.0,352.6
2021-12-31,NM,529.0,0.0,1.32,0.663,0.0,405.4
2022-01-01,NM,556.0,0.0,1.34,0.664,0.0,458.1
2022-01-02,NM,554.0,0.0,1.36,0.664,0.0,510.8
2022-01-03,NM,568.0,7437.0,1.37,0.664,11.0,563.6
2022-01-04,NM,560.0,1636.0,1.38,0.664,31.0,603.5
2022-01-05,NM,595.0,2513.0,1.38,0.665,36.0,658.0
2022-01-06,NM,620.0,3232.0,1.38,0.665,36.0,706.7
2022-01-07,NM,600.0,4252.0,1.37,0.666,14.0,820.8
2022-01-08,NM,617.0,0.0,1.36,0.667,0.0,879.2
2022-01-09,NM,631.0,0.0,1.34,0.667,0.0,937.6
2022-01-10,NM,671.0,9250.0,1.33,0.669,37.0,995.9
2022-01-11,NM,668.0,2932.0,1.31,0.669,25.0,1057.7
2022-01-12,NM,679.0,6912.0,1.28,0.669,28.0,1267.5
2022-01-13,NM,699.0,5529.0,1.26,0.67,36.0,1377.1
2022-01-14,NM,678.0,5203.0,1.24,0.671,36.0,1422.4
2022-01-15,NM,699.0,0.0,1.21,0.672,0.0,1528.8
2022-01-16,NM,694.0,0.0,1.18,0.672,0.0,1635.1
2022-01-17,NM,725.0,0.0,1.15,0.673,0.0,1741.5
2022-01-18,NM,740.0,21253.0,1.12,0.673,32.0,1855.0
2022-01-19,NM,766.0,5728.0,1.09,0.677,28.0,1798.6
2022-01-20,NM,760.0,5967.0,1.06,0.678,24.0,1819.5
2022-01-21,NM,743.0,6047.0,1.03,0.679,30.0,1859.7
2022-01-22,NM,749.0,0.0,0.99,0.679,0.0,1839.7
2022-01-23,NM,786.0,0.0,0.96,0.68,0.0,1819.7
2022-01-24,NM,807.0,14682.0,0.93,0.68,33.0,1799.7
2022-01-25,NM,794.0,3331.0,0.89,0.68,25.0,1705.2
2022-01-26,NM,769.0,4115.0,0.86,0.681,40.0,1628.3
2022-01-27,NM,781.0,5182.0,0.83,0.682,34.0,1590.8
2022-01-28,NM,773.0,5269.0,0.8,0.682,26.0,1553.7
2022-01-29,NM,696.0,0.0,0.78,0.683,0.0,1472.5
2022-01-30,NM,708.0,0.0,0.75,0.683,0.0,1391.3
2022-01-31,NM,714.0,9574.0,0.73,0.684,37.0,1310.1
2022-02-01,NM,726.0,1765.0,0.71,0.684,19.0,1235.4
2022-02-02,NM,739.0,2602.0,0.69,0.684,15.0,1163.3
2022-02-03,NM,745.0,3150.0,0.68,0.685,28.0,1066.4
2022-02-04,NM,738.0,2097.0,0.66,0.686,18.0,915.1
2022-02-05,NM,700.0,0.0,0.65,0.686,0.0,837.1
2022-02-06,NM,647.0,0.0,0.64,0.687,1.0,759.1
2022-02-07,NM,658.0,4667.0,0.64,0.687,20.0,681.1
2022-02-08,NM,628.0,1401.0,0.63,0.687,6.0,663.7
2022-02-09,NM,610.0,1801.0,0.62,0.688,36.0,625.5
2022-02-10,NM,592.0,1822.0,0.62,0.688,32.0,562.2
2022-02-11,NM,559.0,1124.0,0.62,0.689,29.0,515.8
2022-02-12,NM,553.0,0.0,0.62,0.69,0.0,491.0
2022-02-13,NM,545.0,0.0,0.62,0.69,0.0,466.2
2022-02-14,NM,517.0,3107.0,0.62,0.691,26.0,441.4
2022-02-15,NM,515.0,664.0,0.62,0.691,27.0,406.2
2022-02-16,NM,483.0,1072.0,0.62,0.692,18.0,371.5
2022-02-17,NM,465.0,989.0,0.62,0.692,17.0,331.7
2022-02-18,NM,424.0,974.0,0.62,0.693,29.0,324.6
2022-02-19,NM,410.0,1.0,0.62,0.693,0.0,275.2
2022-02-20,NM,407.0,0.0,0.63,0.694,0.0,262.6
2022-02-21,NM,409.0,1540.0,0.63,0.694,19.0,249.9
2022-02-22,NM,373.0,315.0,0.63,0.694,27.0,233.3
2022-02-23,NM,376.0,532.0,0.64,0.695,30.0,207.5
2022-02-24,NM,363.0,620.0,0.64,0.695,22.0,189.9
2022-02-25,NM,330.0,453.0,0.65,0.696,30.0,165.1
2022-02-26,NM,288.0,0.0,0.66,0.696,0.0,175.4
2022-02-27,NM,282.0,0.0,0.67,0.697,0.0,149.0
2021-03-01,NV,476.0,232.0,0.95,0.0,0.0,92.5
2021-03-02,NV,443.0,277.0,0.96,0.0,15.0,85.3
2021-03-03,NV,426.0,418.0,0.97,0.0,16.0,85.8
2021-03-04,NV,412.0,424.0,0.97,0.0,17.0,80.4
2021-03-05,NV,427.0,392.0,0.98,0.085,19.0,78.1
2021-03-06,NV,411.0,472.0,0.98,0.088,12.0,81.2
2021-03-07,NV,415.0,237.0,0.98,0.092,1.0,79.6
2021-03-08,NV,414.0,190.0,0.97,0.096,3.0,78.2
2021-03-09,NV,391.0,415.0,0.97,0.097,14.0,82.7
2021-03-10,NV,402.0,331.0,0.96,0.099,15.0,79.9
2021-03-11,NV,373.0,610.0,0.95,0.103,11.0,85.9
2021-03-12,NV,347.0,893.0,0.94,0.107,19.0,102.2
2021-03-13,NV,342.0,436.0,0.93,0.11,20.0,101.0
2021-03-14,NV,342.0,176.0,0.92,0.114,0.0,99.1
2021-03-15,NV,316.0,199.0,0.91,0.117,2.0,99.3
2021-03-16,NV,329.0,358.0,0.91,0.118,15.0,97.5
2021-03-17,NV,358.0,302.0,0.9,0.12,12.0,96.6
2021-03-18,NV,341.0,257.0,0.9,0.123,9.0,85.1
2021-03-19,NV,335.0,262.0,0.9,0.126,4.0,64.6
2021-03-20,NV,333.0,266.0,0.9,0.129,10.0,59.1
2021-03-21,NV,334.0,225.0,0.91,0.133,1.0,60.7
2021-03-22,NV,307.0,173.0,0.91,0.135,2.0,59.8
2021-03-23,NV,302.0,146.0,0.92,0.136,14.0,53.0
2021-03-24,NV,289.0,243.0,0.94,0.137,15.0,51.0
2021-03-25,NV,291.0,447.0,0.95,0.141,12.0,57.2
2021-03-26,NV,308.0,446.0,0.96,0.145,11.0,63.2
2021-03-27,NV,278.0,297.0,0.98,0.149,10.0,64.2
2021-03-28,NV,272.0,142.0,1.0,0.153,0.0,61.5
2021-03-29,NV,266.0,211.0,1.01,0.157,1.0,62.7
2021-03-30,NV,265.0,228.0,1.03,0.158,2.0,65.4
2021-03-31,NV,268.0,279.0,1.04,0.16,10.0,66.6
2021-04-01,NV,313.0,332.0,1.05,0.163,7.0,62.8
2021-04-02,NV,274.0,339.0,1.06,0.167,4.0,59.3
2021-04-03,NV,270.0,454.0,1.07,0.172,14.0,64.4
2021-04-04,NV,289.0,260.0,1.08,0.178,0.0,68.3
2021-04-05,NV,336.0,177.0,1.08,0.182,1.0,67.2
2021-04-06,NV,320.0,294.0,1.08,0.182,22.0,69.3
2021-04-07,NV,330.0,274.0,1.08,0.185,11.0,69.2
2021-04-08,NV,314.0,386.0,1.08,0.19,5.0,70.9
2021-04-09,NV,310.0,637.0,1.08,0.196,10.0,80.6
2021-04-10,NV,298.0,0.0,1.07,0.203,9.0,0.0
2021-04-11,NV,296.0,320.0,1.07,0.209,0.0,79.1
2021-04-12,NV,318.0,319.0,1.06,0.215,0.0,84.5
2021-04-13,NV,319.0,412.0,1.05,0.216,7.0,88.9
2021-04-14,NV,363.0,395.0,1.05,0.22,14.0,93.5
2021-04-15,NV,362.0,549.0,1.04,0.225,6.0,99.7
2021-04-16,NV,416.0,536.0,1.03,0.23,6.0,95.9
2021-04-17,NV,382.0,0.0,1.03,0.234,0.0,89.7
2021-04-18,NV,387.0,0.0,1.02,0.24,0.0,86.9
2021-04-19,NV,351.0,698.0,1.02,0.244,3.0,84.1
2021-04-20,NV,325.0,381.0,1.01,0.245,9.0,83.1
2021-04-21,NV,348.0,436.0,1.01,0.248,11.0,84.4
2021-04-22,NV,351.0,528.0,1.01,0.252,12.0,83.7
2021-04-23,NV,332.0,562.0,1.0,0.255,22.0,84.6
2021-04-24,NV,345.0,0.0,1.0,0.259,0.0,86.1
2021-04-25,NV,330.0,0.0,1.0,0.262,0.0,87.6
2021-04-26,NV,324.0,840.0,1.0,0.266,11.0,89.2
2021-04-27,NV,344.0,405.0,0.99,0.266,11.0,90.0
2021-04-28,NV,349.0,390.0,0.99,0.269,4.0,88.5
2021-04-29,NV,356.0,453.0,0.99,0.273,11.0,86.0
2021-04-30,NV,346.0,510.0,0.99,0.278,5.0,84.3
2021-05-01,NV,350.0,0.0,0.99,0.284,0.0,83.9
2021-05-02,NV,383.0,0.0,0.98,0.289,0.0,83.5
2021-05-03,NV,392.0,801.0,0.98,0.291,9.0,83.1
2021-05-04,NV,352.0,476.0,0.97,0.292,7.0,85.4
2021-05-05,NV,351.0,373.0,0.97,0.294,7.0,84.8
2021-05-06,NV,369.0,394.0,0.96,0.3,3.0,82.9
2021-05-07,NV,358.0,498.0,0.96,0.304,8.0,82.5
2021-05-08,NV,385.0,0.0,0.95,0.309,0.0,82.5
2021-05-09,NV,349.0,0.0,0.94,0.315,0.0,82.5
2021-05-10,NV,348.0,800.0,0.93,0.319,8.0,82.5
2021-05-11,NV,351.0,470.0,0.92,0.32,3.0,82.3
2021-05-12,NV,357.0,464.0,0.91,0.323,6.0,85.3
2021-05-13,NV,375.0,436.0,0.9,0.327,8.0,86.6
2021-05-14,NV,330.0,389.0,0.89,0.33,7.0,83.1
2021-05-15,NV,317.0,0.0,0.88,0.334,0.0,80.3
2021-05-16,NV,335.0,0.0,0.87,0.338,0.0,77.5
2021-05-17,NV,311.0,542.0,0.86,0.34,3.0,74.7
2021-05-18,NV,297.0,287.0,0.86,0.341,7.0,68.8
2021-05-19,NV,303.0,348.0,0.85,0.343,5.0,65.0
2021-05-20,NV,281.0,302.0,0.85,0.345,5.0,60.6
2021-05-21,NV,274.0,334.0,0.86,0.348,2.0,58.9
2021-05-22,NV,277.0,0.0,0.86,0.352,0.0,57.4
2021-05-23,NV,271.0,0.0,0.87,0.354,0.0,55.9
2021-05-24,NV,276.0,405.0,0.88,0.356,7.0,54.4
2021-05-25,NV,247.0,265.0,0.9,0.357,4.0,53.7
2021-05-26,NV,253.0,227.0,0.91,0.359,7.0,49.8
2021-05-27,NV,238.0,232.0,0.93,0.361,8.0,47.5
2021-05-28,NV,267.0,267.0,0.95,0.364,8.0,45.3
2021-05-29,NV,246.0,0.0,0.96,0.366,0.0,45.1
2021-05-30,NV,234.0,0.0,0.98,0.368,0.0,44.9
2021-05-31,NV,216.0,0.0,0.99,0.369,0.0,44.7
2021-06-01,NV,229.0,514.0,1.01,0.37,4.0,40.3
2021-06-02,NV,241.0,419.0,1.02,0.37,3.0,46.5
2021-06-03,NV,235.0,350.0,1.03,0.372,6.0,50.3
2021-06-04,NV,231.0,361.0,1.03,0.374,1.0,53.4
2021-06-05,NV,236.0,0.0,1.04,0.374,0.0,56.0
2021-06-06,NV,245.0,0.0,1.04,0.376,0.0,58.6
2021-06-07,NV,260.0,627.0,1.05,0.38,7.0,61.2
2021-06-08,NV,238.0,347.0,1.05,0.381,3.0,68.3
2021-06-09,NV,226.0,217.0,1.05,0.381,7.0,61.8
2021-06-10,NV,233.0,295.0,1.06,0.382,4.0,60.0
2021-06-11,NV,232.0,262.0,1.07,0.384,1.0,56.8
2021-06-12,NV,244.0,0.0,1.07,0.387,0.0,54.7
2021-06-13,NV,257.0,0.0,1.08,0.389,0.0,52.7
2021-06-14,NV,239.0,439.0,1.09,0.391,4.0,50.6
2021-06-15,NV,255.0,252.0,1.1,0.392,5.0,47.6
2021-06-16,NV,268.0,363.0,1.11,0.396,4.0,52.3
2021-06-17,NV,273.0,296.0,1.12,0.398,7.0,52.3
2021-06-18,NV,276.0,385.0,1.13,0.4,7.0,56.3
2021-06-19,NV,273.0,0.0,1.14,0.402,0.0,58.5
2021-06-20,NV,305.0,0.0,1.15,0.404,0.0,60.7
2021-06-21,NV,279.0,640.0,1.15,0.406,0.0,62.9
2021-06-22,NV,279.0,400.0,1.16,0.407,7.0,67.7
2021-06-23,NV,306.0,447.0,1.16,0.408,1.0,70.4
2021-06-24,NV,326.0,448.0,1.16,0.409,10.0,75.3
2021-06-25,NV,356.0,804.0,1.16,0.409,3.0,88.9
2021-06-26,NV,346.0,0.0,1.15,0.411,0.0,91.9
2021-06-27,NV,363.0,0.0,1.15,0.415,0.0,94.9
2021-06-28,NV,376.0,915.0,1.14,0.418,3.0,97.9
2021-06-29,NV,406.0,625.0,1.14,0.418,8.0,105.2
2021-06-30,NV,423.0,558.0,1.14,0.419,3.0,108.8
2021-07-01,NV,430.0,543.0,1.14,0.421,11.0,111.8
2021-07-02,NV,477.0,508.0,1.14,0.422,5.0,102.2
2021-07-03,NV,488.0,0.0,1.14,0.423,0.0,103.3
2021-07-04,NV,525.0,0.0,1.14,0.424,0.0,104.3
2021-07-05,NV,521.0,0.0,1.15,0.425,0.0,105.3
2021-07-06,NV,561.0,1346.0,1.15,0.425,5.0,95.9
2021-07-07,NV,600.0,453.0,1.16,0.425,3.0,92.5
2021-07-08,NV,630.0,697.0,1.16,0.426,2.0,97.5
2021-07-09,NV,659.0,813.0,1.17,0.427,13.0,107.4
2021-07-10,NV,667.0,0.0,1.17,0.428,0.0,114.6
2021-07-11,NV,697.0,0.0,1.18,0.429,0.0,121.8
2021-07-12,NV,754.0,1673.0,1.18,0.43,10.0,129.0
2021-07-13,NV,788.0,855.0,1.18,0.43,1.0,145.8
2021-07-14,NV,802.0,692.0,1.17,0.431,6.0,153.6
2021-07-15,NV,835.0,938.0,1.17,0.431,15.0,161.4
2021-07-16,NV,831.0,866.0,1.17,0.432,6.0,163.1
2021-07-17,NV,888.0,0.0,1.16,0.433,0.0,167.4
2021-07-18,NV,921.0,0.0,1.16,0.434,0.0,171.6
2021-07-19,NV,932.0,2067.0,1.15,0.434,3.0,175.9
2021-07-20,NV,985.0,1004.0,1.14,0.435,0.0,180.7
2021-07-21,NV,987.0,931.0,1.14,0.436,28.0,188.5
2021-07-22,NV,1010.0,942.0,1.13,0.436,8.0,188.6
2021-07-23,NV,1056.0,1003.0,1.12,0.437,20.0,193.1
2021-07-24,NV,1034.0,0.0,1.11,0.438,0.0,196.7
2021-07-25,NV,1054.0,0.0,1.11,0.439,0.0,200.3
2021-07-26,NV,1131.0,2400.0,1.1,0.44,20.0,203.9
2021-07-27,NV,1136.0,1124.0,1.09,0.44,17.0,207.8
2021-07-28,NV,1134.0,1179.0,1.08,0.441,20.0,215.8
2021-07-29,NV,1140.0,1345.0,1.08,0.442,26.0,228.9
2021-07-30,NV,1141.0,1310.0,1.07,0.443,12.0,238.9
2021-07-31,NV,1164.0,0.0,1.06,0.444,0.0,240.3
2021-08-01,NV,1198.0,0.0,1.05,0.445,0.0,241.7
2021-08-02,NV,1190.0,2531.0,1.05,0.446,6.0,243.1
2021-08-03,NV,1183.0,1215.0,1.04,0.447,11.0,246.1
2021-08-04,NV,1225.0,993.0,1.03,0.447,24.0,240.1
2021-08-05,NV,1276.0,1135.0,1.03,0.448,26.0,233.2
2021-08-06,NV,1219.0,1299.0,1.03,0.449,26.0,232.9
2021-08-07,NV,1201.0,0.0,1.02,0.45,0.0,238.1
2021-08-08,NV,1256.0,0.0,1.02,0.451,0.0,243.2
2021-08-09,NV,1271.0,3010.0,1.02,0.452,35.0,248.4
2021-08-10,NV,1308.0,1125.0,1.02,0.453,40.0,245.5
2021-08-11,NV,1312.0,916.0,1.01,0.454,16.0,243.0
2021-08-12,NV,1294.0,1221.0,1.01,0.455,24.0,245.8
2021-08-13,NV,1302.0,1280.0,1.01,0.456,40.0,245.2
2021-08-14,NV,1291.0,0.0,1.01,0.457,0.0,239.9
2021-08-15,NV,1273.0,0.0,1.01,0.458,0.0,234.6
2021-08-16,NV,1284.0,2523.0,1.01,0.46,30.0,229.4
2021-08-17,NV,1242.0,1002.0,1.01,0.46,33.0,225.4
2021-08-18,NV,1265.0,1429.0,1.01,0.461,25.0,242.0
2021-08-19,NV,1320.0,1413.0,1.01,0.463,11.0,248.3
2021-08-20,NV,1243.0,1207.0,1.01,0.464,21.0,245.9
2021-08-21,NV,1215.0,0.0,1.01,0.465,0.0,251.8
2021-08-22,NV,1231.0,0.0,1.01,0.466,0.0,257.6
2021-08-23,NV,1248.0,3066.0,1.01,0.468,26.0,263.5
2021-08-24,NV,1267.0,1007.0,1.0,0.469,46.0,263.7
2021-08-25,NV,1289.0,1362.0,1.0,0.47,24.0,261.5
2021-08-26,NV,1219.0,1137.0,1.0,0.472,22.0,252.6
2021-08-27,NV,1235.0,1287.0,1.0,0.473,35.0,255.1
2021-08-28,NV,1205.0,0.0,1.0,0.474,0.0,252.3
2021-08-29,NV,1172.0,0.0,0.99,0.476,0.0,249.4
2021-08-30,NV,1176.0,2799.0,0.99,0.477,46.0,246.5
2021-08-31,NV,1184.0,1242.0,0.99,0.478,31.0,254.1
2021-09-01,NV,1167.0,1452.0,0.99,0.48,29.0,257.0
2021-09-02,NV,1160.0,1136.0,1.0,0.481,26.0,257.0
2021-09-03,NV,1162.0,1407.0,1.0,0.482,18.0,260.9
2021-09-04,NV,1172.0,0.0,1.0,0.483,0.0,256.5
2021-09-05,NV,1203.0,0.0,1.0,0.484,0.0,252.1
2021-09-06,NV,1220.0,0.0,1.0,0.486,0.0,247.8
2021-09-07,NV,1173.0,3193.0,1.0,0.486,21.0,233.4
2021-09-08,NV,1142.0,1446.0,1.0,0.487,33.0,233.2
2021-09-09,NV,1151.0,1115.0,1.0,0.487,44.0,232.5
2021-09-10,NV,1140.0,1552.0,1.0,0.489,21.0,237.2
2021-09-11,NV,1116.0,0.0,1.0,0.49,0.0,243.2
2021-09-12,NV,1142.0,0.0,0.99,0.491,0.0,249.2
2021-09-13,NV,1112.0,2950.0,0.98,0.492,26.0,255.2
2021-09-14,NV,1101.0,1361.0,0.98,0.493,35.0,273.5
2021-09-15,NV,1063.0,1046.0,0.97,0.494,26.0,260.5
2021-09-16,NV,1042.0,1475.0,0.96,0.495,32.0,272.2
2021-09-17,NV,1023.0,1371.0,0.95,0.496,24.0,266.3
2021-09-18,NV,983.0,0.0,0.94,0.497,0.0,258.3
2021-09-19,NV,996.0,0.0,0.93,0.498,0.0,250.4
2021-09-20,NV,1008.0,2213.0,0.93,0.499,35.0,242.4
2021-09-21,NV,990.0,1230.0,0.92,0.5,38.0,238.1
2021-09-22,NV,982.0,824.0,0.91,0.501,30.0,230.9
2021-09-23,NV,951.0,1053.0,0.91,0.502,35.0,217.2
2021-09-24,NV,974.0,1072.0,0.91,0.503,32.0,207.5
2021-09-25,NV,910.0,0.0,0.91,0.504,0.0,205.0
2021-09-26,NV,913.0,0.0,0.91,0.505,0.0,202.5
2021-09-27,NV,903.0,1981.0,0.91,0.506,30.0,200.0
2021-09-28,NV,892.0,902.0,0.91,0.506,28.0,189.3
2021-09-29,NV,938.0,800.0,0.91,0.507,34.0,188.6
2021-09-30,NV,910.0,1140.0,0.91,0.508,43.0,191.4
2021-10-01,NV,867.0,1010.0,0.92,0.508,16.0,189.4
2021-10-02,NV,866.0,0.0,0.92,0.508,0.0,188.2
2021-10-03,NV,858.0,0.0,0.92,0.51,0.0,187.0
2021-10-04,NV,832.0,1871.0,0.92,0.511,22.0,185.8
2021-10-05,NV,879.0,943.0,0.92,0.512,33.0,187.1
2021-10-06,NV,847.0,0.0,0.92,0.512,25.0,0.0
2021-10-07,NV,829.0,721.0,0.93,0.513,36.0,172.2
2021-10-08,NV,799.0,769.0,0.93,0.514,3.0,163.0
2021-10-09,NV,813.0,0.0,0.93,0.515,0.0,162.7
2021-10-10,NV,767.0,0.0,0.93,0.515,0.0,162.5
2021-10-11,NV,746.0,1849.0,0.93,0.516,30.0,162.2
2021-10-12,NV,744.0,972.0,0.94,0.516,30.0,163.3
2021-10-13,NV,758.0,728.0,0.94,0.517,22.0,163.6
2021-10-14,NV,741.0,707.0,0.94,0.518,45.0,163.1
2021-10-15,NV,714.0,521.0,0.94,0.518,10.0,155.1
2021-10-16,NV,695.0,0.0,0.95,0.519,0.0,150.2
2021-10-17,NV,724.0,0.0,0.95,0.52,0.0,145.3
2021-10-18,NV,719.0,1399.0,0.96,0.52,29.0,140.5
2021-10-19,NV,711.0,1000.0,0.96,0.521,15.0,141.4
2021-10-20,NV,629.0,716.0,0.97,0.522,18.0,141.0
2021-10-21,NV,669.0,719.0,0.97,0.522,29.0,141.4
2021-10-22,NV,664.0,822.0,0.98,0.524,10.0,151.2
2021-10-23,NV,646.0,0.0,0.99,0.524,0.0,152.2
2021-10-24,NV,651.0,0.0,1.0,0.525,0.0,153.3
2021-10-25,NV,623.0,1496.0,1.0,0.526,24.0,154.3
2021-10-26,NV,630.0,724.0,1.01,0.526,30.0,145.3
2021-10-27,NV,642.0,739.0,1.02,0.527,23.0,146.1
2021-10-28,NV,647.0,686.0,1.02,0.528,31.0,145.0
2021-10-29,NV,637.0,0.0,1.03,0.528,0.0,136.0
2021-10-30,NV,640.0,0.0,1.03,0.529,0.0,137.5
2021-10-31,NV,674.0,0.0,1.04,0.53,0.0,139.0
2021-11-01,NV,660.0,2178.0,1.04,0.53,25.0,140.5
2021-11-02,NV,696.0,950.0,1.04,0.531,12.0,147.8
2021-11-03,NV,740.0,847.0,1.04,0.531,9.0,151.3
2021-11-04,NV,713.0,1022.0,1.03,0.532,15.0,162.2
2021-11-05,NV,712.0,844.0,1.03,0.532,21.0,172.0
2021-11-06,NV,700.0,0.0,1.02,0.533,0.0,174.6
2021-11-07,NV,680.0,0.0,1.01,0.534,0.0,177.2
2021-11-08,NV,687.0,1876.0,1.01,0.535,46.0,179.8
2021-11-09,NV,699.0,795.0,1.0,0.535,19.0,174.8
2021-11-10,NV,711.0,657.0,0.99,0.535,19.0,168.6
2021-11-11,NV,733.0,0.0,0.98,0.536,0.0,158.0
2021-11-12,NV,717.0,1387.0,0.97,0.537,11.0,153.1
2021-11-13,NV,690.0,0.0,0.96,0.537,0.0,151.6
2021-11-14,NV,716.0,0.0,0.96,0.538,0.0,150.1
2021-11-15,NV,726.0,1738.0,0.95,0.538,36.0,148.6
2021-11-16,NV,709.0,919.0,0.95,0.539,28.0,152.6
2021-11-17,NV,697.0,730.0,0.94,0.539,11.0,155.0
2021-11-18,NV,715.0,711.0,0.94,0.54,16.0,155.6
2021-11-19,NV,690.0,657.0,0.95,0.54,19.0,154.4
2021-11-20,NV,674.0,0.0,0.95,0.54,0.0,154.7
2021-11-21,NV,673.0,0.0,0.95,0.541,0.0,155.0
2021-11-22,NV,696.0,1767.0,0.96,0.542,12.0,155.3
2021-11-23,NV,713.0,661.0,0.97,0.542,23.0,146.9
2021-11-24,NV,726.0,713.0,0.98,0.542,19.0,146.4
2021-11-25,NV,694.0,0.0,0.99,0.542,0.0,136.1
2021-11-26,NV,689.0,0.0,1.0,0.542,0.0,127.5
2021-11-27,NV,668.0,0.0,1.01,0.542,0.0,121.2
2021-11-28,NV,689.0,0.0,1.02,0.542,0.0,114.9
2021-11-29,NV,676.0,1969.0,1.03,0.544,13.0,108.5
2021-11-30,NV,694.0,898.0,1.04,0.545,32.0,116.2
2021-12-01,NV,698.0,843.0,1.05,0.546,15.0,120.4
2021-12-02,NV,673.0,932.0,1.06,0.547,18.0,137.9
2021-12-03,NV,697.0,734.0,1.06,0.547,20.0,149.0
2021-12-04,NV,677.0,0.0,1.06,0.548,0.0,153.5
2021-12-05,NV,677.0,0.0,1.07,0.549,0.0,158.1
