state_id,date_,infection_rate,vaccinated_ratio,population
AK,2021-03-01,0.99,0,724357
AK,2021-03-02,0.99,0,724357
AK,2021-03-03,0.99,0,724357
AK,2021-03-04,0.99,0,724357
AK,2021-03-05,0.99,0.146,724357
AK,2021-03-06,0.99,0.15,724357
AK,2021-03-07,0.99,0.156,724357
AK,2021-03-08,0.99,0.158,724357
AK,2021-03-09,0.99,0.16,724357
AK,2021-03-10,0.99,0.163,724357
AK,2021-03-11,0.99,0.167,724357
AK,2021-03-12,0.99,0.17,724357
AK,2021-03-13,1,0.173,724357
AK,2021-03-14,1,0.179,724357
AK,2021-03-15,1,0.181,724357
AK,2021-03-16,1.01,0.183,724357
AK,2021-03-17,1.02,0.186,724357
AK,2021-03-18,1.02,0.189,724357
AK,2021-03-19,1.03,0.192,724357
AK,2021-03-20,1.04,0.196,724357
AK,2021-03-21,1.05,0.2,724357
AK,2021-03-22,1.06,0.201,724357
AK,2021-03-23,1.06,0.201,724357
AK,2021-03-24,1.07,0.203,724357
AK,2021-03-25,1.08,0.206,724357
AK,2021-03-26,1.08,0.21,724357
AK,2021-03-27,1.08,0.214,724357
AK,2021-03-28,1.08,0.219,724357
AK,2021-03-29,1.08,0.22,724357
AK,2021-03-30,1.08,0.221,724357
AK,2021-03-31,1.08,0.223,724357
AK,2021-04-01,1.07,0.226,724357
AK,2021-04-02,1.06,0.229,724357
AK,2021-04-03,1.05,0.233,724357
AK,2021-04-04,1.04,0.242,724357
AK,2021-04-05,1.03,0.245,724357
AK,2021-04-06,1.02,0.245,724357
AK,2021-04-07,1.01,0.249,724357
AK,2021-04-08,1.01,0.255,724357
AK,2021-04-09,1,0.26,724357
AK,2021-04-10,0.99,0.266,724357
AK,2021-04-11,0.98,0.272,724357
AK,2021-04-12,0.98,0.276,724357
AK,2021-04-13,0.97,0.304,724357
AK,2021-04-14,0.97,0.308,724357
AK,2021-04-15,0.97,0.308,724357
AK,2021-04-16,0.97,0.312,724357
AK,2021-04-17,0.96,0.316,724357
AK,2021-04-18,0.96,0.321,724357
AK,2021-04-19,0.96,0.322,724357
AK,2021-04-20,0.95,0.324,724357
AK,2021-04-21,0.95,0.328,724357
AK,2021-04-22,0.94,0.331,724357
AK,2021-04-23,0.93,0.335,724357
AK,2021-04-24,0.92,0.337,724357
AK,2021-04-25,0.91,0.34,724357
AK,2021-04-26,0.9,0.34,724357
AK,2021-04-27,0.89,0.341,724357
AK,2021-04-28,0.88,0.343,724357
AK,2021-04-29,0.87,0.349,724357
AK,2021-04-30,0.86,0.351,724357
AK,2021-05-01,0.85,0.358,724357
AK,2021-05-02,0.84,0.36,724357
AK,2021-05-03,0.83,0.36,724357
AK,2021-05-04,0.82,0.361,724357
AK,2021-05-05,0.82,0.362,724357
AK,2021-05-06,0.81,0.363,724357
AK,2021-05-07,0.81,0.365,724357
AK,2021-05-08,0.81,0.367,724357
AK,2021-05-09,0.8,0.367,724357
AK,2021-05-10,0.8,0.37,724357
AK,2021-05-11,0.8,0.371,724357
AK,2021-05-12,0.8,0.372,724357
AK,2021-05-13,0.8,0.374,724357
AK,2021-05-14,0.8,0.375,724357
AK,2021-05-15,0.8,0.377,724357
AK,2021-05-16,0.8,0.379,724357
AK,2021-05-17,0.8,0.379,724357
AK,2021-05-18,0.8,0.379,724357
AK,2021-05-19,0.8,0.38,724357
AK,2021-05-20,0.8,0.382,724357
AK,2021-05-21,0.8,0.383,724357
AK,2021-05-22,0.8,0.385,724357
AK,2021-05-23,0.8,0.386,724357
AK,2021-05-24,0.8,0.387,724357
AK,2021-05-25,0.8,0.387,724357
AK,2021-05-26,0.8,0.388,724357
AK,2021-05-27,0.81,0.389,724357
AK,2021-05-28,0.81,0.391,724357
AK,2021-05-29,0.82,0.392,724357
AK,2021-05-30,0.82,0.393,724357
AK,2021-05-31,0.83,0.393,724357
AK,2021-06-01,0.84,0.394,724357
AK,2021-06-02,0.85,0.394,724357
AK,2021-06-03,0.86,0.395,724357
AK,2021-06-04,0.87,0.397,724357
AK,2021-06-05,0.88,0.398,724357
AK,2021-06-06,0.89,0.401,724357
AK,2021-06-07,0.9,0.402,724357
AK,2021-06-08,0.91,0.402,724357
AK,2021-06-09,0.92,0.402,724357
AK,2021-06-10,0.94,0.405,724357
AK,2021-06-11,0.95,0.406,724357
AK,2021-06-12,0.96,0.408,724357
AK,2021-06-13,0.97,0.409,724357
AK,2021-06-14,0.99,0.411,724357
AK,2021-06-15,1,0.411,724357
AK,2021-06-16,1.01,0.413,724357
AK,2021-06-17,1.02,0.414,724357
AK,2021-06-18,1.02,0.415,724357
AK,2021-06-19,1.03,0.416,724357
AK,2021-06-20,1.04,0.417,724357
AK,2021-06-21,1.05,0.418,724357
AK,2021-06-22,1.06,0.418,724357
AK,2021-06-23,1.06,0.419,724357
AK,2021-06-24,1.07,0.42,724357
AK,2021-06-25,1.09,0.421,724357
AK,2021-06-26,1.1,0.424,724357
AK,2021-06-27,1.11,0.426,724357
AK,2021-06-28,1.13,0.427,724357
AK,2021-06-29,1.15,0.428,724357
AK,2021-06-30,1.17,0.429,724357
AK,2021-07-01,1.19,0.43,724357
AK,2021-07-02,1.21,0.435,724357
AK,2021-07-03,1.24,0.436,724357
AK,2021-07-04,1.26,0.438,724357
AK,2021-07-05,1.29,0.44,724357
AK,2021-07-06,1.31,0.442,724357
AK,2021-07-07,1.33,0.442,724357
AK,2021-07-08,1.35,0.443,724357
AK,2021-07-09,1.37,0.443,724357
AK,2021-07-10,1.38,0.444,724357
AK,2021-07-11,1.39,0.445,724357
AK,2021-07-12,1.4,0.446,724357
AK,2021-07-13,1.4,0.446,724357
AK,2021-07-14,1.4,0.447,724357
AK,2021-07-15,1.4,0.447,724357
AK,2021-07-16,1.39,0.448,724357
AK,2021-07-17,1.38,0.449,724357
AK,2021-07-18,1.36,0.45,724357
AK,2021-07-19,1.35,0.45,724357
AK,2021-07-20,1.33,0.45,724357
AK,2021-07-21,1.32,0.451,724357
AK,2021-07-22,1.3,0.451,724357
AK,2021-07-23,1.28,0.452,724357
AK,2021-07-24,1.26,0.452,724357
AK,2021-07-25,1.24,0.452,724357
AK,2021-07-26,1.23,0.453,724357
AK,2021-07-27,1.21,0.453,724357
AK,2021-07-28,1.2,0.454,724357
AK,2021-07-29,1.19,0.454,724357
AK,2021-07-30,1.17,0.455,724357
AK,2021-07-31,1.16,0.455,724357
AK,2021-08-01,1.15,0.455,724357
AK,2021-08-02,1.15,0.455,724357
AK,2021-08-03,1.14,0.456,724357
AK,2021-08-04,1.14,0.457,724357
AK,2021-08-05,1.13,0.458,724357
AK,2021-08-06,1.13,0.458,724357
AK,2021-08-07,1.13,0.459,724357
AK,2021-08-08,1.13,0.459,724357
AK,2021-08-09,1.13,0.459,724357
AK,2021-08-10,1.13,0.459,724357
AK,2021-08-11,1.14,0.46,724357
AK,2021-08-12,1.14,0.46,724357
AK,2021-08-13,1.14,0.461,724357
AK,2021-08-14,1.14,0.462,724357
AK,2021-08-15,1.14,0.462,724357
AK,2021-08-16,1.14,0.463,724357
AK,2021-08-17,1.14,0.463,724357
AK,2021-08-18,1.14,0.464,724357
AK,2021-08-19,1.13,0.465,724357
AK,2021-08-20,1.13,0.465,724357
AK,2021-08-21,1.12,0.466,724357
AK,2021-08-22,1.12,0.466,724357
AK,2021-08-23,1.11,0.466,724357
AK,2021-08-24,1.1,0.468,724357
AK,2021-08-25,1.1,0.468,724357
AK,2021-08-26,1.09,0.469,724357
AK,2021-08-27,1.09,0.47,724357
AK,2021-08-28,1.08,0.471,724357
AK,2021-08-29,1.08,0.471,724357
AK,2021-08-30,1.08,0.472,724357
AK,2021-08-31,1.08,0.472,724357
AK,2021-09-01,1.08,0.473,724357
AK,2021-09-02,1.08,0.474,724357
AK,2021-09-03,1.09,0.474,724357
AK,2021-09-04,1.09,0.475,724357
AK,2021-09-05,1.1,0.476,724357
AK,2021-09-06,1.1,0.476,724357
AK,2021-09-07,1.11,0.48,724357
AK,2021-09-08,1.11,0.48,724357
AK,2021-09-09,1.12,0.481,724357
AK,2021-09-10,1.13,0.482,724357
AK,2021-09-11,1.13,0.483,724357
AK,2021-09-12,1.14,0.483,724357
AK,2021-09-13,1.14,0.484,724357
AK,2021-09-14,1.15,0.485,724357
AK,2021-09-15,1.15,0.485,724357
AK,2021-09-16,1.15,0.486,724357
AK,2021-09-17,1.16,0.488,724357
AK,2021-09-18,1.15,0.489,724357
AK,2021-09-19,1.15,0.491,724357
AK,2021-09-20,1.14,0.492,724357
AK,2021-09-21,1.13,0.493,724357
AK,2021-09-22,1.12,0.495,724357
AK,2021-09-23,1.11,0.497,724357
AK,2021-09-24,1.09,0.497,724357
AK,2021-09-25,1.08,0.498,724357
AK,2021-09-26,1.06,0.498,724357
AK,2021-09-27,1.04,0.504,724357
AK,2021-09-28,1.02,0.504,724357
AK,2021-09-29,1,0.505,724357
AK,2021-09-30,0.98,0.506,724357
AK,2021-10-01,0.97,0.507,724357
AK,2021-10-02,0.95,0.508,724357
AK,2021-10-03,0.94,0.508,724357
AK,2021-10-04,0.93,0.509,724357
AK,2021-10-05,0.93,0.509,724357
AK,2021-10-06,0.92,0.51,724357
AK,2021-10-07,0.92,0.51,724357
AK,2021-10-08,0.92,0.511,724357
AK,2021-10-09,0.93,0.512,724357
AK,2021-10-10,0.93,0.512,724357
AK,2021-10-11,0.93,0.513,724357
AK,2021-10-12,0.94,0.513,724357
AK,2021-10-13,0.94,0.513,724357
AK,2021-10-14,0.94,0.514,724357
AK,2021-10-15,0.94,0.515,724357
AK,2021-10-16,0.94,0.516,724357
AK,2021-10-17,0.94,0.517,724357
AK,2021-10-18,0.94,0.517,724357
AK,2021-10-19,0.94,0.52,724357
AK,2021-10-20,0.94,0.52,724357
AK,2021-10-21,0.93,0.521,724357
AK,2021-10-22,0.93,0.522,724357
AK,2021-10-23,0.92,0.522,724357
AK,2021-10-24,0.92,0.523,724357
AK,2021-10-25,0.91,0.524,724357
AK,2021-10-26,0.91,0.524,724357
AK,2021-10-27,0.9,0.524,724357
AK,2021-10-28,0.9,0.525,724357
AK,2021-10-29,0.89,0.526,724357
AK,2021-10-30,0.89,0.526,724357
AK,2021-10-31,0.88,0.526,724357
AK,2021-11-01,0.88,0.527,724357
AK,2021-11-02,0.88,0.528,724357
AK,2021-11-03,0.87,0.528,724357
AK,2021-11-04,0.87,0.528,724357
AK,2021-11-05,0.87,0.529,724357
AK,2021-11-06,0.87,0.53,724357
AK,2021-11-07,0.86,0.53,724357
AK,2021-11-08,0.86,0.531,724357
AK,2021-11-09,0.86,0.531,724357
AK,2021-11-10,0.86,0.531,724357
AK,2021-11-11,0.86,0.532,724357
AK,2021-11-12,0.86,0.532,724357
AK,2021-11-13,0.86,0.533,724357
AK,2021-11-14,0.86,0.535,724357
AK,2021-11-15,0.86,0.535,724357
AK,2021-11-16,0.86,0.535,724357
AK,2021-11-17,0.86,0.537,724357
AK,2021-11-18,0.86,0.538,724357
AK,2021-11-19,0.86,0.538,724357
AK,2021-11-20,0.85,0.539,724357
AK,2021-11-21,0.85,0.539,724357
AK,2021-11-22,0.85,0.539,724357
AK,2021-11-23,0.85,0.54,724357
AK,2021-11-24,0.85,0.54,724357
AK,2021-11-25,0.85,0.54,724357
AK,2021-11-26,0.85,0.54,724357
AK,2021-11-27,0.85,0.54,724357
AK,2021-11-28,0.85,0.54,724357
AK,2021-11-29,0.85,0.541,724357
AK,2021-11-30,0.85,0.542,724357
AK,2021-12-01,0.85,0.543,724357
AK,2021-12-02,0.85,0.544,724357
AK,2021-12-03,0.85,0.545,724357
AK,2021-12-04,0.85,0.547,724357
AK,2021-12-05,0.85,0.547,724357
AK,2021-12-06,0.85,0.55,724357
AK,2021-12-07,0.85,0.55,724357
AK,2021-12-08,0.85,0.551,724357
AK,2021-12-09,0.85,0.553,724357
AK,2021-12-10,0.86,0.553,724357
AK,2021-12-11,0.86,0.554,724357
AK,2021-12-12,0.87,0.554,724357
AK,2021-12-13,0.88,0.556,724357
AK,2021-12-14,0.89,0.556,724357
AK,2021-12-15,0.91,0.557,724357
AK,2021-12-16,0.93,0.558,724357
AK,2021-12-17,0.96,0.558,724357
AK,2021-12-18,0.99,0.559,724357
AK,2021-12-19,1.02,0.559,724357
AK,2021-12-20,1.06,0.559,724357
AK,2021-12-21,1.1,0.56,724357
AK,2021-12-22,1.14,0.56,724357
AK,2021-12-23,1.19,0.561,724357
AK,2021-12-24,1.23,0.561,724357
AK,2021-12-25,1.28,0.561,724357
AK,2021-12-26,1.32,0.561,724357
AK,2021-12-27,1.36,0.561,724357
AK,2021-12-28,1.4,0.562,724357
AK,2021-12-29,1.44,0.563,724357
AK,2021-12-30,1.47,0.563,724357
AK,2021-12-31,1.49,0.564,724357
AK,2022-01-01,1.51,0.564,724357
AK,2022-01-02,1.53,0.564,724357
AK,2022-01-03,1.54,0.565,724357
AK,2022-01-04,1.54,0.565,724357
AK,2022-01-05,1.55,0.565,724357
AK,2022-01-06,1.54,0.566,724357
AK,2022-01-07,1.53,0.566,724357
AK,2022-01-08,1.52,0.567,724357
AK,2022-01-09,1.5,0.567,724357
AK,2022-01-10,1.48,0.567,724357
AK,2022-01-11,1.46,0.568,724357
AK,2022-01-12,1.43,0.568,724357
AK,2022-01-13,1.41,0.569,724357
AK,2022-01-14,1.38,0.569,724357
AK,2022-01-15,1.35,0.57,724357
AK,2022-01-16,1.31,0.57,724357
AK,2022-01-17,1.28,0.57,724357
AK,2022-01-18,1.25,0.571,724357
AK,2022-01-19,1.21,0.58,724357
AK,2022-01-20,1.18,0.58,724357
AK,2022-01-21,1.15,0.581,724357
AK,2022-01-22,1.11,0.581,724357
AK,2022-01-23,1.08,0.581,724357
AK,2022-01-24,1.04,0.582,724357
AK,2022-01-25,1.01,0.582,724357
AK,2022-01-26,0.98,0.582,724357
AK,2022-01-27,0.95,0.583,724357
AK,2022-01-28,0.92,0.583,724357
AK,2022-01-29,0.89,0.583,724357
AK,2022-01-30,0.86,0.583,724357
AK,2022-01-31,0.83,0.584,724357
AK,2022-02-01,0.8,0.584,724357
AK,2022-02-02,0.78,0.584,724357
AK,2022-02-03,0.76,0.597,724357
AK,2022-02-04,0.73,0.598,724357
AK,2022-02-05,0.71,0.598,724357
AK,2022-02-06,0.7,0.598,724357
AK,2022-02-07,0.68,0.598,724357
AK,2022-02-08,0.66,0.598,724357
AK,2022-02-09,0.65,0.599,724357
AK,2022-02-10,0.64,0.599,724357
AK,2022-02-11,0.63,0.599,724357
AK,2022-02-12,0.63,0.6,724357
AK,2022-02-13,0.63,0.6,724357
AK,2022-02-14,0.63,0.6,724357
AK,2022-02-15,0.63,0.6,724357
AK,2022-02-16,0.64,0.6,724357
AK,2022-02-17,0.65,0.607,724357
AK,2022-02-18,0.66,0.608,724357
AK,2022-02-19,0.67,0.608,724357
AK,2022-02-20,0.68,0.608,724357
AK,2022-02-21,0.69,0.608,724357
AK,2022-02-22,0.7,0.609,724357
AK,2022-02-23,0.71,0.609,724357
AK,2022-02-24,0.72,0.609,724357
AK,2022-02-25,0.73,0.609,724357
AK,2022-02-26,0.74,0.609,724357
AK,2022-02-27,0.75,0.61,724357
AL,2021-03-01,0.86,0,4934193
AL,2021-03-02,0.86,0,4934193
AL,2021-03-03,0.86,0,4934193
AL,2021-03-04,0.86,0,4934193
AL,2021-03-05,0.86,0.078,4934193
AL,2021-03-06,0.86,0.082,4934193
AL,2021-03-07,0.87,0.083,4934193
AL,2021-03-08,0.87,0.084,4934193
AL,2021-03-09,0.87,0.086,4934193
AL,2021-03-10,0.88,0.089,4934193
AL,2021-03-11,0.88,0.092,4934193
AL,2021-03-12,0.88,0.096,4934193
AL,2021-03-13,0.89,0.1,4934193
AL,2021-03-14,0.89,0.101,4934193
AL,2021-03-15,0.89,0.102,4934193
AL,2021-03-16,0.89,0.104,4934193
AL,2021-03-17,0.89,0.107,4934193
AL,2021-03-18,0.89,0.109,4934193
AL,2021-03-19,0.89,0.112,4934193
AL,2021-03-20,0.89,0.114,4934193
AL,2021-03-21,0.89,0.116,4934193
AL,2021-03-22,0.89,0.116,4934193
AL,2021-03-23,0.88,0.118,4934193
AL,2021-03-24,0.88,0.12,4934193
AL,2021-03-25,0.88,0.123,4934193
AL,2021-03-26,0.88,0.125,4934193
AL,2021-03-27,0.87,0.127,4934193
AL,2021-03-28,0.87,0.128,4934193
AL,2021-03-29,0.87,0.129,4934193
AL,2021-03-30,0.88,0.131,4934193
AL,2021-03-31,0.88,0.134,4934193
AL,2021-04-01,0.88,0.137,4934193
AL,2021-04-02,0.89,0.141,4934193
AL,2021-04-03,0.9,0.144,4934193
AL,2021-04-04,0.91,0.145,4934193
AL,2021-04-05,0.92,0.145,4934193
AL,2021-04-06,0.93,0.148,4934193
AL,2021-04-07,0.94,0.152,4934193
AL,2021-04-08,0.95,0.156,4934193
AL,2021-04-09,0.97,0.161,4934193
AL,2021-04-10,0.98,0.165,4934193
AL,2021-04-11,0.99,0.167,4934193
AL,2021-04-12,1.01,0.168,4934193
AL,2021-04-13,1.02,0.172,4934193
AL,2021-04-14,1.02,0.177,4934193
AL,2021-04-15,1.03,0.182,4934193
AL,2021-04-16,1.04,0.187,4934193
AL,2021-04-17,1.04,0.191,4934193
AL,2021-04-18,1.04,0.192,4934193
AL,2021-04-19,1.04,0.193,4934193
AL,2021-04-20,1.03,0.197,4934193
AL,2021-04-21,1.03,0.201,4934193
AL,2021-04-22,1.02,0.206,4934193
AL,2021-04-23,1.02,0.211,4934193
AL,2021-04-24,1.01,0.215,4934193
AL,2021-04-25,1,0.217,4934193
AL,2021-04-26,0.99,0.218,4934193
AL,2021-04-27,0.99,0.22,4934193
AL,2021-04-28,0.98,0.224,4934193
AL,2021-04-29,0.97,0.229,4934193
AL,2021-04-30,0.97,0.233,4934193
AL,2021-05-01,0.97,0.237,4934193
AL,2021-05-02,0.96,0.238,4934193
AL,2021-05-03,0.96,0.238,4934193
AL,2021-05-04,0.96,0.241,4934193
AL,2021-05-05,0.95,0.245,4934193
AL,2021-05-06,0.95,0.245,4934193
AL,2021-05-07,0.95,0.253,4934193
AL,2021-05-08,0.95,0.258,4934193
AL,2021-05-09,0.94,0.259,4934193
AL,2021-05-10,0.94,0.26,4934193
AL,2021-05-11,0.94,0.26,4934193
AL,2021-05-12,0.94,0.262,4934193
AL,2021-05-13,0.93,0.268,4934193
AL,2021-05-14,0.93,0.272,4934193
AL,2021-05-15,0.93,0.275,4934193
AL,2021-05-16,0.93,0.275,4934193
AL,2021-05-17,0.93,0.276,4934193
AL,2021-05-18,0.93,0.278,4934193
AL,2021-05-19,0.93,0.278,4934193
AL,2021-05-20,0.94,0.282,4934193
AL,2021-05-21,0.94,0.283,4934193
AL,2021-05-22,0.95,0.285,4934193
AL,2021-05-23,0.95,0.287,4934193
AL,2021-05-24,0.96,0.287,4934193
AL,2021-05-25,0.97,0.289,4934193
AL,2021-05-26,0.98,0.29,4934193
AL,2021-05-27,0.99,0.29,4934193
AL,2021-05-28,0.99,0.291,4934193
AL,2021-05-29,1,0.292,4934193
AL,2021-05-30,1.01,0.292,4934193
AL,2021-05-31,1.01,0.292,4934193
AL,2021-06-01,1.01,0.292,4934193
AL,2021-06-02,1,0.293,4934193
AL,2021-06-03,1,0.293,4934193
AL,2021-06-04,0.99,0.294,4934193
AL,2021-06-05,0.98,0.294,4934193
AL,2021-06-06,0.96,0.294,4934193
AL,2021-06-07,0.95,0.294,4934193
AL,2021-06-08,0.93,0.294,4934193
AL,2021-06-09,0.91,0.295,4934193
AL,2021-06-10,0.9,0.298,4934193
AL,2021-06-11,0.89,0.3,4934193
AL,2021-06-12,0.88,0.303,4934193
AL,2021-06-13,0.87,0.304,4934193
AL,2021-06-14,0.86,0.306,4934193
AL,2021-06-15,0.86,0.306,4934193
AL,2021-06-16,0.87,0.308,4934193
AL,2021-06-17,0.88,0.315,4934193
AL,2021-06-18,0.89,0.316,4934193
AL,2021-06-19,0.9,0.318,4934193
AL,2021-06-20,0.92,0.319,4934193
AL,2021-06-21,0.94,0.319,4934193
AL,2021-06-22,0.97,0.32,4934193
AL,2021-06-23,0.99,0.32,4934193
AL,2021-06-24,1.02,0.321,4934193
AL,2021-06-25,1.05,0.321,4934193
AL,2021-06-26,1.08,0.322,4934193
AL,2021-06-27,1.12,0.323,4934193
AL,2021-06-28,1.15,0.324,4934193
AL,2021-06-29,1.18,0.325,4934193
AL,2021-06-30,1.21,0.325,4934193
AL,2021-07-01,1.25,0.327,4934193
AL,2021-07-02,1.28,0.327,4934193
AL,2021-07-03,1.31,0.329,4934193
AL,2021-07-04,1.33,0.329,4934193
AL,2021-07-05,1.36,0.33,4934193
AL,2021-07-06,1.38,0.33,4934193
AL,2021-07-07,1.4,0.33,4934193
AL,2021-07-08,1.41,0.331,4934193
AL,2021-07-09,1.42,0.332,4934193
AL,2021-07-10,1.43,0.332,4934193
AL,2021-07-11,1.44,0.333,4934193
AL,2021-07-12,1.44,0.333,4934193
AL,2021-07-13,1.44,0.334,4934193
AL,2021-07-14,1.44,0.334,4934193
AL,2021-07-15,1.44,0.336,4934193
AL,2021-07-16,1.43,0.336,4934193
AL,2021-07-17,1.42,0.336,4934193
AL,2021-07-18,1.42,0.337,4934193
AL,2021-07-19,1.41,0.337,4934193
AL,2021-07-20,1.4,0.337,4934193
AL,2021-07-21,1.39,0.339,4934193
AL,2021-07-22,1.38,0.339,4934193
AL,2021-07-23,1.37,0.339,4934193
AL,2021-07-24,1.35,0.34,4934193
AL,2021-07-25,1.34,0.34,4934193
AL,2021-07-26,1.33,0.341,4934193
AL,2021-07-27,1.31,0.341,4934193
AL,2021-07-28,1.3,0.342,4934193
AL,2021-07-29,1.28,0.342,4934193
AL,2021-07-30,1.27,0.343,4934193
AL,2021-07-31,1.25,0.343,4934193
AL,2021-08-01,1.24,0.344,4934193
AL,2021-08-02,1.22,0.344,4934193
AL,2021-08-03,1.21,0.345,4934193
AL,2021-08-04,1.19,0.346,4934193
AL,2021-08-05,1.18,0.346,4934193
AL,2021-08-06,1.17,0.347,4934193
AL,2021-08-07,1.15,0.348,4934193
AL,2021-08-08,1.14,0.348,4934193
AL,2021-08-09,1.13,0.349,4934193
AL,2021-08-10,1.12,0.35,4934193
AL,2021-08-11,1.11,0.35,4934193
AL,2021-08-12,1.1,0.351,4934193
AL,2021-08-13,1.09,0.352,4934193
AL,2021-08-14,1.09,0.352,4934193
AL,2021-08-15,1.08,0.354,4934193
AL,2021-08-16,1.08,0.356,4934193
AL,2021-08-17,1.07,0.357,4934193
AL,2021-08-18,1.07,0.357,4934193
AL,2021-08-19,1.07,0.359,4934193
AL,2021-08-20,1.06,0.361,4934193
AL,2021-08-21,1.06,0.363,4934193
AL,2021-08-22,1.06,0.363,4934193
AL,2021-08-23,1.06,0.366,4934193
AL,2021-08-24,1.05,0.368,4934193
AL,2021-08-25,1.05,0.368,4934193
AL,2021-08-26,1.05,0.37,4934193
AL,2021-08-27,1.04,0.375,4934193
AL,2021-08-28,1.03,0.377,4934193
AL,2021-08-29,1.03,0.379,4934193
AL,2021-08-30,1.02,0.381,4934193
AL,2021-08-31,1.01,0.383,4934193
AL,2021-09-01,1,0.384,4934193
AL,2021-09-02,0.99,0.386,4934193
AL,2021-09-03,0.98,0.388,4934193
AL,2021-09-04,0.97,0.391,4934193
AL,2021-09-05,0.96,0.391,4934193
AL,2021-09-06,0.95,0.393,4934193
AL,2021-09-07,0.94,0.394,4934193
AL,2021-09-08,0.93,0.395,4934193
AL,2021-09-09,0.92,0.396,4934193
AL,2021-09-10,0.91,0.399,4934193
AL,2021-09-11,0.91,0.4,4934193
AL,2021-09-12,0.9,0.402,4934193
AL,2021-09-13,0.89,0.404,4934193
AL,2021-09-14,0.89,0.404,4934193
AL,2021-09-15,0.88,0.405,4934193
AL,2021-09-16,0.88,0.407,4934193
AL,2021-09-17,0.87,0.41,4934193
AL,2021-09-18,0.86,0.411,4934193
AL,2021-09-19,0.85,0.413,4934193
AL,2021-09-20,0.84,0.414,4934193
AL,2021-09-21,0.83,0.416,4934193
AL,2021-09-22,0.82,0.417,4934193
AL,2021-09-23,0.81,0.417,4934193
AL,2021-09-24,0.8,0.418,4934193
AL,2021-09-25,0.79,0.42,4934193
AL,2021-09-26,0.78,0.422,4934193
AL,2021-09-27,0.77,0.423,4934193
AL,2021-09-28,0.76,0.425,4934193
AL,2021-09-29,0.75,0.425,4934193
AL,2021-09-30,0.74,0.426,4934193
AL,2021-10-01,0.73,0.426,4934193
AL,2021-10-02,0.73,0.427,4934193
AL,2021-10-03,0.72,0.429,4934193
AL,2021-10-04,0.72,0.43,4934193
AL,2021-10-05,0.72,0.431,4934193
AL,2021-10-06,0.73,0.432,4934193
AL,2021-10-07,0.73,0.432,4934193
AL,2021-10-08,0.74,0.434,4934193
AL,2021-10-09,0.76,0.434,4934193
AL,2021-10-10,0.77,0.435,4934193
AL,2021-10-11,0.78,0.436,4934193
AL,2021-10-12,0.8,0.436,4934193
AL,2021-10-13,0.81,0.437,4934193
AL,2021-10-14,0.83,0.437,4934193
AL,2021-10-15,0.84,0.438,4934193
AL,2021-10-16,0.85,0.439,4934193
AL,2021-10-17,0.86,0.44,4934193
AL,2021-10-18,0.87,0.44,4934193
AL,2021-10-19,0.88,0.44,4934193
AL,2021-10-20,0.88,0.441,4934193
AL,2021-10-21,0.88,0.442,4934193
AL,2021-10-22,0.88,0.443,4934193
AL,2021-10-23,0.88,0.444,4934193
AL,2021-10-24,0.88,0.444,4934193
AL,2021-10-25,0.88,0.444,4934193
AL,2021-10-26,0.88,0.444,4934193
AL,2021-10-27,0.88,0.445,4934193
AL,2021-10-28,0.87,0.446,4934193
AL,2021-10-29,0.87,0.447,4934193
AL,2021-10-30,0.87,0.447,4934193
AL,2021-10-31,0.88,0.448,4934193
AL,2021-11-01,0.88,0.448,4934193
AL,2021-11-02,0.89,0.448,4934193
AL,2021-11-03,0.89,0.449,4934193
AL,2021-11-04,0.9,0.45,4934193
AL,2021-11-05,0.9,0.45,4934193
AL,2021-11-06,0.91,0.45,4934193
AL,2021-11-07,0.91,0.451,4934193
AL,2021-11-08,0.92,0.451,4934193
AL,2021-11-09,0.92,0.452,4934193
AL,2021-11-10,0.92,0.452,4934193
AL,2021-11-11,0.92,0.453,4934193
AL,2021-11-12,0.92,0.453,4934193
AL,2021-11-13,0.92,0.453,4934193
AL,2021-11-14,0.92,0.455,4934193
AL,2021-11-15,0.91,0.455,4934193
AL,2021-11-16,0.91,0.455,4934193
AL,2021-11-17,0.91,0.456,4934193
AL,2021-11-18,0.91,0.456,4934193
AL,2021-11-19,0.91,0.457,4934193
AL,2021-11-20,0.91,0.457,4934193
AL,2021-11-21,0.92,0.458,4934193
AL,2021-11-22,0.93,0.458,4934193
AL,2021-11-23,0.94,0.458,4934193
AL,2021-11-24,0.95,0.46,4934193
AL,2021-11-25,0.96,0.46,4934193
AL,2021-11-26,0.98,0.46,4934193
AL,2021-11-27,1,0.46,4934193
AL,2021-11-28,1.02,0.46,4934193
AL,2021-11-29,1.04,0.461,4934193
AL,2021-11-30,1.06,0.462,4934193
AL,2021-12-01,1.08,0.462,4934193
AL,2021-12-02,1.1,0.463,4934193
AL,2021-12-03,1.12,0.464,4934193
AL,2021-12-04,1.14,0.464,4934193
AL,2021-12-05,1.16,0.465,4934193
AL,2021-12-06,1.17,0.465,4934193
AL,2021-12-07,1.19,0.466,4934193
AL,2021-12-08,1.2,0.466,4934193
AL,2021-12-09,1.22,0.467,4934193
AL,2021-12-10,1.24,0.468,4934193
AL,2021-12-11,1.26,0.468,4934193
AL,2021-12-12,1.28,0.469,4934193
AL,2021-12-13,1.3,0.469,4934193
AL,2021-12-14,1.33,0.47,4934193
