state_id,date_,infection_rate,vaccinated_ratio,population
IA,2022-01-30,0.75,0.603,3167974
IA,2022-01-31,0.73,0.604,3167974
IA,2022-02-01,0.71,0.604,3167974
IA,2022-02-02,0.7,0.605,3167974
IA,2022-02-03,0.68,0.605,3167974
IA,2022-02-04,0.67,0.605,3167974
IA,2022-02-05,0.66,0.606,3167974
IA,2022-02-06,0.65,0.606,3167974
IA,2022-02-07,0.64,0.606,3167974
IA,2022-02-08,0.64,0.606,3167974
IA,2022-02-09,0.63,0.607,3167974
IA,2022-02-10,0.63,0.607,3167974
IA,2022-02-11,0.63,0.607,3167974
IA,2022-02-12,0.63,0.608,3167974
IA,2022-02-13,0.62,0.608,3167974
IA,2022-02-14,0.62,0.608,3167974
IA,2022-02-15,0.62,0.608,3167974
IA,2022-02-16,0.62,0.609,3167974
IA,2022-02-17,0.62,0.609,3167974
IA,2022-02-18,0.62,0.609,3167974
IA,2022-02-19,0.61,0.609,3167974
IA,2022-02-20,0.61,0.609,3167974
IA,2022-02-21,0.61,0.609,3167974
IA,2022-02-22,0.61,0.61,3167974
IA,2022-02-23,0.6,0.61,3167974
IA,2022-02-24,0.6,0.61,3167974
IA,2022-02-25,0.6,0.611,3167974
IA,2022-02-26,0.6,0.611,3167974
IA,2022-02-27,0.6,0.611,3167974
ID,2021-03-01,1.02,0,1860123
ID,2021-03-02,1.02,0,1860123
ID,2021-03-03,1.02,0,1860123
ID,2021-03-04,1.03,0,1860123
ID,2021-03-05,1.03,0.085,1860123
ID,2021-03-06,1.03,0.089,1860123
ID,2021-03-07,1.03,0.094,1860123
ID,2021-03-08,1.03,0.098,1860123
ID,2021-03-09,1.03,0.1,1860123
ID,2021-03-10,1.03,0.102,1860123
ID,2021-03-11,1.03,0.105,1860123
ID,2021-03-12,1.03,0.108,1860123
ID,2021-03-13,1.02,0.112,1860123
ID,2021-03-14,1.02,0.116,1860123
ID,2021-03-15,1.01,0.119,1860123
ID,2021-03-16,1.01,0.12,1860123
ID,2021-03-17,1,0.121,1860123
ID,2021-03-18,1,0.126,1860123
ID,2021-03-19,0.99,0.129,1860123
ID,2021-03-20,0.99,0.134,1860123
ID,2021-03-21,0.98,0.137,1860123
ID,2021-03-22,0.98,0.14,1860123
ID,2021-03-23,0.97,0.142,1860123
ID,2021-03-24,0.97,0.144,1860123
ID,2021-03-25,0.97,0.147,1860123
ID,2021-03-26,0.97,0.15,1860123
ID,2021-03-27,0.97,0.153,1860123
ID,2021-03-28,0.97,0.158,1860123
ID,2021-03-29,0.97,0.161,1860123
ID,2021-03-30,0.97,0.162,1860123
ID,2021-03-31,0.97,0.165,1860123
ID,2021-04-01,0.97,0.168,1860123
ID,2021-04-02,0.97,0.172,1860123
ID,2021-04-03,0.96,0.176,1860123
ID,2021-04-04,0.96,0.18,1860123
ID,2021-04-05,0.96,0.183,1860123
ID,2021-04-06,0.95,0.184,1860123
ID,2021-04-07,0.95,0.188,1860123
ID,2021-04-08,0.94,0.192,1860123
ID,2021-04-09,0.94,0.197,1860123
ID,2021-04-10,0.93,0.203,1860123
ID,2021-04-11,0.93,0.209,1860123
ID,2021-04-12,0.92,0.213,1860123
ID,2021-04-13,0.92,0.214,1860123
ID,2021-04-14,0.92,0.212,1860123
ID,2021-04-15,0.92,0.216,1860123
ID,2021-04-16,0.92,0.221,1860123
ID,2021-04-17,0.92,0.226,1860123
ID,2021-04-18,0.92,0.232,1860123
ID,2021-04-19,0.92,0.234,1860123
ID,2021-04-20,0.92,0.235,1860123
ID,2021-04-21,0.92,0.238,1860123
ID,2021-04-22,0.92,0.242,1860123
ID,2021-04-23,0.92,0.247,1860123
ID,2021-04-24,0.92,0.252,1860123
ID,2021-04-25,0.92,0.257,1860123
ID,2021-04-26,0.92,0.26,1860123
ID,2021-04-27,0.92,0.26,1860123
ID,2021-04-28,0.92,0.263,1860123
ID,2021-04-29,0.92,0.266,1860123
ID,2021-04-30,0.92,0.27,1860123
ID,2021-05-01,0.92,0.274,1860123
ID,2021-05-02,0.92,0.279,1860123
ID,2021-05-03,0.92,0.28,1860123
ID,2021-05-04,0.93,0.28,1860123
ID,2021-05-05,0.93,0.282,1860123
ID,2021-05-06,0.93,0.285,1860123
ID,2021-05-07,0.94,0.288,1860123
ID,2021-05-08,0.94,0.29,1860123
ID,2021-05-09,0.95,0.29,1860123
ID,2021-05-10,0.95,0.291,1860123
ID,2021-05-11,0.96,0.298,1860123
ID,2021-05-12,0.96,0.299,1860123
ID,2021-05-13,0.96,0.301,1860123
ID,2021-05-14,0.96,0.304,1860123
ID,2021-05-15,0.96,0.306,1860123
ID,2021-05-16,0.96,0.309,1860123
ID,2021-05-17,0.95,0.309,1860123
ID,2021-05-18,0.95,0.31,1860123
ID,2021-05-19,0.94,0.312,1860123
ID,2021-05-20,0.93,0.313,1860123
ID,2021-05-21,0.93,0.315,1860123
ID,2021-05-22,0.92,0.317,1860123
ID,2021-05-23,0.92,0.319,1860123
ID,2021-05-24,0.91,0.32,1860123
ID,2021-05-25,0.9,0.321,1860123
ID,2021-05-26,0.9,0.322,1860123
ID,2021-05-27,0.9,0.323,1860123
ID,2021-05-28,0.9,0.325,1860123
ID,2021-05-29,0.9,0.326,1860123
ID,2021-05-30,0.9,0.327,1860123
ID,2021-05-31,0.9,0.328,1860123
ID,2021-06-01,0.9,0.328,1860123
ID,2021-06-02,0.9,0.329,1860123
ID,2021-06-03,0.9,0.33,1860123
ID,2021-06-04,0.91,0.331,1860123
ID,2021-06-05,0.91,0.332,1860123
ID,2021-06-06,0.9,0.332,1860123
ID,2021-06-07,0.9,0.334,1860123
ID,2021-06-08,0.9,0.335,1860123
ID,2021-06-09,0.9,0.336,1860123
ID,2021-06-10,0.9,0.337,1860123
ID,2021-06-11,0.9,0.337,1860123
ID,2021-06-12,0.9,0.339,1860123
ID,2021-06-13,0.9,0.34,1860123
ID,2021-06-14,0.9,0.345,1860123
ID,2021-06-15,0.9,0.346,1860123
ID,2021-06-16,0.91,0.346,1860123
ID,2021-06-17,0.91,0.349,1860123
ID,2021-06-18,0.92,0.35,1860123
ID,2021-06-19,0.92,0.351,1860123
ID,2021-06-20,0.93,0.352,1860123
ID,2021-06-21,0.93,0.353,1860123
ID,2021-06-22,0.94,0.353,1860123
ID,2021-06-23,0.95,0.354,1860123
ID,2021-06-24,0.96,0.354,1860123
ID,2021-06-25,0.97,0.355,1860123
ID,2021-06-26,0.98,0.356,1860123
ID,2021-06-27,0.99,0.358,1860123
ID,2021-06-28,1.01,0.359,1860123
ID,2021-06-29,1.02,0.36,1860123
ID,2021-06-30,1.04,0.36,1860123
ID,2021-07-01,1.06,0.361,1860123
ID,2021-07-02,1.08,0.362,1860123
ID,2021-07-03,1.1,0.362,1860123
ID,2021-07-04,1.12,0.363,1860123
ID,2021-07-05,1.14,0.363,1860123
ID,2021-07-06,1.16,0.364,1860123
ID,2021-07-07,1.18,0.364,1860123
ID,2021-07-08,1.2,0.365,1860123
ID,2021-07-09,1.21,0.365,1860123
ID,2021-07-10,1.22,0.366,1860123
ID,2021-07-11,1.23,0.366,1860123
ID,2021-07-12,1.24,0.367,1860123
ID,2021-07-13,1.25,0.367,1860123
ID,2021-07-14,1.25,0.368,1860123
ID,2021-07-15,1.26,0.368,1860123
ID,2021-07-16,1.26,0.368,1860123
ID,2021-07-17,1.26,0.369,1860123
ID,2021-07-18,1.26,0.369,1860123
ID,2021-07-19,1.27,0.369,1860123
ID,2021-07-20,1.27,0.369,1860123
ID,2021-07-21,1.27,0.37,1860123
ID,2021-07-22,1.28,0.37,1860123
ID,2021-07-23,1.28,0.371,1860123
ID,2021-07-24,1.29,0.371,1860123
ID,2021-07-25,1.29,0.372,1860123
ID,2021-07-26,1.29,0.372,1860123
ID,2021-07-27,1.29,0.372,1860123
ID,2021-07-28,1.29,0.372,1860123
ID,2021-07-29,1.28,0.373,1860123
ID,2021-07-30,1.28,0.373,1860123
ID,2021-07-31,1.27,0.374,1860123
ID,2021-08-01,1.26,0.375,1860123
ID,2021-08-02,1.25,0.375,1860123
ID,2021-08-03,1.24,0.375,1860123
ID,2021-08-04,1.23,0.375,1860123
ID,2021-08-05,1.22,0.376,1860123
ID,2021-08-06,1.2,0.376,1860123
ID,2021-08-07,1.19,0.377,1860123
ID,2021-08-08,1.18,0.377,1860123
ID,2021-08-09,1.17,0.378,1860123
ID,2021-08-10,1.15,0.378,1860123
ID,2021-08-11,1.14,0.378,1860123
ID,2021-08-12,1.13,0.379,1860123
ID,2021-08-13,1.13,0.379,1860123
ID,2021-08-14,1.12,0.38,1860123
ID,2021-08-15,1.11,0.381,1860123
ID,2021-08-16,1.11,0.381,1860123
ID,2021-08-17,1.11,0.381,1860123
ID,2021-08-18,1.1,0.382,1860123
ID,2021-08-19,1.1,0.383,1860123
ID,2021-08-20,1.11,0.383,1860123
ID,2021-08-21,1.11,0.384,1860123
ID,2021-08-22,1.11,0.385,1860123
ID,2021-08-23,1.11,0.387,1860123
ID,2021-08-24,1.11,0.387,1860123
ID,2021-08-25,1.12,0.388,1860123
ID,2021-08-26,1.12,0.388,1860123
ID,2021-08-27,1.12,0.389,1860123
ID,2021-08-28,1.12,0.39,1860123
ID,2021-08-29,1.12,0.391,1860123
ID,2021-08-30,1.12,0.392,1860123
ID,2021-08-31,1.12,0.392,1860123
ID,2021-09-01,1.12,0.393,1860123
ID,2021-09-02,1.12,0.393,1860123
ID,2021-09-03,1.12,0.395,1860123
ID,2021-09-04,1.11,0.395,1860123
ID,2021-09-05,1.11,0.396,1860123
ID,2021-09-06,1.1,0.397,1860123
ID,2021-09-07,1.1,0.397,1860123
ID,2021-09-08,1.09,0.397,1860123
ID,2021-09-09,1.09,0.398,1860123
ID,2021-09-10,1.08,0.399,1860123
ID,2021-09-11,1.08,0.4,1860123
ID,2021-09-12,1.07,0.401,1860123
ID,2021-09-13,1.06,0.402,1860123
ID,2021-09-14,1.06,0.403,1860123
ID,2021-09-15,1.05,0.404,1860123
ID,2021-09-16,1.05,0.405,1860123
ID,2021-09-17,1.04,0.406,1860123
ID,2021-09-18,1.04,0.407,1860123
ID,2021-09-19,1.03,0.408,1860123
ID,2021-09-20,1.03,0.408,1860123
ID,2021-09-21,1.02,0.409,1860123
ID,2021-09-22,1.02,0.41,1860123
ID,2021-09-23,1.02,0.411,1860123
ID,2021-09-24,1.01,0.412,1860123
ID,2021-09-25,1.01,0.413,1860123
ID,2021-09-26,1.01,0.414,1860123
ID,2021-09-27,1.01,0.414,1860123
ID,2021-09-28,1,0.415,1860123
ID,2021-09-29,1,0.415,1860123
ID,2021-09-30,1,0.416,1860123
ID,2021-10-01,0.99,0.417,1860123
ID,2021-10-02,0.99,0.418,1860123
ID,2021-10-03,0.99,0.419,1860123
ID,2021-10-04,0.99,0.42,1860123
ID,2021-10-05,0.98,0.42,1860123
ID,2021-10-06,0.98,0.421,1860123
ID,2021-10-07,0.98,0.422,1860123
ID,2021-10-08,0.98,0.423,1860123
ID,2021-10-09,0.98,0.424,1860123
ID,2021-10-10,0.98,0.425,1860123
ID,2021-10-11,0.98,0.425,1860123
ID,2021-10-12,0.98,0.425,1860123
ID,2021-10-13,0.97,0.425,1860123
ID,2021-10-14,0.97,0.426,1860123
ID,2021-10-15,0.97,0.427,1860123
ID,2021-10-16,0.96,0.428,1860123
ID,2021-10-17,0.96,0.429,1860123
ID,2021-10-18,0.95,0.429,1860123
ID,2021-10-19,0.94,0.43,1860123
ID,2021-10-20,0.93,0.43,1860123
ID,2021-10-21,0.92,0.431,1860123
ID,2021-10-22,0.91,0.432,1860123
ID,2021-10-23,0.9,0.433,1860123
ID,2021-10-24,0.89,0.434,1860123
ID,2021-10-25,0.88,0.435,1860123
ID,2021-10-26,0.87,0.435,1860123
ID,2021-10-27,0.86,0.436,1860123
ID,2021-10-28,0.86,0.437,1860123
ID,2021-10-29,0.85,0.438,1860123
ID,2021-10-30,0.85,0.438,1860123
ID,2021-10-31,0.85,0.439,1860123
ID,2021-11-01,0.85,0.44,1860123
ID,2021-11-02,0.85,0.44,1860123
ID,2021-11-03,0.85,0.44,1860123
ID,2021-11-04,0.85,0.441,1860123
ID,2021-11-05,0.86,0.442,1860123
ID,2021-11-06,0.86,0.442,1860123
ID,2021-11-07,0.86,0.443,1860123
ID,2021-11-08,0.87,0.443,1860123
ID,2021-11-09,0.87,0.444,1860123
ID,2021-11-10,0.87,0.444,1860123
ID,2021-11-11,0.87,0.445,1860123
ID,2021-11-12,0.87,0.445,1860123
ID,2021-11-13,0.87,0.445,1860123
ID,2021-11-14,0.87,0.446,1860123
ID,2021-11-15,0.86,0.446,1860123
ID,2021-11-16,0.86,0.447,1860123
ID,2021-11-17,0.86,0.447,1860123
ID,2021-11-18,0.86,0.448,1860123
ID,2021-11-19,0.86,0.448,1860123
ID,2021-11-20,0.86,0.449,1860123
ID,2021-11-21,0.87,0.45,1860123
ID,2021-11-22,0.87,0.45,1860123
ID,2021-11-23,0.88,0.45,1860123
ID,2021-11-24,0.89,0.451,1860123
ID,2021-11-25,0.9,0.451,1860123
ID,2021-11-26,0.91,0.451,1860123
ID,2021-11-27,0.92,0.451,1860123
ID,2021-11-28,0.93,0.451,1860123
ID,2021-11-29,0.94,0.452,1860123
ID,2021-11-30,0.95,0.452,1860123
ID,2021-12-01,0.96,0.453,1860123
ID,2021-12-02,0.97,0.453,1860123
ID,2021-12-03,0.97,0.454,1860123
ID,2021-12-04,0.97,0.454,1860123
ID,2021-12-05,0.97,0.455,1860123
ID,2021-12-06,0.97,0.455,1860123
ID,2021-12-07,0.96,0.455,1860123
ID,2021-12-08,0.96,0.456,1860123
ID,2021-12-09,0.95,0.456,1860123
ID,2021-12-10,0.95,0.457,1860123
ID,2021-12-11,0.94,0.457,1860123
ID,2021-12-12,0.94,0.458,1860123
ID,2021-12-13,0.94,0.458,1860123
ID,2021-12-14,0.95,0.458,1860123
ID,2021-12-15,0.95,0.458,1860123
ID,2021-12-16,0.97,0.459,1860123
ID,2021-12-17,0.98,0.459,1860123
ID,2021-12-18,1,0.46,1860123
ID,2021-12-19,1.02,0.46,1860123
ID,2021-12-20,1.05,0.46,1860123
ID,2021-12-21,1.08,0.46,1860123
ID,2021-12-22,1.11,0.461,1860123
ID,2021-12-23,1.15,0.461,1860123
ID,2021-12-24,1.18,0.462,1860123
ID,2021-12-25,1.21,0.462,1860123
ID,2021-12-26,1.24,0.462,1860123
ID,2021-12-27,1.27,0.462,1860123
ID,2021-12-28,1.3,0.462,1860123
ID,2021-12-29,1.32,0.462,1860123
ID,2021-12-30,1.35,0.462,1860123
ID,2021-12-31,1.36,0.463,1860123
ID,2022-01-01,1.38,0.463,1860123
ID,2022-01-02,1.38,0.463,1860123
ID,2022-01-03,1.39,0.463,1860123
ID,2022-01-04,1.39,0.463,1860123
ID,2022-01-05,1.39,0.464,1860123
ID,2022-01-06,1.38,0.464,1860123
ID,2022-01-07,1.38,0.464,1860123
ID,2022-01-08,1.37,0.464,1860123
ID,2022-01-09,1.35,0.465,1860123
ID,2022-01-10,1.34,0.465,1860123
ID,2022-01-11,1.33,0.465,1860123
ID,2022-01-12,1.31,0.465,1860123
ID,2022-01-13,1.3,0.466,1860123
ID,2022-01-14,1.28,0.466,1860123
ID,2022-01-15,1.26,0.466,1860123
ID,2022-01-16,1.24,0.467,1860123
ID,2022-01-17,1.22,0.467,1860123
ID,2022-01-18,1.2,0.467,1860123
ID,2022-01-19,1.18,0.476,1860123
ID,2022-01-20,1.16,0.476,1860123
ID,2022-01-21,1.14,0.476,1860123
ID,2022-01-22,1.11,0.476,1860123
ID,2022-01-23,1.09,0.477,1860123
ID,2022-01-24,1.06,0.477,1860123
ID,2022-01-25,1.04,0.52,1860123
ID,2022-01-26,1.01,0.52,1860123
ID,2022-01-27,0.99,0.521,1860123
ID,2022-01-28,0.97,0.521,1860123
ID,2022-01-29,0.95,0.521,1860123
ID,2022-01-30,0.93,0.522,1860123
ID,2022-01-31,0.92,0.522,1860123
ID,2022-02-01,0.9,0.523,1860123
ID,2022-02-02,0.89,0.523,1860123
ID,2022-02-03,0.88,0.523,1860123
ID,2022-02-04,0.88,0.524,1860123
ID,2022-02-05,0.88,0.524,1860123
ID,2022-02-06,0.88,0.524,1860123
ID,2022-02-07,0.88,0.525,1860123
ID,2022-02-08,0.88,0.525,1860123
ID,2022-02-09,0.88,0.525,1860123
ID,2022-02-10,0.89,0.526,1860123
ID,2022-02-11,0.89,0.526,1860123
ID,2022-02-12,0.9,0.526,1860123
ID,2022-02-13,0.9,0.526,1860123
ID,2022-02-14,0.91,0.527,1860123
ID,2022-02-15,0.91,0.527,1860123
ID,2022-02-16,0.92,0.527,1860123
ID,2022-02-17,0.92,0.528,1860123
ID,2022-02-18,0.92,0.529,1860123
ID,2022-02-19,0.92,0.529,1860123
ID,2022-02-20,0.92,0.529,1860123
ID,2022-02-21,0.92,0.529,1860123
ID,2022-02-22,0.92,0.529,1860123
ID,2022-02-23,0.91,0.53,1860123
ID,2022-02-24,0.91,0.53,1860123
ID,2022-02-25,0.9,0.531,1860123
ID,2022-02-26,0.89,0.531,1860123
ID,2022-02-27,0.88,0.531,1860123
IL,2021-03-01,0.96,0,12569321
IL,2021-03-02,0.96,0,12569321
IL,2021-03-03,0.96,0,12569321
IL,2021-03-04,0.97,0,12569321
IL,2021-03-05,0.97,0.078,12569321
IL,2021-03-06,0.97,0.083,12569321
IL,2021-03-07,0.98,0.088,12569321
IL,2021-03-08,0.98,0.091,12569321
IL,2021-03-09,0.99,0.092,12569321
IL,2021-03-10,1,0.095,12569321
IL,2021-03-11,1.01,0.098,12569321
IL,2021-03-12,1.02,0.105,12569321
IL,2021-03-13,1.03,0.115,12569321
IL,2021-03-14,1.04,0.115,12569321
IL,2021-03-15,1.05,0.119,12569321
IL,2021-03-16,1.06,0.122,12569321
IL,2021-03-17,1.07,0.126,12569321
IL,2021-03-18,1.08,0.129,12569321
IL,2021-03-19,1.09,0.132,12569321
IL,2021-03-20,1.1,0.136,12569321
IL,2021-03-21,1.11,0.14,12569321
IL,2021-03-22,1.12,0.142,12569321
IL,2021-03-23,1.13,0.143,12569321
IL,2021-03-24,1.13,0.145,12569321
IL,2021-03-25,1.14,0.148,12569321
IL,2021-03-26,1.14,0.15,12569321
IL,2021-03-27,1.14,0.154,12569321
IL,2021-03-28,1.14,0.158,12569321
IL,2021-03-29,1.14,0.161,12569321
IL,2021-03-30,1.14,0.163,12569321
IL,2021-03-31,1.13,0.165,12569321
IL,2021-04-01,1.13,0.169,12569321
IL,2021-04-02,1.12,0.172,12569321
IL,2021-04-03,1.12,0.177,12569321
IL,2021-04-04,1.11,0.182,12569321
IL,2021-04-05,1.1,0.185,12569321
IL,2021-04-06,1.09,0.186,12569321
IL,2021-04-07,1.08,0.189,12569321
IL,2021-04-08,1.07,0.195,12569321
IL,2021-04-09,1.06,0.201,12569321
IL,2021-04-10,1.05,0.208,12569321
IL,2021-04-11,1.03,0.217,12569321
IL,2021-04-12,1.02,0.223,12569321
IL,2021-04-13,1.01,0.226,12569321
IL,2021-04-14,1,0.227,12569321
IL,2021-04-15,0.99,0.233,12569321
IL,2021-04-16,0.98,0.238,12569321
IL,2021-04-17,0.97,0.244,12569321
IL,2021-04-18,0.97,0.251,12569321
IL,2021-04-19,0.96,0.256,12569321
IL,2021-04-20,0.95,0.258,12569321
IL,2021-04-21,0.95,0.262,12569321
IL,2021-04-22,0.94,0.269,12569321
IL,2021-04-23,0.94,0.274,12569321
IL,2021-04-24,0.94,0.28,12569321
IL,2021-04-25,0.93,0.286,12569321
IL,2021-04-26,0.93,0.289,12569321
IL,2021-04-27,0.93,0.291,12569321
IL,2021-04-28,0.92,0.294,12569321
IL,2021-04-29,0.92,0.299,12569321
IL,2021-04-30,0.91,0.304,12569321
IL,2021-05-01,0.91,0.308,12569321
IL,2021-05-02,0.9,0.313,12569321
IL,2021-05-03,0.89,0.315,12569321
IL,2021-05-04,0.88,0.316,12569321
IL,2021-05-05,0.88,0.318,12569321
IL,2021-05-06,0.87,0.323,12569321
IL,2021-05-07,0.86,0.329,12569321
IL,2021-05-08,0.86,0.333,12569321
IL,2021-05-09,0.85,0.338,12569321
IL,2021-05-10,0.84,0.342,12569321
IL,2021-05-11,0.84,0.346,12569321
IL,2021-05-12,0.83,0.349,12569321
IL,2021-05-13,0.83,0.353,12569321
IL,2021-05-14,0.82,0.356,12569321
IL,2021-05-15,0.82,0.36,12569321
IL,2021-05-16,0.81,0.365,12569321
IL,2021-05-17,0.81,0.368,12569321
IL,2021-05-18,0.8,0.369,12569321
IL,2021-05-19,0.8,0.371,12569321
IL,2021-05-20,0.79,0.375,12569321
IL,2021-05-21,0.78,0.378,12569321
IL,2021-05-22,0.77,0.383,12569321
IL,2021-05-23,0.77,0.386,12569321
IL,2021-05-24,0.76,0.388,12569321
IL,2021-05-25,0.75,0.389,12569321
IL,2021-05-26,0.74,0.391,12569321
IL,2021-05-27,0.73,0.393,12569321
IL,2021-05-28,0.72,0.393,12569321
IL,2021-05-29,0.71,0.397,12569321
IL,2021-05-30,0.7,0.4,12569321
IL,2021-05-31,0.7,0.401,12569321
IL,2021-06-01,0.69,0.402,12569321
IL,2021-06-02,0.68,0.402,12569321
IL,2021-06-03,0.68,0.404,12569321
IL,2021-06-04,0.68,0.405,12569321
IL,2021-06-05,0.68,0.407,12569321
IL,2021-06-06,0.68,0.407,12569321
IL,2021-06-07,0.68,0.412,12569321
IL,2021-06-08,0.68,0.413,12569321
IL,2021-06-09,0.69,0.415,12569321
IL,2021-06-10,0.69,0.417,12569321
IL,2021-06-11,0.7,0.418,12569321
IL,2021-06-12,0.71,0.42,12569321
IL,2021-06-13,0.73,0.422,12569321
IL,2021-06-14,0.74,0.429,12569321
IL,2021-06-15,0.76,0.431,12569321
IL,2021-06-16,0.78,0.431,12569321
IL,2021-06-17,0.81,0.437,12569321
IL,2021-06-18,0.83,0.439,12569321
IL,2021-06-19,0.86,0.441,12569321
IL,2021-06-20,0.89,0.442,12569321
IL,2021-06-21,0.91,0.444,12569321
IL,2021-06-22,0.94,0.445,12569321
IL,2021-06-23,0.97,0.446,12569321
IL,2021-06-24,1,0.447,12569321
IL,2021-06-25,1.03,0.448,12569321
IL,2021-06-26,1.06,0.45,12569321
IL,2021-06-27,1.08,0.455,12569321
IL,2021-06-28,1.11,0.46,12569321
IL,2021-06-29,1.13,0.461,12569321
IL,2021-06-30,1.15,0.462,12569321
IL,2021-07-01,1.18,0.463,12569321
IL,2021-07-02,1.2,0.464,12569321
IL,2021-07-03,1.21,0.465,12569321
IL,2021-07-04,1.23,0.466,12569321
IL,2021-07-05,1.25,0.467,12569321
IL,2021-07-06,1.26,0.467,12569321
IL,2021-07-07,1.27,0.467,12569321
IL,2021-07-08,1.28,0.468,12569321
IL,2021-07-09,1.29,0.469,12569321
IL,2021-07-10,1.3,0.47,12569321
IL,2021-07-11,1.31,0.471,12569321
IL,2021-07-12,1.32,0.472,12569321
IL,2021-07-13,1.32,0.473,12569321
IL,2021-07-14,1.32,0.473,12569321
IL,2021-07-15,1.33,0.474,12569321
IL,2021-07-16,1.33,0.475,12569321
IL,2021-07-17,1.33,0.476,12569321
IL,2021-07-18,1.33,0.477,12569321
IL,2021-07-19,1.33,0.477,12569321
IL,2021-07-20,1.33,0.478,12569321
IL,2021-07-21,1.32,0.478,12569321
IL,2021-07-22,1.32,0.479,12569321
IL,2021-07-23,1.32,0.48,12569321
IL,2021-07-24,1.31,0.481,12569321
IL,2021-07-25,1.3,0.481,12569321
IL,2021-07-26,1.3,0.482,12569321
IL,2021-07-27,1.29,0.482,12569321
IL,2021-07-28,1.28,0.482,12569321
IL,2021-07-29,1.28,0.483,12569321
IL,2021-07-30,1.27,0.485,12569321
IL,2021-07-31,1.26,0.485,12569321
IL,2021-08-01,1.25,0.486,12569321
IL,2021-08-02,1.24,0.487,12569321
IL,2021-08-03,1.23,0.487,12569321
IL,2021-08-04,1.22,0.488,12569321
IL,2021-08-05,1.21,0.489,12569321
IL,2021-08-06,1.2,0.49,12569321
IL,2021-08-07,1.19,0.49,12569321
IL,2021-08-08,1.18,0.491,12569321
IL,2021-08-09,1.17,0.492,12569321
IL,2021-08-10,1.16,0.492,12569321
IL,2021-08-11,1.15,0.493,12569321
IL,2021-08-12,1.14,0.494,12569321
IL,2021-08-13,1.13,0.495,12569321
IL,2021-08-14,1.12,0.496,12569321
IL,2021-08-15,1.11,0.497,12569321
IL,2021-08-16,1.1,0.498,12569321
IL,2021-08-17,1.09,0.499,12569321
IL,2021-08-18,1.09,0.5,12569321
IL,2021-08-19,1.08,0.501,12569321
IL,2021-08-20,1.08,0.502,12569321
IL,2021-08-21,1.07,0.503,12569321
IL,2021-08-22,1.07,0.504,12569321
IL,2021-08-23,1.06,0.504,12569321
IL,2021-08-24,1.06,0.505,12569321
IL,2021-08-25,1.05,0.506,12569321
IL,2021-08-26,1.05,0.507,12569321
IL,2021-08-27,1.05,0.508,12569321
IL,2021-08-28,1.04,0.509,12569321
IL,2021-08-29,1.04,0.51,12569321
IL,2021-08-30,1.03,0.511,12569321
IL,2021-08-31,1.03,0.512,12569321
IL,2021-09-01,1.02,0.513,12569321
IL,2021-09-02,1.02,0.514,12569321
IL,2021-09-03,1.02,0.515,12569321
IL,2021-09-04,1.01,0.516,12569321
IL,2021-09-05,1.01,0.517,12569321
IL,2021-09-06,1,0.517,12569321
IL,2021-09-07,0.99,0.518,12569321
IL,2021-09-08,0.99,0.518,12569321
IL,2021-09-09,0.98,0.518,12569321
IL,2021-09-10,0.98,0.52,12569321
IL,2021-09-11,0.97,0.521,12569321
IL,2021-09-12,0.96,0.522,12569321
IL,2021-09-13,0.95,0.522,12569321
IL,2021-09-14,0.95,0.523,12569321
IL,2021-09-15,0.94,0.524,12569321
IL,2021-09-16,0.93,0.525,12569321
IL,2021-09-17,0.93,0.525,12569321
IL,2021-09-18,0.92,0.526,12569321
IL,2021-09-19,0.92,0.527,12569321
IL,2021-09-20,0.91,0.528,12569321
IL,2021-09-21,0.91,0.528,12569321
IL,2021-09-22,0.91,0.529,12569321
IL,2021-09-23,0.91,0.53,12569321
IL,2021-09-24,0.91,0.531,12569321
IL,2021-09-25,0.91,0.532,12569321
IL,2021-09-26,0.91,0.533,12569321
IL,2021-09-27,0.91,0.533,12569321
IL,2021-09-28,0.92,0.534,12569321
IL,2021-09-29,0.92,0.535,12569321
IL,2021-09-30,0.92,0.535,12569321
IL,2021-10-01,0.93,0.536,12569321
IL,2021-10-02,0.93,0.536,12569321
IL,2021-10-03,0.93,0.537,12569321
IL,2021-10-04,0.93,0.538,12569321
IL,2021-10-05,0.94,0.539,12569321
IL,2021-10-06,0.94,0.539,12569321
IL,2021-10-07,0.94,0.54,12569321
IL,2021-10-08,0.94,0.541,12569321
IL,2021-10-09,0.94,0.542,12569321
IL,2021-10-10,0.94,0.542,12569321
IL,2021-10-11,0.94,0.543,12569321
IL,2021-10-12,0.94,0.543,12569321
IL,2021-10-13,0.94,0.543,12569321
IL,2021-10-14,0.94,0.543,12569321
IL,2021-10-15,0.95,0.543,12569321
IL,2021-10-16,0.95,0.544,12569321
IL,2021-10-17,0.95,0.544,12569321
IL,2021-10-18,0.96,0.544,12569321
IL,2021-10-19,0.96,0.544,12569321
IL,2021-10-20,0.97,0.544,12569321
IL,2021-10-21,0.97,0.544,12569321
IL,2021-10-22,0.98,0.544,12569321
IL,2021-10-23,0.99,0.544,12569321
IL,2021-10-24,1,0.544,12569321
IL,2021-10-25,1.01,0.544,12569321
IL,2021-10-26,1.02,0.544,12569321
IL,2021-10-27,1.03,0.544,12569321
IL,2021-10-28,1.04,0.544,12569321
IL,2021-10-29,1.05,0.602,12569321
