state_id,date_,new_deaths,population
AL,2022-02-17,38,4934193
AL,2022-02-18,90,4934193
AL,2022-02-19,56,4934193
AL,2022-02-20,0,4934193
AL,2022-02-21,0,4934193
AL,2022-02-22,5,4934193
AL,2022-02-23,69,4934193
AL,2022-02-24,95,4934193
AL,2022-02-25,84,4934193
AL,2022-02-26,39,4934193
AL,2022-02-27,0,4934193
AR,2021-03-01,7,3033946
AR,2021-03-02,4,3033946
AR,2021-03-03,7,3033946
AR,2021-03-04,12,3033946
AR,2021-03-05,10,3033946
AR,2021-03-06,14,3033946
AR,2021-03-07,22,3033946
AR,2021-03-08,24,3033946
AR,2021-03-09,14,3033946
AR,2021-03-10,25,3033946
AR,2021-03-11,28,3033946
AR,2021-03-12,27,3033946
AR,2021-03-13,18,3033946
AR,2021-03-14,19,3033946
AR,2021-03-15,7,3033946
AR,2021-03-16,12,3033946
AR,2021-03-17,14,3033946
AR,2021-03-18,8,3033946
AR,2021-03-19,14,3033946
AR,2021-03-20,4,3033946
AR,2021-03-21,6,3033946
AR,2021-03-22,5,3033946
AR,2021-03-23,3,3033946
AR,2021-03-24,13,3033946
AR,2021-03-25,11,3033946
AR,2021-03-26,12,3033946
AR,2021-03-27,7,3033946
AR,2021-03-28,5,3033946
AR,2021-03-29,6,3033946
AR,2021-03-30,15,3033946
AR,2021-03-31,10,3033946
AR,2021-04-01,10,3033946
AR,2021-04-02,3,3033946
AR,2021-04-03,2,3033946
AR,2021-04-04,2,3033946
AR,2021-04-05,5,3033946
AR,2021-04-06,5,3033946
AR,2021-04-07,7,3033946
AR,2021-04-08,2,3033946
AR,2021-04-09,0,3033946
AR,2021-04-10,0,3033946
AR,2021-04-11,0,3033946
AR,2021-04-12,4,3033946
AR,2021-04-13,8,3033946
AR,2021-04-14,7,3033946
AR,2021-04-15,6,3033946
AR,2021-04-16,6,3033946
AR,2021-04-17,1,3033946
AR,2021-04-18,1,3033946
AR,2021-04-19,5,3033946
AR,2021-04-20,7,3033946
AR,2021-04-21,2,3033946
AR,2021-04-22,3,3033946
AR,2021-04-23,5,3033946
AR,2021-04-24,1,3033946
AR,2021-04-25,1,3033946
AR,2021-04-26,2,3033946
AR,2021-04-27,5,3033946
AR,2021-04-28,1,3033946
AR,2021-04-29,9,3033946
AR,2021-04-30,4,3033946
AR,2021-05-01,2,3033946
AR,2021-05-02,2,3033946
AR,2021-05-03,4,3033946
AR,2021-05-04,5,3033946
AR,2021-05-05,2,3033946
AR,2021-05-06,3,3033946
AR,2021-05-07,2,3033946
AR,2021-05-08,1,3033946
AR,2021-05-09,1,3033946
AR,2021-05-10,3,3033946
AR,2021-05-11,6,3033946
AR,2021-05-12,7,3033946
AR,2021-05-13,6,3033946
AR,2021-05-14,7,3033946
AR,2021-05-15,3,3033946
AR,2021-05-16,1,3033946
AR,2021-05-17,2,3033946
AR,2021-05-18,9,3033946
AR,2021-05-19,0,3033946
AR,2021-05-20,3,3033946
AR,2021-05-21,3,3033946
AR,2021-05-22,5,3033946
AR,2021-05-23,1,3033946
AR,2021-05-24,3,3033946
AR,2021-05-25,4,3033946
AR,2021-05-26,3,3033946
AR,2021-05-27,2,3033946
AR,2021-05-28,1,3033946
AR,2021-05-29,0,3033946
AR,2021-05-30,2,3033946
AR,2021-05-31,1,3033946
AR,2021-06-01,1,3033946
AR,2021-06-02,1,3033946
AR,2021-06-03,7,3033946
AR,2021-06-04,3,3033946
AR,2021-06-05,1,3033946
AR,2021-06-06,0,3033946
AR,2021-06-07,3,3033946
AR,2021-06-08,3,3033946
AR,2021-06-09,2,3033946
AR,2021-06-10,2,3033946
AR,2021-06-11,3,3033946
AR,2021-06-12,1,3033946
AR,2021-06-13,1,3033946
AR,2021-06-14,2,3033946
AR,2021-06-15,6,3033946
AR,2021-06-16,0,3033946
AR,2021-06-17,2,3033946
AR,2021-06-18,5,3033946
AR,2021-06-19,0,3033946
AR,2021-06-20,0,3033946
AR,2021-06-21,2,3033946
AR,2021-06-22,8,3033946
AR,2021-06-23,3,3033946
AR,2021-06-24,3,3033946
AR,2021-06-25,3,3033946
AR,2021-06-26,0,3033946
AR,2021-06-27,0,3033946
AR,2021-06-28,4,3033946
AR,2021-06-29,8,3033946
AR,2021-06-30,4,3033946
AR,2021-07-01,0,3033946
AR,2021-07-02,4,3033946
AR,2021-07-03,0,3033946
AR,2021-07-04,0,3033946
AR,2021-07-05,7,3033946
AR,2021-07-06,6,3033946
AR,2021-07-07,7,3033946
AR,2021-07-08,11,3033946
AR,2021-07-09,4,3033946
AR,2021-07-10,0,3033946
AR,2021-07-11,0,3033946
AR,2021-07-12,7,3033946
AR,2021-07-13,15,3033946
AR,2021-07-14,7,3033946
AR,2021-07-15,4,3033946
AR,2021-07-16,11,3033946
AR,2021-07-17,0,3033946
AR,2021-07-18,0,3033946
AR,2021-07-19,15,3033946
AR,2021-07-20,0,3033946
AR,2021-07-21,13,3033946
AR,2021-07-22,15,3033946
AR,2021-07-23,6,3033946
AR,2021-07-24,7,3033946
AR,2021-07-25,6,3033946
AR,2021-07-26,23,3033946
AR,2021-07-27,10,3033946
AR,2021-07-28,12,3033946
AR,2021-07-29,11,3033946
AR,2021-07-30,13,3033946
AR,2021-07-31,18,3033946
AR,2021-08-01,16,3033946
AR,2021-08-02,42,3033946
AR,2021-08-03,16,3033946
AR,2021-08-04,15,3033946
AR,2021-08-05,17,3033946
AR,2021-08-06,22,3033946
AR,2021-08-07,21,3033946
AR,2021-08-08,11,3033946
AR,2021-08-09,21,3033946
AR,2021-08-10,24,3033946
AR,2021-08-11,20,3033946
AR,2021-08-12,30,3033946
