States,Date,Req,vaccinated_pct,monthly_new_cases_per_100k, infection_rate,hospital_beds_per_100k,new_deaths_per_100K
KY,2021-May-01,0,32,280.9151133,0.98,9.998408735,5.378608271
KY,2021-Jun-01,0,39,131.2737504,1.11,7.521124428,3.526224509
KY,2021-Jul-01,0,44,396.7448931,1.39,17.43026166,2.477284307
KY,2021-Aug-01,0,46,2141.935893,1.3,52.96032127,9.10569367
KY,2021-Sep-01,0,49,2614.94097,1.04,59.23164461,23.03204869
KY,2021-Oct-01,0,51,1160.998261,0.93,43.8546276,22.22860513
KY,2021-Nov-01,0,51,931.2357207,1.14,22.58569116,26.42436594
KY,2021-Dec-01,0,52,1651.322011,1.36,36.35582105,24.79516095
KY,2022-Jan-01,0,54,6871.942032,1.36,63.44972329,18.41224823
KY,2022-Feb-01,0,56,2522.522643,0.78,59.4325055,19.14873816
LA,2021-Mar-01,0,0,320.574748,0.98,12.44866546,11.51933801
LA,2021-Apr-01,0,17,294.9642122,1.05,7.261721521,5.20855621
LA,2021-May-01,0,27,261.5948729,0.99,7.153660189,4.192779688
LA,2021-Jun-01,0,31,233.0234567,1.25,8.493620707,3.501187162
LA,2021-Jul-01,0,35,1301.317786,1.42,38.12403798,5.640801538
LA,2021-Aug-01,0,37,2985.021403,1.19,59.60663082,29.39268235
LA,2021-Sep-01,0,42,1312.664226,0.85,47.59021068,34.36350363
LA,2021-Oct-01,0,46,387.6808352,0.93,14.91246384,12.92413533
LA,2021-Nov-01,0,48,268.4891859,1.08,4.884372213,5.489515673
LA,2021-Dec-01,0,49,1249.210612,1.66,19.04040673,3.99826929
LA,2022-Jan-01,0,50,6066.995432,1.47,45.23447364,14.8692393
LA,2022-Feb-01,0,52,1197.859867,0.7,36.3734444,20.14263231
MA,2021-Mar-01,0,0,787.4727711,1.09,10.99499019,15.43638754
MA,2021-Apr-01,0,20,772.4414622,1.02,9.996760818,6.148514251
MA,2021-May-01,0,37,260.0025838,0.82,7.219079086,3.790378197
MA,2021-Jun-01,0,54,43.70508601,1.1,2.907885564,1.764985267
MA,2021-Jul-01,0,62,141.9800444,1.46,3.414233796,1.273104127
MA,2021-Aug-01,0,64,579.9712655,1.26,7.508420933,2.372603146
MA,2021-Sep-01,0,66,753.4751041,1.06,9.345741662,5.511962188
MA,2021-Oct-01,0,68,578.2641486,1.04,7.450552563,5.338357079
MA,2021-Nov-01,0,70,971.826929,1.17,12.12342339,5.902573681
MA,2021-Dec-01,0,71,3204.706897,1.32,26.98112724,12.57190326
MA,2022-Jan-01,0,75,6813.711158,1.29,47.94394407,25.47654964
MA,2022-Feb-01,0,77,839.0913567,0.77,24.20344551,19.32803539
MD,2021-Mar-01,1,0,482.2077094,1.1,21.82860391,6.875021021
MD,2021-Apr-01,1,18,594.5326931,1.07,25.43922646,7.55098232
MD,2021-May-01,1,35,206.3495518,0.8,19.78423315,5.374716673
MD,2021-Jun-01,1,48,39.4035977,1.06,8.836957475,2.093831342
MD,2021-Jul-01,1,56,103.3891051,1.38,7.105837074,1.401383182
MD,2021-Aug-01,1,59,469.1830892,1.32,16.4703741,3.181964165
MD,2021-Sep-01,1,62,582.7281007,1.03,17.60796751,7.056376491
MD,2021-Oct-01,1,64,476.9813745,0.97,17.24525657,7.468548015
MD,2021-Nov-01,1,66,410.1106664,1.07,14.821688,5.127413759
MD,2021-Dec-01,1,68,1348.493332,1.77,46.45997419,0.807856187
MD,2022-Jan-01,1,71,4199.994856,1.3,62.91386143,28.45632202
MD,2022-Feb-01,1,73,382.7259903,0.81,29.7752709,10.46915671
ME,2021-Mar-01,0,0,433.3632086,1.14,7.751812078,3.02689805
ME,2021-Apr-01,0,20,790.6110052,1.17,10.77871013,3.02689805
ME,2021-May-01,0,40,484.8204754,0.92,11.95993864,3.02689805
ME,2021-Jun-01,0,54,92.50495747,0.87,9.006867367,2.436283796
ME,2021-Jul-01,0,62,105.5722978,1.33,5.020221156,3.100724831
ME,2021-Aug-01,0,64,398.2216605,1.25,12.25524576,2.362457014
ME,2021-Sep-01,0,66,1043.393906,1.19,17.93990795,6.644410353
ME,2021-Oct-01,0,69,1053.655828,1.03,17.49694726,10.70488335
ME,2021-Nov-01,0,71,1137.227745,1.1,25.91320038,11.59080473
ME,2021-Dec-01,0,72,1998.786288,1.17,31.15490188,15.28214381
ME,2022-Jan-01,0,76,2029.424402,1.07,35.87981591,15.28214381
ME,2022-Feb-01,0,78,1424.78306,1.02,30.2689805,24.06753083
MI,2021-Mar-01,0,0,1003.349837,1.28,25.95965925,6.144653346
MI,2021-Apr-01,0,17,1898.968089,1.18,44.1033995,16.32236092
MI,2021-May-01,0,33,556.6515522,0.78,30.49309242,16.1922624
MI,2021-Jun-01,0,42,84.13371446,0.97,10.11766211,6.234721555
MI,2021-Jul-01,0,47,110.133404,1.34,4.233205807,1.921455118
MI,2021-Aug-01,0,49,491.9125254,1.32,12.49946585,3.622743504
MI,2021-Sep-01,0,51,896.0585852,1.11,17.11295964,8.026078149
MI,2021-Oct-01,0,52,1245.042871,1.08,22.85730984,13.01985994
MI,2021-Nov-01,0,54,1997.262527,1.16,45.374362,17.3231188
MI,2021-Dec-01,0,55,2342.443933,1.28,47.68611269,36.17739714
MI,2022-Jan-01,0,57,5464.117977,1.28,49.89778759,32.43456269
MI,2022-Feb-01,0,58,997.0550698,0.75,33.20514626,22.15677933
MN,2021-Mar-01,0,0,583.9059946,1.14,9.585731665,4.118184536
MN,2021-Apr-01,0,19,986.5768213,1.13,14.43993216,5.450022939
MN,2021-May-01,0,35,448.1285743,0.88,12.31950523,4.941821443
MN,2021-Jun-01,0,46,69.76379846,0.99,5.695361592,2.944063839
MN,2021-Jul-01,0,52,128.5574543,1.35,5.222208475,1.296790024
MN,2021-Aug-01,0,54,653.0038739,1.31,12.33702942,2.505959101
MN,2021-Sep-01,0,56,1071.428947,1.1,16.17482692,5.450022939
MN,2021-Oct-01,0,58,1340.197442,1.12,19.53947131,9.41048977
MN,2021-Nov-01,0,60,2187.369335,1.12,29.65092866,12.49474712
MN,2021-Dec-01,0,63,1925.172412,1.25,31.91154911,20.15281794
MN,2022-Jan-01,0,66,5249.388493,1.29,30.93019449,15.85939151
MN,2022-Feb-01,0,67,1590.740779,0.72,26.09351819,12.26693266
MO,2021-Mar-01,0,0,292.3794601,1.04,16.51797249,10.01776938
MO,2021-Apr-01,0,16,299.8036323,1.02,13.74606543,3.241996564
MO,2021-May-01,0,28,235.0123309,1.02,13.22734598,5.219614468
MO,2021-Jun-01,0,34,313.257918,1.18,15.52916354,4.165965585
MO,2021-Jul-01,0,39,988.6954822,1.22,33.61950437,6.338103283
MO,2021-Aug-01,0,42,1282.82562,1.06,39.99002762,15.57779349
MO,2021-Sep-01,0,45,1009.5091,0.97,35.87269198,14.92939418
MO,2021-Oct-01,0,48,571.4667344,1.04,23.26132535,9.48283995
MO,2021-Nov-01,0,50,655.2237156,1.18,23.66657492,10.89310846
MO,2021-Dec-01,0,51,1636.381556,1.34,43.50759389,11.18488815
MO,2022-Jan-01,0,53,5227.34663,1.34,64.43468171,19.41955942
MO,2022-Feb-01,0,54,1068.967317,0.66,54.70869202,21.36475736
MS,2021-Mar-01,0,0,348.9406545,0.93,16.34974567,11.83249635
MS,2021-Apr-01,0,15,227.68285,1.01,9.203052717,5.629706241
MS,2021-May-01,0,24,175.4647963,0.97,8.393993137,3.94416545
MS,2021-Jun-01,0,27,136.5625149,1.22,7.146692952,3.236238318
MS,2021-Jul-01,0,30,732.9068466,1.42,33.0365995,4.416116871
MS,2021-Aug-01,0,35,3142.421118,1.29,61.28626315,29.19356649
MS,2021-Sep-01,0,38,1741.905275,0.87,55.55542446,40.14958163
MS,2021-Oct-01,0,44,536.811031,0.89,20.4624652,16.01263751
MS,2021-Nov-01,0,46,332.1526682,1.1,9.101920269,7.07927132
MS,2021-Dec-01,0,47,996.6939803,1.61,22.61995741,5.562284609
MS,2022-Jan-01,0,48,6192.036359,1.51,57.57807341,16.34974567
MS,2022-Feb-01,0,50,2077.867265,0.86,51.3752833,36.17170537
MT,2021-Mar-01,0,0,392.9939429,1.02,6.728085795,7.281079148
MT,2021-Apr-01,0,20,392.0722873,1,6.820251354,12.44235044
MT,2021-May-01,0,33,276.2201798,0.98,7.373244707,3.870953471
MT,2021-Jun-01,0,38,154.3773111,0.99,6.820251354,4.79260906
MT,2021-Jul-01,0,43,241.289433,1.31,10.69120483,3.594456795
MT,2021-Aug-01,0,44,992.4387376,1.27,25.80635647,8.847893648
MT,2021-Sep-01,0,46,2206.074816,1.15,42.67265374,19.2626018
MT,2021-Oct-01,0,49,2290.86713,1,48.01825615,31.05979333
MT,2021-Nov-01,0,51,1399.257514,0.9,36.22106462,30.04597218
MT,2021-Dec-01,0,52,604.7903971,1.48,18.70960844,21.65890633
MT,2022-Jan-01,0,54,4160.906319,1.49,31.33629,8.940059207
MT,2022-Feb-01,0,55,2133.632687,0.87,34.469919,15.57597944
NC,2021-Mar-01,0,0,522.6510141,1.01,12.55954805,7.466576557
NC,2021-Apr-01,0,0,515.3059212,1.05,11.46619454,5.036902083
NC,2021-May-01,0,0,292.4393577,0.92,10.14856338,3.980928177
NC,2021-Jun-01,0,0,119.5119494,1.09,5.952702462,3.261370736
NC,2021-Jul-01,0,0,323.3896725,1.37,11.83064571,1.906359972
NC,2021-Aug-01,0,0,1552.814301,1.31,34.44530812,7.260988717
NC,2021-Sep-01,0,0,1701.463655,1.03,35.17421046,19.21311815
NC,2021-Oct-01,0,0,767.5808909,0.9,25.87603315,14.26966508
NC,2021-Nov-01,0,0,530.0054518,1.15,11.98950904,6.466672062
NC,2021-Dec-01,0,0,1393.51176,1.48,27.25907862,6.317153633
NC,2022-Jan-01,0,0,6875.997451,1.45,52.37817472,12.43806433
NC,2022-Feb-01,0,0,1531.106094,0.71,47.79917283,16.28816388
ND,2021-Mar-01,0,0,426.4791059,1.14,10.90872256,2.98691213
ND,2021-Apr-01,0,21,568.9418279,1.08,16.2332181,3.376509365
ND,2021-May-01,0,33,320.8982554,0.92,15.0644264,2.727180641
ND,2021-Jun-01,0,37,99.08756328,0.89,8.830870646,2.077851917
ND,2021-Jul-01,0,39,121.6842029,1.35,6.49328724,1.428523193
ND,2021-Aug-01,0,40,760.23407,1.34,24.80435726,2.857046385
ND,2021-Sep-01,0,42,1904.221416,1.16,36.62214003,6.882884474
ND,2021-Oct-01,0,44,2108.759964,1.04,39.73891791,19.9993247
ND,2021-Nov-01,0,46,1805.393584,1,38.18052897,17.14227831
ND,2021-Dec-01,0,49,1543.843974,1.37,36.75200578,16.49294959
ND,2022-Jan-01,0,53,6434.458057,1.41,42.85569578,10.77885682
ND,2022-Feb-01,0,54,1852.145252,0.73,44.02448748,12.85670873
NE,2021-Mar-01,0,0,426.1279224,1.13,9.067641532,4.456976346
NE,2021-Apr-01,0,19,523.7715651,1.09,10.04100418,4.713124412
NE,2021-May-01,0,32,178.125365,0.84,8.043049269,2.25410298
NE,2021-Jun-01,0,42,55.17429339,1.16,4.098369054,1.280740329
NE,2021-Jul-01,0,48,189.3958799,1.33,8.811493466,1.588118008
NE,2021-Aug-01,0,50,809.6328066,1.24,19.41602339,2.202873367
NE,2021-Sep-01,0,52,1137.041264,1.07,23.41193322,4.20082828
NE,2021-Oct-01,0,55,889.5510032,1.09,25.46111775,12.24387755
NE,2021-Nov-01,0,56,1332.738387,1.1,29.50825719,9.221330372
NE,2021-Dec-01,0,57,1456.406673,1.37,33.76031508,9.272559985
NE,2022-Jan-01,0,60,5177.725774,1.38,40.8300017,16.90577235
NE,2022-Feb-01,0,62,729.6633805,0.61,38.83204679,12.80740329
NH,2021-Mar-01,1,0,637.8065053,1.11,9.036563832,4.955535005
NH,2021-Apr-01,1,0,780.4967632,1.08,10.49407413,4.73690846
NH,2021-May-01,1,0,279.8419767,0.82,6.850298389,3.643775739
NH,2021-Jun-01,1,0,56.69715049,0.98,2.623518532,1.384634781
NH,2021-Jul-01,1,0,84.02546853,1.39,2.769269561,1.093132722
NH,2021-Aug-01,1,0,512.4606199,1.37,8.890812802,2.186265443
NH,2021-Sep-01,1,0,916.7011003,1.11,11.22282928,4.664032946
NH,2021-Oct-01,1,0,887.1136413,1.11,16.10548877,6.121543241
NH,2021-Nov-01,1,0,1755.4254,1.16,29.73321003,11.00420273
NH,2021-Dec-01,1,0,2727.220389,1.21,35.05312261,17.85450112
NH,2022-Jan-01,1,0,5698.063625,1.25,33.74136334,18.07312766
NH,2022-Feb-01,1,0,1521.13062,0.8,23.24728921,11.95158442
NJ,2021-Mar-01,0,0,1346.078436,1.06,27.30288511,14.37824243
NJ,2021-Apr-01,0,20,1097.693171,0.98,27.70854086,11.56118866
NJ,2021-May-01,0,37,186.8382741,0.84,17.34178299,7.414485516
NJ,2021-Jun-01,0,49,79.58740304,1.02,6.253859364,2.704371617
NJ,2021-Jul-01,0,55,179.8181761,1.31,5.960885772,1.69023226
NJ,2021-Aug-01,0,59,592.8545995,1.22,12.50771873,3.166368435
NJ,2021-Sep-01,0,62,705.4353362,1.03,14.07400062,6.141177213
NJ,2021-Oct-01,0,64,499.7115337,1.02,12.91337447,6.141177213
NJ,2021-Nov-01,0,66,606.0947522,1.21,12.5640598,4.710113899
NJ,2021-Dec-01,0,68,3510.589869,1.43,48.5998116,7.29053515
NJ,2022-Jan-01,0,71,6170.508377,1.21,72.69125541,27.10005724
NJ,2022-Feb-01,0,73,618.6475438,0.85,33.08347944,16.38398471
NM,2021-Mar-01,1,0,309.7379816,0.99,10.87883402,10.59379906
NM,2021-Apr-01,1,24,288.8829243,1.02,7.695943715,6.175757302
NM,2021-May-01,1,38,241.7096396,1.01,8.361025271,3.895477683
NM,2021-Jun-01,1,48,129.2633509,0.99,5.748204874,3.657948556
NM,2021-Jul-01,1,55,231.543393,1.31,8.693566049,3.325407778
NM,2021-Aug-01,1,57,1054.534312,1.3,22.28023211,5.130629143
NM,2021-Sep-01,1,60,969.5938965,1.02,22.51776124,13.44414859
NM,2021-Oct-01,1,62,1053.916737,1.12,21.99519716,11.7814447
NM,2021-Nov-01,1,62,1855.340011,1.12,33.44410108,15.10685248
NM,2021-Dec-01,1,64,1699.710927,1.32,37.29207294,23.1828428
NM,2022-Jan-01,1,66,6177.847559,1.38,38.3372011,28.45598942
NM,2022-Feb-01,1,68,1458.238817,0.71,35.39183992,21.33011561
NV,2021-Mar-01,0,0,313.3920483,1.04,14.94136769,9.165712951
NV,2021-Apr-01,0,16,341.7367017,1.08,13.05800201,6.748727002
NV,2021-May-01,0,28,260.846146,0.99,12.30465574,3.829510206
NV,2021-Jun-01,0,37,312.7642597,1.16,13.27772801,3.076163936
NV,2021-Jul-01,0,42,712.19473,1.18,36.53729409,7.250957848
NV,2021-Aug-01,0,45,1073.487045,1.05,41.43404485,18.77087789
NV,2021-Sep-01,0,48,964.2518361,1,38.29510206,20.08923387
NV,2021-Oct-01,0,51,577.3143582,1.04,27.59130714,15.09831483
NV,2021-Nov-01,0,53,669.1912137,1.04,23.22817666,12.11631918
NV,2021-Dec-01,0,55,958.6331285,1.43,29.94551423,12.64993945
NV,2022-Jan-01,0,57,4887.867547,1.43,65.54112549,16.66778622
NV,2022-Feb-01,0,59,768.6957002,0.86,53.23646974,22.3806621
NY,2021-Mar-01,0,0,1074.026964,1.05,32.62697513,13.71503941
NY,2021-Apr-01,0,17,905.3221348,1.02,27.8549497,10.04146066
NY,2021-May-01,0,35,281.4044221,0.79,16.76685588,5.336792819
NY,2021-Jun-01,0,47,64.83944207,1.09,7.989645171,1.766841118
NY,2021-Jul-01,0,54,182.8913718,1.34,5.917104271,0.886011235
NY,2021-Aug-01,0,57,662.0887347,1.27,14.35752709,3.010365658
NY,2021-Sep-01,0,60,768.4308083,1.02,15.32643996,5.626948545
NY,2021-Oct-01,0,64,691.1664835,1.03,14.51296766,5.502596091
NY,2021-Nov-01,0,67,884.3635649,1.13,17.78240093,5.461145273
NY,2021-Dec-01,0,69,3861.962351,1.42,48.76688739,10.07254878
NY,2022-Jan-01,0,72,6816.39013,1.2,70.23841112,27.22282473
NY,2022-Feb-01,0,74,609.8296159,0.8,37.49744624,12.84457223
OH,2021-Mar-01,0,0,428.0463947,1.07,12.54842454,9.868012768
OH,2021-Apr-01,0,17,467.3306462,1.06,16.02271623,5.762031677
OH,2021-May-01,0,33,252.863559,0.9,13.64107647,4.925470041
OH,2021-Jun-01,0,40,80.15626288,1,9.569240755,3.824281765
OH,2021-Jul-01,0,45,153.2529699,1.33,9.082669192,1.56215081
OH,2021-Aug-01,0,47,782.1253753,1.3,24.35418722,3.192592366
OH,2021-Sep-01,0,49,1648.128859,1.17,35.7245964,9.21071434
OH,2021-Oct-01,0,50,1121.291364,1.02,33.99171872,22.04083821
OH,2021-Nov-01,0,52,1236.83077,1.11,36.00629572,17.58486704
OH,2021-Dec-01,0,53,2781.806458,1.19,51.90950315,24.41394162
OH,2022-Jan-01,0,55,4463.269737,1.16,61.88848838,30.93570785
OH,2022-Feb-01,0,57,621.4970049,0.72,38.08916347,29.95402838
OK,2021-Mar-01,1,0,347.2296184,0.94,16.23879855,13.15643401
OK,2021-Apr-01,1,19,204.9145922,0.96,8.545417138,2.982125042
OK,2021-May-01,1,30,121.9664082,0.95,7.292423423,3.25778366
OK,2021-Jun-01,1,34,117.2551519,1.19,9.923710225,2.430807808
OK,2021-Jul-01,1,39,570.9641762,1.35,23.00496461,2.430807808
OK,2021-Aug-01,1,40,1787.345415,1.2,42.17576845,8.194578898
OK,2021-Sep-01,1,44,1548.875651,1,41.04807411,22.72930599
OK,2021-Oct-01,1,48,757.1339824,0.91,26.01214953,15.78772081
OK,2021-Nov-01,1,50,575.0990554,1.14,15.58724182,4.235118757
OK,2021-Dec-01,1,52,1052.790379,1.46,27.08972412,7.091944428
OK,2022-Jan-01,1,54,6715.444877,1.48,60.04345883,12.32945816
OK,2022-Feb-01,1,55,1066.924149,0.78,55.35726234,23.70664109
OR,2021-Mar-01,0,0,219.5158854,1.13,5.735015698,4.149726806
