state_id,date_,new_cases,vaccinated_ratio,population
AK,2021-03-01,383,0,724357
AK,2021-03-02,154,0,724357
AK,2021-03-03,191,0,724357
AK,2021-03-04,148,0,724357
AK,2021-03-05,148,0.146,724357
AK,2021-03-06,0,0.15,724357
AK,2021-03-07,0,0.156,724357
AK,2021-03-08,340,0.158,724357
AK,2021-03-09,89,0.16,724357
AK,2021-03-10,152,0.163,724357
AK,2021-03-11,238,0.167,724357
AK,2021-03-12,107,0.17,724357
AK,2021-03-13,0,0.173,724357
AK,2021-03-14,0,0.179,724357
AK,2021-03-15,378,0.181,724357
AK,2021-03-16,103,0.183,724357
AK,2021-03-17,174,0.186,724357
AK,2021-03-18,155,0.189,724357
AK,2021-03-19,77,0.192,724357
AK,2021-03-20,0,0.196,724357
AK,2021-03-21,0,0.2,724357
AK,2021-03-22,351,0.201,724357
AK,2021-03-23,178,0.201,724357
AK,2021-03-24,199,0.203,724357
AK,2021-03-25,147,0.206,724357
AK,2021-03-26,186,0.21,724357
AK,2021-03-27,0,0.214,724357
AK,2021-03-28,0,0.219,724357
AK,2021-03-29,0,0.22,724357
AK,2021-03-30,651,0.221,724357
AK,2021-03-31,164,0.223,724357
AK,2021-04-01,226,0.226,724357
AK,2021-04-02,202,0.229,724357
AK,2021-04-03,0,0.233,724357
AK,2021-04-04,0,0.242,724357
AK,2021-04-05,499,0.245,724357
AK,2021-04-06,80,0.245,724357
AK,2021-04-07,219,0.249,724357
AK,2021-04-08,228,0.255,724357
AK,2021-04-09,246,0.26,724357
AK,2021-04-10,0,0.266,724357
AK,2021-04-11,0,0.272,724357
AK,2021-04-12,396,0.276,724357
AK,2021-04-13,154,0.304,724357
AK,2021-04-14,199,0.308,724357
AK,2021-04-15,193,0.308,724357
AK,2021-04-16,189,0.312,724357
AK,2021-04-17,0,0.316,724357
AK,2021-04-18,0,0.321,724357
AK,2021-04-19,445,0.322,724357
AK,2021-04-20,109,0.324,724357
AK,2021-04-21,198,0.328,724357
AK,2021-04-22,228,0.331,724357
AK,2021-04-23,148,0.335,724357
AK,2021-04-24,0,0.337,724357
AK,2021-04-25,0,0.34,724357
AK,2021-04-26,449,0.34,724357
AK,2021-04-27,137,0.341,724357
AK,2021-04-28,186,0.343,724357
AK,2021-04-29,168,0.349,724357
AK,2021-04-30,140,0.351,724357
AK,2021-05-01,0,0.358,724357
AK,2021-05-02,0,0.36,724357
AK,2021-05-03,274,0.36,724357
AK,2021-05-04,92,0.361,724357
AK,2021-05-05,148,0.362,724357
AK,2021-05-06,96,0.363,724357
AK,2021-05-07,116,0.365,724357
AK,2021-05-08,0,0.367,724357
AK,2021-05-09,0,0.367,724357
AK,2021-05-10,235,0.37,724357
AK,2021-05-11,58,0.371,724357
AK,2021-05-12,88,0.372,724357
AK,2021-05-13,80,0.374,724357
AK,2021-05-14,112,0.375,724357
AK,2021-05-15,0,0.377,724357
AK,2021-05-16,0,0.379,724357
AK,2021-05-17,135,0.379,724357
AK,2021-05-18,56,0.379,724357
AK,2021-05-19,98,0.38,724357
AK,2021-05-20,77,0.382,724357
AK,2021-05-21,66,0.383,724357
AK,2021-05-22,0,0.385,724357
AK,2021-05-23,0,0.386,724357
AK,2021-05-24,95,0.387,724357
AK,2021-05-25,52,0.387,724357
AK,2021-05-26,66,0.388,724357
AK,2021-05-27,41,0.389,724357
AK,2021-05-28,44,0.391,724357
AK,2021-05-29,0,0.392,724357
AK,2021-05-30,0,0.393,724357
AK,2021-05-31,0,0.393,724357
AK,2021-06-01,110,0.394,724357
AK,2021-06-02,36,0.394,724357
AK,2021-06-03,53,0.395,724357
AK,2021-06-04,60,0.397,724357
AK,2021-06-05,0,0.398,724357
AK,2021-06-06,0,0.401,724357
AK,2021-06-07,51,0.402,724357
AK,2021-06-08,0,0.402,724357
AK,2021-06-09,67,0.402,724357
AK,2021-06-10,0,0.405,724357
AK,2021-06-11,61,0.406,724357
AK,2021-06-12,0,0.408,724357
AK,2021-06-13,0,0.409,724357
AK,2021-06-14,67,0.411,724357
AK,2021-06-15,0,0.411,724357
AK,2021-06-16,51,0.413,724357
AK,2021-06-17,0,0.414,724357
AK,2021-06-18,102,0.415,724357
AK,2021-06-19,0,0.416,724357
AK,2021-06-20,0,0.417,724357
AK,2021-06-21,87,0.418,724357
AK,2021-06-22,0,0.418,724357
AK,2021-06-23,71,0.419,724357
AK,2021-06-24,0,0.42,724357
AK,2021-06-25,42,0.421,724357
AK,2021-06-26,0,0.424,724357
AK,2021-06-27,0,0.426,724357
AK,2021-06-28,96,0.427,724357
AK,2021-06-29,0,0.428,724357
AK,2021-06-30,88,0.429,724357
AK,2021-07-01,0,0.43,724357
AK,2021-07-02,105,0.435,724357
AK,2021-07-03,0,0.436,724357
AK,2021-07-04,0,0.438,724357
AK,2021-07-05,0,0.44,724357
AK,2021-07-06,0,0.442,724357
AK,2021-07-07,212,0.442,724357
AK,2021-07-08,0,0.443,724357
AK,2021-07-09,132,0.443,724357
AK,2021-07-10,0,0.444,724357
AK,2021-07-11,0,0.445,724357
AK,2021-07-12,173,0.446,724357
AK,2021-07-13,0,0.446,724357
AK,2021-07-14,248,0.447,724357
AK,2021-07-15,0,0.447,724357
AK,2021-07-16,287,0.448,724357
AK,2021-07-17,0,0.449,724357
AK,2021-07-18,0,0.45,724357
AK,2021-07-19,455,0.45,724357
AK,2021-07-20,0,0.45,724357
AK,2021-07-21,473,0.451,724357
AK,2021-07-22,0,0.451,724357
AK,2021-07-23,439,0.452,724357
AK,2021-07-24,0,0.452,724357
AK,2021-07-25,0,0.452,724357
AK,2021-07-26,564,0.453,724357
AK,2021-07-27,0,0.453,724357
AK,2021-07-28,526,0.454,724357
AK,2021-07-29,0,0.454,724357
AK,2021-07-30,570,0.455,724357
AK,2021-07-31,0,0.455,724357
AK,2021-08-01,0,0.455,724357
AK,2021-08-02,746,0.455,724357
AK,2021-08-03,293,0.456,724357
AK,2021-08-04,338,0.457,724357
AK,2021-08-05,377,0.458,724357
AK,2021-08-06,332,0.458,724357
AK,2021-08-07,0,0.459,724357
AK,2021-08-08,0,0.459,724357
AK,2021-08-09,847,0.459,724357
AK,2021-08-10,254,0.459,724357
AK,2021-08-11,375,0.46,724357
AK,2021-08-12,402,0.46,724357
AK,2021-08-13,334,0.461,724357
AK,2021-08-14,0,0.462,724357
AK,2021-08-15,0,0.462,724357
AK,2021-08-16,1056,0.463,724357
AK,2021-08-17,449,0.463,724357
AK,2021-08-18,661,0.464,724357
AK,2021-08-19,683,0.465,724357
AK,2021-08-20,469,0.465,724357
AK,2021-08-21,0,0.466,724357
AK,2021-08-22,0,0.466,724357
AK,2021-08-23,1112,0.466,724357
AK,2021-08-24,593,0.468,724357
AK,2021-08-25,620,0.468,724357
AK,2021-08-26,727,0.469,724357
AK,2021-08-27,534,0.47,724357
AK,2021-08-28,0,0.471,724357
AK,2021-08-29,0,0.471,724357
AK,2021-08-30,1148,0.472,724357
AK,2021-08-31,639,0.472,724357
AK,2021-09-01,791,0.473,724357
AK,2021-09-02,712,0.474,724357
AK,2021-09-03,582,0.474,724357
AK,2021-09-04,0,0.475,724357
AK,2021-09-05,0,0.476,724357
AK,2021-09-06,0,0.476,724357
AK,2021-09-07,2127,0.48,724357
AK,2021-09-08,837,0.48,724357
AK,2021-09-09,838,0.481,724357
AK,2021-09-10,693,0.482,724357
AK,2021-09-11,0,0.483,724357
AK,2021-09-12,0,0.483,724357
AK,2021-09-13,1456,0.484,724357
AK,2021-09-14,689,0.485,724357
AK,2021-09-15,1089,0.485,724357
AK,2021-09-16,1052,0.486,724357
AK,2021-09-17,882,0.488,724357
AK,2021-09-18,0,0.489,724357
AK,2021-09-19,0,0.491,724357
AK,2021-09-20,2108,0.492,724357
AK,2021-09-21,853,0.493,724357
AK,2021-09-22,1244,0.495,724357
AK,2021-09-23,1315,0.497,724357
AK,2021-09-24,1778,0.497,724357
AK,2021-09-25,0,0.498,724357
AK,2021-09-26,0,0.498,724357
AK,2021-09-27,3999,0.504,724357
AK,2021-09-28,685,0.504,724357
AK,2021-09-29,996,0.505,724357
AK,2021-09-30,1267,0.506,724357
AK,2021-10-01,1032,0.507,724357
AK,2021-10-02,0,0.508,724357
AK,2021-10-03,0,0.508,724357
AK,2021-10-04,2232,0.509,724357
AK,2021-10-05,854,0.509,724357
AK,2021-10-06,856,0.51,724357
AK,2021-10-07,853,0.51,724357
AK,2021-10-08,834,0.511,724357
AK,2021-10-09,0,0.512,724357
AK,2021-10-10,0,0.512,724357
AK,2021-10-11,2770,0.513,724357
AK,2021-10-12,450,0.513,724357
AK,2021-10-13,1226,0.513,724357
AK,2021-10-14,967,0.514,724357
AK,2021-10-15,984,0.515,724357
AK,2021-10-16,0,0.516,724357
AK,2021-10-17,0,0.517,724357
AK,2021-10-18,0,0.517,724357
AK,2021-10-19,2820,0.52,724357
AK,2021-10-20,814,0.52,724357
AK,2021-10-21,1020,0.521,724357
AK,2021-10-22,846,0.522,724357
AK,2021-10-23,0,0.522,724357
AK,2021-10-24,0,0.523,724357
AK,2021-10-25,1666,0.524,724357
AK,2021-10-26,743,0.524,724357
AK,2021-10-27,560,0.524,724357
AK,2021-10-28,809,0.525,724357
AK,2021-10-29,804,0.526,724357
AK,2021-10-30,0,0.526,724357
AK,2021-10-31,0,0.526,724357
AK,2021-11-01,1528,0.527,724357
AK,2021-11-02,493,0.528,724357
AK,2021-11-03,672,0.528,724357
AK,2021-11-04,651,0.528,724357
AK,2021-11-05,863,0.529,724357
AK,2021-11-06,0,0.53,724357
AK,2021-11-07,0,0.53,724357
AK,2021-11-08,1339,0.531,724357
AK,2021-11-09,372,0.531,724357
AK,2021-11-10,452,0.531,724357
AK,2021-11-11,0,0.532,724357
AK,2021-11-12,867,0.532,724357
AK,2021-11-13,0,0.533,724357
AK,2021-11-14,0,0.535,724357
AK,2021-11-15,1080,0.535,724357
AK,2021-11-16,349,0.535,724357
AK,2021-11-17,439,0.537,724357
AK,2021-11-18,520,0.538,724357
AK,2021-11-19,520,0.538,724357
AK,2021-11-20,0,0.539,724357
AK,2021-11-21,0,0.539,724357
AK,2021-11-22,740,0.539,724357
AK,2021-11-23,144,0.54,724357
AK,2021-11-24,487,0.54,724357
AK,2021-11-25,0,0.54,724357
AK,2021-11-26,625,0.54,724357
AK,2021-11-27,0,0.54,724357
AK,2021-11-28,0,0.54,724357
AK,2021-11-29,720,0.541,724357
AK,2021-11-30,168,0.542,724357
AK,2021-12-01,324,0.543,724357
AK,2021-12-02,344,0.544,724357
AK,2021-12-03,317,0.545,724357
AK,2021-12-04,0,0.547,724357
AK,2021-12-05,0,0.547,724357
AK,2021-12-06,550,0.55,724357
AK,2021-12-07,0,0.55,724357
AK,2021-12-08,440,0.551,724357
AK,2021-12-09,0,0.553,724357
AK,2021-12-10,443,0.553,724357
AK,2021-12-11,0,0.554,724357
AK,2021-12-12,0,0.554,724357
AK,2021-12-13,404,0.556,724357
AK,2021-12-14,0,0.556,724357
AK,2021-12-15,396,0.557,724357
AK,2021-12-16,0,0.558,724357
AK,2021-12-17,407,0.558,724357
AK,2021-12-18,0,0.559,724357
AK,2021-12-19,0,0.559,724357
AK,2021-12-20,418,0.559,724357
AK,2021-12-21,0,0.56,724357
AK,2021-12-22,222,0.56,724357
AK,2021-12-23,0,0.561,724357
AK,2021-12-24,0,0.561,724357
AK,2021-12-25,0,0.561,724357
AK,2021-12-26,0,0.561,724357
AK,2021-12-27,876,0.561,724357
AK,2021-12-28,0,0.562,724357
AK,2021-12-29,985,0.563,724357
AK,2021-12-30,0,0.563,724357
AK,2021-12-31,0,0.564,724357
AK,2022-01-01,0,0.564,724357
AK,2022-01-02,0,0.564,724357
AK,2022-01-03,2889,0.565,724357
AK,2022-01-04,0,0.565,724357
AK,2022-01-05,0,0.565,724357
AK,2022-01-06,1037,0.566,724357
AK,2022-01-07,0,0.566,724357
AK,2022-01-08,0,0.567,724357
AK,2022-01-09,0,0.567,724357
AK,2022-01-10,3254,0.567,724357
AK,2022-01-11,0,0.568,724357
AK,2022-01-12,4509,0.568,724357
AK,2022-01-13,0,0.569,724357
AK,2022-01-14,5456,0.569,724357
AK,2022-01-15,0,0.57,724357
AK,2022-01-16,0,0.57,724357
AK,2022-01-17,0,0.57,724357
AK,2022-01-18,0,0.571,724357
AK,2022-01-19,10181,0.58,724357
AK,2022-01-20,0,0.58,724357
AK,2022-01-21,6478,0.581,724357
AK,2022-01-22,0,0.581,724357
AK,2022-01-23,0,0.581,724357
AK,2022-01-24,5632,0.582,724357
AK,2022-01-25,0,0.582,724357
AK,2022-01-26,5474,0.582,724357
AK,2022-01-27,0,0.583,724357
AK,2022-01-28,5878,0.583,724357
AK,2022-01-29,0,0.583,724357
AK,2022-01-30,0,0.583,724357
AK,2022-01-31,4526,0.584,724357
AK,2022-02-01,0,0.584,724357
AK,2022-02-02,4124,0.584,724357
AK,2022-02-03,0,0.597,724357
AK,2022-02-04,3806,0.598,724357
AK,2022-02-05,0,0.598,724357
AK,2022-02-06,0,0.598,724357
AK,2022-02-07,3043,0.598,724357
AK,2022-02-08,0,0.598,724357
AK,2022-02-09,2236,0.599,724357
AK,2022-02-10,0,0.599,724357
AK,2022-02-11,1861,0.599,724357
AK,2022-02-12,0,0.6,724357
AK,2022-02-13,0,0.6,724357
AK,2022-02-14,1027,0.6,724357
AK,2022-02-15,0,0.6,724357
AK,2022-02-16,1665,0.6,724357
AK,2022-02-17,0,0.607,724357
AK,2022-02-18,1136,0.608,724357
AK,2022-02-19,0,0.608,724357
AK,2022-02-20,0,0.608,724357
AK,2022-02-21,0,0.608,724357
AK,2022-02-22,0,0.609,724357
AK,2022-02-23,1795,0.609,724357
AK,2022-02-24,0,0.609,724357
AK,2022-02-25,919,0.609,724357
AK,2022-02-26,0,0.609,724357
AK,2022-02-27,0,0.61,724357
AL,2021-03-01,517,0,4934193
AL,2021-03-02,652,0,4934193
AL,2021-03-03,0,0,4934193
AL,2021-03-04,922,0,4934193
AL,2021-03-05,811,0.078,4934193
AL,2021-03-06,524,0.082,4934193
AL,2021-03-07,408,0.083,4934193
AL,2021-03-08,273,0.084,4934193
AL,2021-03-09,524,0.086,4934193
AL,2021-03-10,782,0.089,4934193
AL,2021-03-11,865,0.092,4934193
AL,2021-03-12,448,0.096,4934193
AL,2021-03-13,594,0.1,4934193
AL,2021-03-14,368,0.101,4934193
AL,2021-03-15,0,0.102,4934193
AL,2021-03-16,488,0.104,4934193
AL,2021-03-17,759,0.107,4934193
AL,2021-03-18,572,0.109,4934193
AL,2021-03-19,531,0.112,4934193
AL,2021-03-20,508,0.114,4934193
AL,2021-03-21,373,0.116,4934193
AL,2021-03-22,319,0.116,4934193
AL,2021-03-23,10,0.118,4934193
AL,2021-03-24,922,0.12,4934193
AL,2021-03-25,427,0.123,4934193
AL,2021-03-26,442,0.125,4934193
AL,2021-03-27,492,0.127,4934193
AL,2021-03-28,319,0.128,4934193
AL,2021-03-29,228,0.129,4934193
AL,2021-03-30,361,0.131,4934193
AL,2021-03-31,408,0.134,4934193
AL,2021-04-01,478,0.137,4934193
AL,2021-04-02,400,0.141,4934193
AL,2021-04-03,349,0.144,4934193
AL,2021-04-04,194,0.145,4934193
AL,2021-04-05,109,0.145,4934193
AL,2021-04-06,196,0.148,4934193
AL,2021-04-07,338,0.152,4934193
AL,2021-04-08,464,0.156,4934193
AL,2021-04-09,318,0.161,4934193
AL,2021-04-10,354,0.165,4934193
AL,2021-04-11,311,0.167,4934193
AL,2021-04-12,172,0.168,4934193
AL,2021-04-13,0,0.172,4934193
AL,2021-04-14,277,0.177,4934193
AL,2021-04-15,421,0.182,4934193
AL,2021-04-16,422,0.187,4934193
AL,2021-04-17,508,0.191,4934193
AL,2021-04-18,270,0.192,4934193
AL,2021-04-19,111,0.193,4934193
AL,2021-04-20,0,0.197,4934193
AL,2021-04-21,412,0.201,4934193
AL,2021-04-22,682,0.206,4934193
AL,2021-04-23,428,0.211,4934193
AL,2021-04-24,421,0.215,4934193
AL,2021-04-25,233,0.217,4934193
AL,2021-04-26,217,0.218,4934193
AL,2021-04-27,359,0.22,4934193
AL,2021-04-28,376,0.224,4934193
AL,2021-04-29,430,0.229,4934193
AL,2021-04-30,409,0.233,4934193
AL,2021-05-01,387,0.237,4934193
AL,2021-05-02,288,0.238,4934193
AL,2021-05-03,187,0.238,4934193
AL,2021-05-04,0,0.241,4934193
AL,2021-05-05,662,0.245,4934193
AL,2021-05-06,565,0.245,4934193
AL,2021-05-07,314,0.253,4934193
AL,2021-05-08,419,0.258,4934193
AL,2021-05-09,244,0.259,4934193
AL,2021-05-10,106,0.26,4934193
AL,2021-05-11,310,0.26,4934193
AL,2021-05-12,347,0.262,4934193
AL,2021-05-13,0,0.268,4934193
AL,2021-05-14,0,0.272,4934193
AL,2021-05-15,0,0.275,4934193
AL,2021-05-16,0,0.275,4934193
AL,2021-05-17,184,0.276,4934193
AL,2021-05-18,336,0.278,4934193
AL,2021-05-19,288,0.278,4934193
AL,2021-05-20,339,0.282,4934193
AL,2021-05-21,443,0.283,4934193
AL,2021-05-22,255,0.285,4934193
AL,2021-05-23,196,0.287,4934193
AL,2021-05-24,132,0.287,4934193
AL,2021-05-25,306,0.289,4934193
AL,2021-05-26,269,0.29,4934193
AL,2021-05-27,346,0.29,4934193
AL,2021-05-28,228,0.291,4934193
AL,2021-05-29,0,0.292,4934193
AL,2021-05-30,0,0.292,4934193
AL,2021-05-31,0,0.292,4934193
AL,2021-06-01,640,0.292,4934193
AL,2021-06-02,553,0.293,4934193
AL,2021-06-03,430,0.293,4934193
AL,2021-06-04,557,0.294,4934193
AL,2021-06-05,0,0.294,4934193
AL,2021-06-06,0,0.294,4934193
AL,2021-06-07,739,0.294,4934193
AL,2021-06-08,216,0.294,4934193
AL,2021-06-09,305,0.295,4934193
AL,2021-06-10,290,0.298,4934193
AL,2021-06-11,188,0.3,4934193
AL,2021-06-12,0,0.303,4934193
AL,2021-06-13,0,0.304,4934193
AL,2021-06-14,550,0.306,4934193
AL,2021-06-15,290,0.306,4934193
AL,2021-06-16,160,0.308,4934193
AL,2021-06-17,0,0.315,4934193
AL,2021-06-18,334,0.316,4934193
AL,2021-06-19,0,0.318,4934193
AL,2021-06-20,0,0.319,4934193
AL,2021-06-21,356,0.319,4934193
AL,2021-06-22,0,0.32,4934193
AL,2021-06-23,381,0.32,4934193
AL,2021-06-24,0,0.321,4934193
AL,2021-06-25,540,0.321,4934193
AL,2021-06-26,0,0.322,4934193
AL,2021-06-27,0,0.323,4934193
AL,2021-06-28,517,0.324,4934193
AL,2021-06-29,0,0.325,4934193
AL,2021-06-30,532,0.325,4934193
AL,2021-07-01,0,0.327,4934193
AL,2021-07-02,315,0.327,4934193
AL,2021-07-03,0,0.329,4934193
AL,2021-07-04,0,0.329,4934193
AL,2021-07-05,0,0.33,4934193
AL,2021-07-06,0,0.33,4934193
AL,2021-07-07,1613,0.33,4934193
AL,2021-07-08,0,0.331,4934193
AL,2021-07-09,1160,0.332,4934193
AL,2021-07-10,534,0.332,4934193
AL,2021-07-11,0,0.333,4934193
AL,2021-07-12,610,0.333,4934193
AL,2021-07-13,0,0.334,4934193
AL,2021-07-14,1398,0.334,4934193
AL,2021-07-15,965,0.336,4934193
AL,2021-07-16,999,0.336,4934193
AL,2021-07-17,901,0.336,4934193
AL,2021-07-18,724,0.337,4934193
AL,2021-07-19,718,0.337,4934193
AL,2021-07-20,1391,0.337,4934193
AL,2021-07-21,1632,0.339,4934193
AL,2021-07-22,1567,0.339,4934193
AL,2021-07-23,1733,0.339,4934193
AL,2021-07-24,1888,0.34,4934193
AL,2021-07-25,1536,0.34,4934193
AL,2021-07-26,1403,0.341,4934193
AL,2021-07-27,2667,0.341,4934193
AL,2021-07-28,2726,0.342,4934193
AL,2021-07-29,2730,0.342,4934193
AL,2021-07-30,0,0.343,4934193
AL,2021-07-31,5414,0.343,4934193
AL,2021-08-01,1798,0.344,4934193
AL,2021-08-02,1705,0.344,4934193
AL,2021-08-03,3307,0.345,4934193
AL,2021-08-04,3399,0.346,4934193
AL,2021-08-05,3817,0.346,4934193
AL,2021-08-06,3685,0.347,4934193
AL,2021-08-07,3891,0.348,4934193
AL,2021-08-08,0,0.348,4934193
AL,2021-08-09,4877,0.349,4934193
AL,2021-08-10,3815,0.35,4934193
AL,2021-08-11,3851,0.35,4934193
AL,2021-08-12,4167,0.351,4934193
AL,2021-08-13,3986,0.352,4934193
AL,2021-08-14,0,0.352,4934193
AL,2021-08-15,6992,0.354,4934193
AL,2021-08-16,2466,0.356,4934193
AL,2021-08-17,4023,0.357,4934193
AL,2021-08-18,4465,0.357,4934193
AL,2021-08-19,3890,0.359,4934193
AL,2021-08-20,3799,0.361,4934193
AL,2021-08-21,6210,0.363,4934193
AL,2021-08-22,3315,0.363,4934193
AL,2021-08-23,2588,0.366,4934193
AL,2021-08-24,0,0.368,4934193
AL,2021-08-25,0,0.368,4934193
AL,2021-08-26,11142,0.37,4934193
AL,2021-08-27,5033,0.375,4934193
AL,2021-08-28,6190,0.377,4934193
AL,2021-08-29,3433,0.379,4934193
AL,2021-08-30,3072,0.381,4934193
AL,2021-08-31,5206,0.383,4934193
AL,2021-09-01,4691,0.384,4934193
AL,2021-09-02,5312,0.386,4934193
AL,2021-09-03,5128,0.388,4934193
AL,2021-09-04,4420,0.391,4934193
AL,2021-09-05,2842,0.391,4934193
AL,2021-09-06,2566,0.393,4934193
AL,2021-09-07,2672,0.394,4934193
AL,2021-09-08,4791,0.395,4934193
AL,2021-09-09,4367,0.396,4934193
AL,2021-09-10,4800,0.399,4934193
AL,2021-09-11,4494,0.4,4934193
AL,2021-09-12,1794,0.402,4934193
AL,2021-09-13,2692,0.404,4934193
AL,2021-09-14,3944,0.404,4934193
AL,2021-09-15,3651,0.405,4934193
AL,2021-09-16,3972,0.407,4934193
AL,2021-09-17,2974,0.41,4934193
AL,2021-09-18,3462,0.411,4934193
AL,2021-09-19,2090,0.413,4934193
AL,2021-09-20,1920,0.414,4934193
AL,2021-09-21,3220,0.416,4934193
AL,2021-09-22,3018,0.417,4934193
AL,2021-09-23,3366,0.417,4934193
AL,2021-09-24,2569,0.418,4934193
AL,2021-09-25,2937,0.42,4934193
AL,2021-09-26,1633,0.422,4934193
AL,2021-09-27,1594,0.423,4934193
AL,2021-09-28,1984,0.425,4934193
AL,2021-09-29,2141,0.425,4934193
AL,2021-09-30,1702,0.426,4934193
AL,2021-10-01,1845,0.426,4934193
AL,2021-10-02,1480,0.427,4934193
AL,2021-10-03,892,0.429,4934193
AL,2021-10-04,736,0.43,4934193
AL,2021-10-05,1549,0.431,4934193
AL,2021-10-06,1272,0.432,4934193
AL,2021-10-07,1262,0.432,4934193
AL,2021-10-08,1049,0.434,4934193
AL,2021-10-09,919,0.434,4934193
AL,2021-10-10,653,0.435,4934193
AL,2021-10-11,467,0.436,4934193
AL,2021-10-12,886,0.436,4934193
AL,2021-10-13,1016,0.437,4934193
AL,2021-10-14,1050,0.437,4934193
AL,2021-10-15,1143,0.438,4934193
AL,2021-10-16,787,0.439,4934193
AL,2021-10-17,544,0.44,4934193
AL,2021-10-18,338,0.44,4934193
AL,2021-10-19,961,0.44,4934193
AL,2021-10-20,665,0.441,4934193
AL,2021-10-21,1065,0.442,4934193
AL,2021-10-22,1598,0.443,4934193
AL,2021-10-23,945,0.444,4934193
AL,2021-10-24,414,0.444,4934193
AL,2021-10-25,301,0.444,4934193
AL,2021-10-26,943,0.444,4934193
AL,2021-10-27,0,0.445,4934193
AL,2021-10-28,0,0.446,4934193
AL,2021-10-29,0,0.447,4934193
AL,2021-10-30,488,0.447,4934193
AL,2021-10-31,394,0.448,4934193
AL,2021-11-01,217,0.448,4934193
AL,2021-11-02,745,0.448,4934193
AL,2021-11-03,484,0.449,4934193
AL,2021-11-04,1089,0.45,4934193
AL,2021-11-05,575,0.45,4934193
AL,2021-11-06,583,0.45,4934193
AL,2021-11-07,292,0.451,4934193
AL,2021-11-08,223,0.451,4934193
AL,2021-11-09,995,0.452,4934193
AL,2021-11-10,178,0.452,4934193
AL,2021-11-11,686,0.453,4934193
AL,2021-11-12,722,0.453,4934193
AL,2021-11-13,600,0.453,4934193
AL,2021-11-14,259,0.455,4934193
AL,2021-11-15,258,0.455,4934193
AL,2021-11-16,542,0.455,4934193
AL,2021-11-17,496,0.456,4934193
AL,2021-11-18,492,0.456,4934193
AL,2021-11-19,473,0.457,4934193
AL,2021-11-20,680,0.457,4934193
AL,2021-11-21,272,0.458,4934193
AL,2021-11-22,253,0.458,4934193
AL,2021-11-23,619,0.458,4934193
AL,2021-11-24,416,0.46,4934193
AL,2021-11-25,398,0.46,4934193
AL,2021-11-26,0,0.46,4934193
AL,2021-11-27,357,0.46,4934193
AL,2021-11-28,157,0.46,4934193
AL,2021-11-29,176,0.461,4934193
AL,2021-11-30,477,0.462,4934193
AL,2021-12-01,536,0.462,4934193
AL,2021-12-02,767,0.463,4934193
AL,2021-12-03,595,0.464,4934193
AL,2021-12-04,478,0.464,4934193
AL,2021-12-05,361,0.465,4934193
AL,2021-12-06,281,0.465,4934193
AL,2021-12-07,630,0.466,4934193
AL,2021-12-08,687,0.466,4934193
AL,2021-12-09,549,0.467,4934193
AL,2021-12-10,592,0.468,4934193
AL,2021-12-11,713,0.468,4934193
AL,2021-12-12,330,0.469,4934193
AL,2021-12-13,294,0.469,4934193
AL,2021-12-14,1655,0.47,4934193
AL,2021-12-15,647,0.47,4934193
AL,2021-12-16,816,0.47,4934193
AL,2021-12-17,908,0.471,4934193
AL,2021-12-18,692,0.472,4934193
AL,2021-12-19,552,0.472,4934193
AL,2021-12-20,552,0.472,4934193
AL,2021-12-21,1254,0.472,4934193
AL,2021-12-22,1460,0.473,4934193
AL,2021-12-23,2060,0.473,4934193
AL,2021-12-24,2466,0.475,4934193
AL,2021-12-25,2449,0.475,4934193
AL,2021-12-26,863,0.475,4934193
AL,2021-12-27,1679,0.475,4934193
AL,2021-12-28,3705,0.476,4934193
AL,2021-12-29,5975,0.476,4934193
AL,2021-12-30,8256,0.476,4934193
AL,2021-12-31,8051,0.477,4934193
AL,2022-01-01,0,0.477,4934193
AL,2022-01-02,12927,0.477,4934193
AL,2022-01-03,4062,0.478,4934193
AL,2022-01-04,7572,0.478,4934193
AL,2022-01-05,11075,0.479,4934193
AL,2022-01-06,12626,0.479,4934193
AL,2022-01-07,12972,0.48,4934193
AL,2022-01-08,8332,0.48,4934193
AL,2022-01-09,12452,0.48,4934193
AL,2022-01-10,6250,0.481,4934193
AL,2022-01-11,8536,0.481,4934193
AL,2022-01-12,11204,0.482,4934193
AL,2022-01-13,0,0.482,4934193
AL,2022-01-14,0,0.483,4934193
AL,2022-01-15,0,0.484,4934193
AL,2022-01-16,51856,0.484,4934193
AL,2022-01-17,8058,0.484,4934193
AL,2022-01-18,6728,0.484,4934193
AL,2022-01-19,17106,0.489,4934193
AL,2022-01-20,15986,0.489,4934193
AL,2022-01-21,16525,0.49,4934193
AL,2022-01-22,16506,0.49,4934193
AL,2022-01-23,9807,0.492,4934193
AL,2022-01-24,5955,0.492,4934193
AL,2022-01-25,0,0.492,4934193
AL,2022-01-26,0,0.493,4934193
AL,2022-01-27,0,0.493,4934193
AL,2022-01-28,0,0.494,4934193
AL,2022-01-29,53159,0.494,4934193
AL,2022-01-30,6490,0.494,4934193
AL,2022-01-31,5459,0.495,4934193
AL,2022-02-01,5639,0.495,4934193
AL,2022-02-02,5404,0.495,4934193
AL,2022-02-03,0,0.495,4934193
AL,2022-02-04,11196,0.496,4934193
AL,2022-02-05,1924,0.496,4934193
AL,2022-02-06,0,0.496,4934193
AL,2022-02-07,3456,0.497,4934193
AL,2022-02-08,4507,0.497,4934193
