state_id,date,new_cases,vaccinated_ratio,hospital_beds,new_deaths,infection_rate,population,requirements
IA,2021-04-02,577,0.202,214,3,0.99,3167974,f
IA,2021-04-03,493,0.213,207,0,0.99,3167974,f
IA,2021-04-04,155,0.213,221,0,0.98,3167974,f
IA,2021-04-05,467,0.217,226,0,0.98,3167974,f
IA,2021-04-06,728,0.218,225,13,0.97,3167974,f
IA,2021-04-07,271,0.22,231,1,0.97,3167974,f
IA,2021-04-08,626,0.226,235,7,0.96,3167974,f
IA,2021-04-09,619,0.232,230,6,0.96,3167974,f
IA,2021-04-10,436,0.239,225,8,0.96,3167974,f
IA,2021-04-11,510,0.248,236,0,0.95,3167974,f
IA,2021-04-12,178,0.253,227,0,0.95,3167974,f
IA,2021-04-13,542,0.255,238,1,0.95,3167974,f
IA,2021-04-14,656,0.26,321,0,0.95,3167974,f
IA,2021-04-15,478,0.266,237,13,0.94,3167974,f
IA,2021-04-16,387,0.272,252,7,0.94,3167974,f
IA,2021-04-17,505,0.278,224,4,0.94,3167974,f
IA,2021-04-18,248,0.284,218,0,0.94,3167974,f
IA,2021-04-19,326,0.287,226,5,0.93,3167974,f
IA,2021-04-20,443,0.289,228,7,0.93,3167974,f
IA,2021-04-21,638,0.292,242,5,0.93,3167974,f
IA,2021-04-22,471,0.297,229,5,0.93,3167974,f
IA,2021-04-23,443,0.303,225,3,0.93,3167974,f
IA,2021-04-24,398,0.31,207,20,0.92,3167974,f
IA,2021-04-25,191,0.317,195,0,0.92,3167974,f
IA,2021-04-26,235,0.32,197,0,0.92,3167974,f
IA,2021-04-27,372,0.322,200,3,0.92,3167974,f
IA,2021-04-28,503,0.325,201,1,0.91,3167974,f
IA,2021-04-29,443,0.332,214,0,0.91,3167974,f
IA,2021-04-30,365,0.338,213,19,0.9,3167974,f
IA,2021-05-01,387,0.345,273,2,0.9,3167974,f
IA,2021-05-02,291,0.352,282,7,0.89,3167974,f
IA,2021-05-03,231,0.356,248,0,0.89,3167974,f
IA,2021-05-04,376,0.358,248,1,0.88,3167974,f
IA,2021-05-05,440,0.361,273,2,0.88,3167974,f
IA,2021-05-06,380,0.365,265,18,0.87,3167974,f
IA,2021-05-07,346,0.371,261,3,0.86,3167974,f
IA,2021-05-08,271,0.377,184,1,0.85,3167974,f
IA,2021-05-09,152,0.382,176,1,0.84,3167974,f
IA,2021-05-10,194,0.386,181,0,0.84,3167974,f
IA,2021-05-11,281,0.388,251,4,0.83,3167974,f
IA,2021-05-12,377,0.39,184,5,0.82,3167974,f
IA,2021-05-13,256,0.393,174,4,0.81,3167974,f
IA,2021-05-14,232,0.397,169,1,0.8,3167974,f
IA,2021-05-15,175,0.401,235,2,0.8,3167974,f
IA,2021-05-16,138,0.406,212,5,0.79,3167974,f
IA,2021-05-17,121,0.409,238,0,0.78,3167974,f
IA,2021-05-18,201,0.41,247,7,0.78,3167974,f
IA,2021-05-19,297,0.412,285,5,0.77,3167974,f
IA,2021-05-20,208,0.415,238,7,0.76,3167974,f
IA,2021-05-21,168,0.419,212,10,0.76,3167974,f
IA,2021-05-22,154,0.422,212,0,0.76,3167974,f
IA,2021-05-23,108,0.425,214,0,0.75,3167974,f
IA,2021-05-24,96,0.427,222,0,0.75,3167974,f
IA,2021-05-25,154,0.427,150,4,0.75,3167974,f
IA,2021-05-26,161,0.429,165,5,0.76,3167974,f
IA,2021-05-27,102,0.431,149,4,0.76,3167974,f
IA,2021-05-28,118,0.433,213,5,0.77,3167974,f
IA,2021-05-29,75,0.435,209,2,0.77,3167974,f
IA,2021-05-30,53,0.437,223,0,0.78,3167974,f
IA,2021-05-31,40,0.438,211,0,0.79,3167974,f
IA,2021-06-01,49,0.439,218,2,0.8,3167974,f
IA,2021-06-02,162,0.44,211,4,0.82,3167974,f
IA,2021-06-03,126,0.441,207,4,0.83,3167974,f
IA,2021-06-04,102,0.442,209,2,0.84,3167974,f
IA,2021-06-05,93,0.444,202,1,0.86,3167974,f
IA,2021-06-06,73,0.446,217,4,0.87,3167974,f
IA,2021-06-07,35,0.448,147,1,0.88,3167974,f
IA,2021-06-08,89,0.449,152,5,0.89,3167974,f
IA,2021-06-09,95,0.451,196,6,0.9,3167974,f
IA,2021-06-10,85,0.453,130,11,0.91,3167974,f
IA,2021-06-11,109,0.453,126,2,0.91,3167974,f
IA,2021-06-12,83,0.455,125,2,0.92,3167974,f
IA,2021-06-13,52,0.457,110,3,0.93,3167974,f
IA,2021-06-14,72,0.459,151,0,0.93,3167974,f
IA,2021-06-15,103,0.462,140,1,0.94,3167974,f
IA,2021-06-16,85,0.462,124,6,0.94,3167974,f
IA,2021-06-17,72,0.464,116,0,0.95,3167974,f
IA,2021-06-18,78,0.466,134,0,0.95,3167974,f
IA,2021-06-19,62,0.468,137,3,0.96,3167974,f
IA,2021-06-20,52,0.47,104,2,0.96,3167974,f
IA,2021-06-21,39,0.471,102,1,0.97,3167974,f
IA,2021-06-22,83,0.471,124,2,0.97,3167974,f
IA,2021-06-23,91,0.472,171,3,0.98,3167974,f
IA,2021-06-24,58,0.473,162,4,0.99,3167974,f
IA,2021-06-25,78,0.474,179,1,0.99,3167974,f
IA,2021-06-26,79,0.475,179,6,1,3167974,f
IA,2021-06-27,54,0.477,172,2,1.01,3167974,f
IA,2021-06-28,58,0.479,115,0,1.02,3167974,f
IA,2021-06-29,94,0.479,162,1,1.03,3167974,f
IA,2021-06-30,126,0.48,153,4,1.04,3167974,f
IA,2021-07-01,99,0.48,175,2,1.06,3167974,f
IA,2021-07-02,94,0.481,197,2,1.07,3167974,f
IA,2021-07-03,66,0.482,190,4,1.09,3167974,f
IA,2021-07-04,60,0.483,184,0,1.11,3167974,f
IA,2021-07-05,27,0.484,174,0,1.13,3167974,f
IA,2021-07-06,78,0.484,189,2,1.15,3167974,f
IA,2021-07-07,0,0.484,177,1,1.17,3167974,f
IA,2021-07-08,0,0.485,186,0,1.2,3167974,f
IA,2021-07-09,0,0.486,194,0,1.22,3167974,f
IA,2021-07-10,290,0.486,190,0,1.24,3167974,f
IA,2021-07-11,0,0.487,173,0,1.26,3167974,f
IA,2021-07-12,0,0.487,172,0,1.28,3167974,f
IA,2021-07-13,277,0.487,189,0,1.29,3167974,f
IA,2021-07-14,330,0.488,193,9,1.3,3167974,f
IA,2021-07-15,43,0.488,184,0,1.31,3167974,f
IA,2021-07-16,0,0.489,198,0,1.32,3167974,f
IA,2021-07-17,405,0.49,191,0,1.33,3167974,f
IA,2021-07-18,0,0.49,181,0,1.33,3167974,f
IA,2021-07-19,0,0.49,190,0,1.33,3167974,f
IA,2021-07-20,472,0.491,196,0,1.33,3167974,f
IA,2021-07-21,475,0.491,210,12,1.33,3167974,f
IA,2021-07-22,53,0.492,230,0,1.33,3167974,f
IA,2021-07-23,0,0.493,226,0,1.33,3167974,f
IA,2021-07-24,574,0.493,216,0,1.33,3167974,f
IA,2021-07-25,0,0.493,211,0,1.33,3167974,f
IA,2021-07-26,0,0.493,222,0,1.32,3167974,f
IA,2021-07-27,586,0.494,244,0,1.32,3167974,f
IA,2021-07-28,945,0.495,257,13,1.32,3167974,f
IA,2021-07-29,85,0.495,249,0,1.31,3167974,f
IA,2021-07-30,0,0.496,273,0,1.31,3167974,f
IA,2021-07-31,881,0.496,269,0,1.3,3167974,f
IA,2021-08-01,0,0.496,271,0,1.3,3167974,f
IA,2021-08-02,0,0.496,266,0,1.29,3167974,f
IA,2021-08-03,1313,0.498,274,0,1.28,3167974,f
IA,2021-08-04,1291,0.498,281,10,1.27,3167974,f
IA,2021-08-05,0,0.499,332,0,1.26,3167974,f
IA,2021-08-06,0,0.499,344,0,1.24,3167974,f
IA,2021-08-07,1596,0.5,369,0,1.23,3167974,f
IA,2021-08-08,0,0.5,371,0,1.22,3167974,f
IA,2021-08-09,0,0.5,389,0,1.21,3167974,f
IA,2021-08-10,1559,0.501,419,0,1.2,3167974,f
IA,2021-08-11,1717,0.502,451,17,1.19,3167974,f
IA,2021-08-12,0,0.502,458,0,1.18,3167974,f
IA,2021-08-13,0,0.503,467,0,1.17,3167974,f
IA,2021-08-14,1950,0.504,487,0,1.16,3167974,f
IA,2021-08-15,0,0.504,484,0,1.15,3167974,f
IA,2021-08-16,0,0.504,486,0,1.15,3167974,f
IA,2021-08-17,1755,0.506,483,0,1.14,3167974,f
IA,2021-08-18,1992,0.506,490,16,1.14,3167974,f
IA,2021-08-19,0,0.507,506,0,1.14,3167974,f
IA,2021-08-20,0,0.508,522,0,1.13,3167974,f
IA,2021-08-21,2197,0.509,510,0,1.13,3167974,f
IA,2021-08-22,0,0.509,529,0,1.13,3167974,f
IA,2021-08-23,0,0.509,555,0,1.13,3167974,f
IA,2021-08-24,2355,0.511,579,0,1.13,3167974,f
IA,2021-08-25,2560,0.512,572,42,1.13,3167974,f
IA,2021-08-26,0,0.513,595,0,1.12,3167974,f
IA,2021-08-27,0,0.514,610,0,1.12,3167974,f
IA,2021-08-28,2643,0.515,609,0,1.12,3167974,f
IA,2021-08-29,0,0.515,643,0,1.12,3167974,f
IA,2021-08-30,0,0.515,646,0,1.12,3167974,f
IA,2021-08-31,2022,0.517,627,0,1.12,3167974,f
IA,2021-09-01,3643,0.518,593,39,1.12,3167974,f
IA,2021-09-02,0,0.519,611,0,1.11,3167974,f
IA,2021-09-03,0,0.52,605,0,1.11,3167974,f
IA,2021-09-04,3187,0.521,612,0,1.11,3167974,f
IA,2021-09-05,0,0.521,598,0,1.11,3167974,f
IA,2021-09-06,0,0.521,619,0,1.11,3167974,f
IA,2021-09-07,3207,0.521,648,0,1.11,3167974,f
IA,2021-09-08,2368,0.524,628,30,1.11,3167974,f
IA,2021-09-09,0,0.524,628,0,1.11,3167974,f
IA,2021-09-10,0,0.525,602,0,1.11,3167974,f
IA,2021-09-11,4016,0.526,609,0,1.1,3167974,f
IA,2021-09-12,0,0.526,629,0,1.1,3167974,f
IA,2021-09-13,0,0.526,642,0,1.09,3167974,f
IA,2021-09-14,4026,0.528,656,0,1.08,3167974,f
IA,2021-09-15,3884,0.529,647,64,1.07,3167974,f
IA,2021-09-16,0,0.53,640,0,1.06,3167974,f
IA,2021-09-17,0,0.531,637,0,1.05,3167974,f
IA,2021-09-18,5161,0.532,612,0,1.04,3167974,f
IA,2021-09-19,0,0.532,642,0,1.03,3167974,f
IA,2021-09-20,0,0.534,682,0,1.02,3167974,f
IA,2021-09-21,3633,0.534,699,0,1,3167974,f
IA,2021-09-22,3311,0.535,691,82,0.99,3167974,f
IA,2021-09-23,0,0.536,699,0,0.98,3167974,f
IA,2021-09-24,0,0.536,722,0,0.97,3167974,f
IA,2021-09-25,4485,0.537,695,0,0.96,3167974,f
IA,2021-09-26,0,0.537,687,0,0.95,3167974,f
IA,2021-09-27,0,0.537,694,0,0.94,3167974,f
IA,2021-09-28,3370,0.539,677,0,0.93,3167974,f
IA,2021-09-29,3019,0.539,664,81,0.93,3167974,f
IA,2021-09-30,0,0.54,652,0,0.92,3167974,f
IA,2021-10-01,0,0.541,664,0,0.92,3167974,f
IA,2021-10-02,3522,0.541,676,0,0.91,3167974,f
IA,2021-10-03,0,0.541,667,0,0.91,3167974,f
IA,2021-10-04,0,0.541,663,0,0.91,3167974,f
IA,2021-10-05,3329,0.543,661,0,0.9,3167974,f
IA,2021-10-06,2821,0.543,642,91,0.9,3167974,f
IA,2021-10-07,0,0.544,614,0,0.9,3167974,f
IA,2021-10-08,0,0.544,620,0,0.9,3167974,f
IA,2021-10-09,3068,0.545,621,0,0.9,3167974,f
IA,2021-10-10,0,0.545,598,0,0.9,3167974,f
IA,2021-10-11,0,0.545,628,0,0.9,3167974,f
IA,2021-10-12,2662,0.546,629,0,0.9,3167974,f
IA,2021-10-13,2416,0.547,625,94,0.9,3167974,f
IA,2021-10-14,0,0.547,613,0,0.91,3167974,f
IA,2021-10-15,0,0.548,636,0,0.91,3167974,f
IA,2021-10-16,2456,0.548,628,0,0.92,3167974,f
IA,2021-10-17,0,0.548,603,0,0.92,3167974,f
IA,2021-10-18,0,0.548,609,0,0.93,3167974,f
IA,2021-10-19,1885,0.55,605,0,0.94,3167974,f
IA,2021-10-20,2497,0.55,583,100,0.95,3167974,f
IA,2021-10-21,0,0.551,568,0,0.96,3167974,f
IA,2021-10-22,0,0.552,576,0,0.97,3167974,f
IA,2021-10-23,2440,0.552,569,0,0.98,3167974,f
IA,2021-10-24,0,0.552,544,0,0.99,3167974,f
IA,2021-10-25,0,0.552,558,0,1,3167974,f
IA,2021-10-26,2054,0.553,572,0,1.01,3167974,f
IA,2021-10-27,2529,0.554,553,117,1.02,3167974,f
IA,2021-10-28,0,0.554,533,0,1.03,3167974,f
IA,2021-10-29,0,0.555,526,0,1.04,3167974,f
IA,2021-10-30,2396,0.555,518,0,1.05,3167974,f
IA,2021-10-31,0,0.555,505,0,1.05,3167974,f
IA,2021-11-01,0,0.555,504,0,1.06,3167974,f
IA,2021-11-02,2753,0.557,528,0,1.06,3167974,f
IA,2021-11-03,2578,0.557,515,104,1.07,3167974,f
IA,2021-11-04,0,0.557,502,0,1.07,3167974,f
IA,2021-11-05,0,0.558,516,0,1.07,3167974,f
IA,2021-11-06,2944,0.558,502,0,1.07,3167974,f
IA,2021-11-07,0,0.558,527,0,1.07,3167974,f
IA,2021-11-08,0,0.558,550,0,1.07,3167974,f
IA,2021-11-09,3241,0.56,552,0,1.07,3167974,f
IA,2021-11-10,2826,0.56,553,97,1.07,3167974,f
IA,2021-11-11,0,0.56,522,0,1.06,3167974,f
IA,2021-11-12,0,0.56,556,0,1.06,3167974,f
IA,2021-11-13,3090,0.561,544,0,1.06,3167974,f
IA,2021-11-14,0,0.561,550,0,1.05,3167974,f
IA,2021-11-15,0,0.561,581,0,1.05,3167974,f
IA,2021-11-16,2974,0.562,565,0,1.04,3167974,f
IA,2021-11-17,3223,0.562,556,102,1.04,3167974,f
IA,2021-11-18,0,0.563,593,0,1.04,3167974,f
IA,2021-11-19,0,0.563,601,0,1.04,3167974,f
IA,2021-11-20,3876,0.564,581,0,1.04,3167974,f
IA,2021-11-21,0,0.564,592,0,1.04,3167974,f
IA,2021-11-22,0,0.564,612,0,1.04,3167974,f
IA,2021-11-23,3270,0.565,642,0,1.04,3167974,f
IA,2021-11-24,3411,0.565,636,86,1.05,3167974,f
IA,2021-11-25,0,0.565,628,0,1.05,3167974,f
IA,2021-11-26,0,0.565,624,0,1.05,3167974,f
IA,2021-11-27,0,0.565,662,0,1.06,3167974,f
IA,2021-11-28,2540,0.565,691,0,1.06,3167974,f
IA,2021-11-29,0,0.565,709,0,1.06,3167974,f
IA,2021-11-30,2600,0.567,752,0,1.06,3167974,f
IA,2021-12-01,4602,0.568,751,91,1.06,3167974,f
IA,2021-12-02,0,0.569,769,0,1.06,3167974,f
IA,2021-12-03,0,0.57,781,0,1.05,3167974,f
IA,2021-12-04,4563,0.572,750,0,1.05,3167974,f
IA,2021-12-05,0,0.572,728,0,1.04,3167974,f
IA,2021-12-06,0,0.572,769,0,1.03,3167974,f
IA,2021-12-07,4115,0.575,804,0,1.02,3167974,f
IA,2021-12-08,3695,0.576,804,105,1.01,3167974,f
IA,2021-12-09,0,0.577,825,0,1,3167974,f
IA,2021-12-10,3371,0.578,834,0,0.99,3167974,f
IA,2021-12-11,483,0.579,821,0,0.98,3167974,f
IA,2021-12-12,0,0.579,834,0,0.97,3167974,f
IA,2021-12-13,0,0.579,856,0,0.96,3167974,f
IA,2021-12-14,3355,0.581,847,0,0.96,3167974,f
IA,2021-12-15,3765,0.582,856,130,0.96,3167974,f
IA,2021-12-16,0,0.583,840,0,0.96,3167974,f
IA,2021-12-17,0,0.584,821,0,0.97,3167974,f
IA,2021-12-18,3622,0.584,824,0,0.98,3167974,f
IA,2021-12-19,0,0.584,796,0,0.99,3167974,f
IA,2021-12-20,0,0.584,788,0,1,3167974,f
IA,2021-12-21,3322,0.585,766,0,1.03,3167974,f
IA,2021-12-22,3604,0.586,765,119,1.05,3167974,f
IA,2021-12-23,0,0.587,759,0,1.08,3167974,f
IA,2021-12-24,0,0.587,741,0,1.1,3167974,f
IA,2021-12-25,0,0.587,719,0,1.13,3167974,f
IA,2021-12-26,0,0.587,730,0,1.16,3167974,f
IA,2021-12-27,4042,0.587,722,0,1.19,3167974,f
IA,2021-12-28,2473,0.589,727,0,1.22,3167974,f
IA,2021-12-29,5031,0.589,756,59,1.25,3167974,f
IA,2021-12-30,0,0.59,805,0,1.28,3167974,f
IA,2021-12-31,0,0.59,796,0,1.3,3167974,f
IA,2022-01-01,0,0.59,798,0,1.31,3167974,f
IA,2022-01-02,0,0.59,785,0,1.32,3167974,f
IA,2022-01-03,0,0.591,790,0,1.33,3167974,f
IA,2022-01-04,11885,0.592,803,0,1.33,3167974,f
IA,2022-01-05,8910,0.592,887,161,1.32,3167974,f
IA,2022-01-06,0,0.593,908,0,1.32,3167974,f
IA,2022-01-07,0,0.593,893,0,1.3,3167974,f
IA,2022-01-08,11704,0.594,882,0,1.28,3167974,f
IA,2022-01-09,0,0.594,913,0,1.26,3167974,f
IA,2022-01-10,0,0.594,923,0,1.24,3167974,f
IA,2022-01-11,11061,0.595,925,0,1.21,3167974,f
IA,2022-01-12,12240,0.595,979,182,1.18,3167974,f
IA,2022-01-13,0,0.596,1004,0,1.16,3167974,f
IA,2022-01-14,0,0.596,980,0,1.13,3167974,f
IA,2022-01-15,14109,0.597,997,0,1.1,3167974,f
IA,2022-01-16,0,0.597,970,0,1.07,3167974,f
IA,2022-01-17,0,0.597,1014,0,1.04,3167974,f
IA,2022-01-18,11736,0.597,1004,0,1.02,3167974,f
IA,2022-01-19,12559,0.599,995,116,0.99,3167974,f
IA,2022-01-20,0,0.6,971,0,0.97,3167974,f
IA,2022-01-21,0,0.6,996,0,0.95,3167974,f
IA,2022-01-22,12658,0.601,958,0,0.92,3167974,f
IA,2022-01-23,0,0.601,949,0,0.9,3167974,f
IA,2022-01-24,0,0.601,973,0,0.87,3167974,f
IA,2022-01-25,11551,0.602,937,0,0.85,3167974,f
IA,2022-01-26,9452,0.602,939,184,0.83,3167974,f
IA,2022-01-27,0,0.602,944,0,0.81,3167974,f
IA,2022-01-28,0,0.603,924,0,0.79,3167974,f
IA,2022-01-29,8922,0.603,871,0,0.77,3167974,f
IA,2022-01-30,0,0.603,873,0,0.75,3167974,f
IA,2022-01-31,0,0.604,847,0,0.73,3167974,f
IA,2022-02-01,7415,0.604,817,0,0.71,3167974,f
IA,2022-02-02,2886,0.605,780,156,0.7,3167974,f
IA,2022-02-03,2323,0.605,763,0,0.68,3167974,f
IA,2022-02-04,0,0.605,708,0,0.67,3167974,f
IA,2022-02-05,4788,0.606,679,0,0.66,3167974,f
IA,2022-02-06,0,0.606,668,0,0.65,3167974,f
IA,2022-02-07,0,0.606,669,0,0.64,3167974,f
IA,2022-02-08,3453,0.606,634,0,0.64,3167974,f
IA,2022-02-09,2269,0.607,639,172,0.63,3167974,f
IA,2022-02-10,1281,0.607,618,0,0.63,3167974,f
IA,2022-02-11,0,0.607,599,0,0.63,3167974,f
IA,2022-02-12,2863,0.608,528,0,0.63,3167974,f
IA,2022-02-13,0,0.608,500,0,0.62,3167974,f
IA,2022-02-14,0,0.608,478,0,0.62,3167974,f
IA,2022-02-15,2082,0.608,446,0,0.62,3167974,f
IA,2022-02-16,1637,0.609,428,119,0.62,3167974,f
IA,2022-02-17,488,0.609,399,0,0.62,3167974,f
IA,2022-02-18,0,0.609,400,0,0.62,3167974,f
IA,2022-02-19,1757,0.609,362,0,0.61,3167974,f
IA,2022-02-20,0,0.609,386,0,0.61,3167974,f
IA,2022-02-21,0,0.609,347,0,0.61,3167974,f
IA,2022-02-22,1295,0.61,343,0,0.61,3167974,f
IA,2022-02-23,878,0.61,314,137,0.6,3167974,f
IA,2022-02-24,354,0.61,287,0,0.6,3167974,f
IA,2022-02-25,0,0.611,259,0,0.6,3167974,f
IA,2022-02-26,792,0.611,254,0,0.6,3167974,f
IA,2022-02-27,0,0.611,245,0,0.6,3167974,f
ID,2021-03-01,409,0,139,7,1.02,1860123,f
ID,2021-03-02,413,0,152,5,1.02,1860123,f
ID,2021-03-03,411,0,150,5,1.02,1860123,f
ID,2021-03-04,279,0,143,0,1.03,1860123,f
ID,2021-03-05,208,0.085,145,1,1.03,1860123,f
ID,2021-03-06,82,0.089,132,2,1.03,1860123,f
ID,2021-03-07,0,0.094,122,0,1.03,1860123,f
ID,2021-03-08,512,0.098,130,11,1.03,1860123,f
ID,2021-03-09,399,0.1,145,1,1.03,1860123,f
ID,2021-03-10,459,0.102,153,9,1.03,1860123,f
ID,2021-03-11,348,0.105,143,6,1.03,1860123,f
ID,2021-03-12,339,0.108,148,3,1.03,1860123,f
ID,2021-03-13,237,0.112,135,1,1.02,1860123,f
ID,2021-03-14,0,0.116,146,0,1.02,1860123,f
ID,2021-03-15,469,0.119,155,5,1.01,1860123,f
ID,2021-03-16,359,0.12,165,13,1.01,1860123,f
ID,2021-03-17,456,0.121,165,6,1,1860123,f
ID,2021-03-18,321,0.126,145,3,1,1860123,f
ID,2021-03-19,382,0.129,146,4,0.99,1860123,f
ID,2021-03-20,209,0.134,141,0,0.99,1860123,f
ID,2021-03-21,0,0.137,151,0,0.98,1860123,f
ID,2021-03-22,428,0.14,149,5,0.98,1860123,f
ID,2021-03-23,325,0.142,145,5,0.97,1860123,f
ID,2021-03-24,409,0.144,158,1,0.97,1860123,f
ID,2021-03-25,346,0.147,157,2,0.97,1860123,f
ID,2021-03-26,304,0.15,162,0,0.97,1860123,f
ID,2021-03-27,198,0.153,161,0,0.97,1860123,f
ID,2021-03-28,0,0.158,170,0,0.97,1860123,f
ID,2021-03-29,386,0.161,174,3,0.97,1860123,f
ID,2021-03-30,336,0.162,160,0,0.97,1860123,f
ID,2021-03-31,410,0.165,157,5,0.97,1860123,f
ID,2021-04-01,380,0.168,161,2,0.97,1860123,f
ID,2021-04-02,275,0.172,140,2,0.97,1860123,f
ID,2021-04-03,11,0.176,170,0,0.96,1860123,f
ID,2021-04-04,0,0.18,168,0,0.96,1860123,f
ID,2021-04-05,652,0.183,161,6,0.96,1860123,f
ID,2021-04-06,354,0.184,167,2,0.95,1860123,f
ID,2021-04-07,346,0.188,160,7,0.95,1860123,f
ID,2021-04-08,290,0.192,163,7,0.94,1860123,f
ID,2021-04-09,304,0.197,156,4,0.94,1860123,f
ID,2021-04-10,3,0.203,146,0,0.93,1860123,f
ID,2021-04-11,0,0.209,149,0,0.93,1860123,f
ID,2021-04-12,582,0.213,136,6,0.92,1860123,f
ID,2021-04-13,279,0.214,153,1,0.92,1860123,f
ID,2021-04-14,308,0.212,158,6,0.92,1860123,f
ID,2021-04-15,234,0.216,159,9,0.92,1860123,f
ID,2021-04-16,225,0.221,148,1,0.92,1860123,f
ID,2021-04-17,1,0.226,136,0,0.92,1860123,f
ID,2021-04-18,0,0.232,148,0,0.92,1860123,f
ID,2021-04-19,477,0.234,143,6,0.92,1860123,f
ID,2021-04-20,209,0.235,142,0,0.92,1860123,f
ID,2021-04-21,285,0.238,143,6,0.92,1860123,f
ID,2021-04-22,223,0.242,136,0,0.92,1860123,f
ID,2021-04-23,216,0.247,137,4,0.92,1860123,f
ID,2021-04-24,3,0.252,132,0,0.92,1860123,f
ID,2021-04-25,0,0.257,126,0,0.92,1860123,f
ID,2021-04-26,575,0.26,137,3,0.92,1860123,f
ID,2021-04-27,227,0.26,141,7,0.92,1860123,f
ID,2021-04-28,246,0.263,143,4,0.92,1860123,f
ID,2021-04-29,230,0.266,136,1,0.92,1860123,f
ID,2021-04-30,148,0.27,124,0,0.92,1860123,f
ID,2021-05-01,2,0.274,124,0,0.92,1860123,f
ID,2021-05-02,0,0.279,129,0,0.92,1860123,f
ID,2021-05-03,373,0.28,123,6,0.92,1860123,f
ID,2021-05-04,204,0.28,141,0,0.93,1860123,f
ID,2021-05-05,213,0.282,136,0,0.93,1860123,f
ID,2021-05-06,150,0.285,130,1,0.93,1860123,f
ID,2021-05-07,189,0.288,120,8,0.94,1860123,f
ID,2021-05-08,0,0.29,124,0,0.94,1860123,f
ID,2021-05-09,0,0.29,122,0,0.95,1860123,f
ID,2021-05-10,342,0.291,126,0,0.95,1860123,f
ID,2021-05-11,228,0.298,93,0,0.96,1860123,f
ID,2021-05-12,230,0.299,112,6,0.96,1860123,f
ID,2021-05-13,158,0.301,106,0,0.96,1860123,f
ID,2021-05-14,167,0.304,105,5,0.96,1860123,f
ID,2021-05-15,0,0.306,107,0,0.96,1860123,f
ID,2021-05-16,0,0.309,115,0,0.96,1860123,f
ID,2021-05-17,372,0.309,119,0,0.95,1860123,f
ID,2021-05-18,193,0.31,115,4,0.95,1860123,f
ID,2021-05-19,237,0.312,123,1,0.94,1860123,f
ID,2021-05-20,188,0.313,118,6,0.93,1860123,f
ID,2021-05-21,167,0.315,122,0,0.93,1860123,f
ID,2021-05-22,0,0.317,115,0,0.92,1860123,f
ID,2021-05-23,0,0.319,116,0,0.92,1860123,f
ID,2021-05-24,330,0.32,118,7,0.91,1860123,f
ID,2021-05-25,149,0.321,126,0,0.9,1860123,f
ID,2021-05-26,192,0.322,127,1,0.9,1860123,f
ID,2021-05-27,139,0.323,119,2,0.9,1860123,f
ID,2021-05-28,135,0.325,109,0,0.9,1860123,f
ID,2021-05-29,0,0.326,111,0,0.9,1860123,f
ID,2021-05-30,0,0.327,117,0,0.9,1860123,f
ID,2021-05-31,0,0.328,115,0,0.9,1860123,f
ID,2021-06-01,294,0.328,119,0,0.9,1860123,f
ID,2021-06-02,174,0.329,114,7,0.9,1860123,f
ID,2021-06-03,152,0.33,119,4,0.9,1860123,f
ID,2021-06-04,166,0.331,117,0,0.91,1860123,f
ID,2021-06-05,0,0.332,107,0,0.91,1860123,f
ID,2021-06-06,0,0.332,111,0,0.9,1860123,f
ID,2021-06-07,237,0.334,107,5,0.9,1860123,f
ID,2021-06-08,128,0.335,113,0,0.9,1860123,f
ID,2021-06-09,140,0.336,106,11,0.9,1860123,f
ID,2021-06-10,100,0.337,102,1,0.9,1860123,f
ID,2021-06-11,118,0.337,105,0,0.9,1860123,f
ID,2021-06-12,0,0.339,108,0,0.9,1860123,f
ID,2021-06-13,0,0.34,103,0,0.9,1860123,f
ID,2021-06-14,228,0.345,102,0,0.9,1860123,f
ID,2021-06-15,89,0.346,68,0,0.9,1860123,f
ID,2021-06-16,87,0.346,96,6,0.91,1860123,f
ID,2021-06-17,87,0.349,93,0,0.91,1860123,f
ID,2021-06-18,0,0.35,90,0,0.92,1860123,f
ID,2021-06-19,0,0.351,91,0,0.92,1860123,f
ID,2021-06-20,0,0.352,86,0,0.93,1860123,f
ID,2021-06-21,243,0.353,82,13,0.93,1860123,f
ID,2021-06-22,117,0.353,85,4,0.94,1860123,f
ID,2021-06-23,152,0.354,90,0,0.95,1860123,f
ID,2021-06-24,89,0.354,96,3,0.96,1860123,f
ID,2021-06-25,83,0.355,95,2,0.97,1860123,f
ID,2021-06-26,0,0.356,81,0,0.98,1860123,f
ID,2021-06-27,0,0.358,98,0,0.99,1860123,f
ID,2021-06-28,133,0.359,94,0,1.01,1860123,f
ID,2021-06-29,76,0.36,98,4,1.02,1860123,f
ID,2021-06-30,97,0.36,94,3,1.04,1860123,f
ID,2021-07-01,92,0.361,97,2,1.06,1860123,f
ID,2021-07-02,83,0.362,77,4,1.08,1860123,f
ID,2021-07-03,0,0.362,75,0,1.1,1860123,f
ID,2021-07-04,0,0.363,118,0,1.12,1860123,f
ID,2021-07-05,0,0.363,78,0,1.14,1860123,f
ID,2021-07-06,257,0.364,74,1,1.16,1860123,f
ID,2021-07-07,124,0.364,82,3,1.18,1860123,f
ID,2021-07-08,145,0.365,87,1,1.2,1860123,f
